Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Нукутская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, внесенных в списки избирателей"	10302	316	149	90	154	194	307	295	113	570	248	72	571	108	88	609	88	52	701	294	539	196	483	31	224	115	291	150	134	113	1086	752	584	366	219					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9165	310	151	93	138	175	266	247	99	490	226	76	528	102	87	528	84	51	613	260	473	176	422	34	212	109	251	138	128	110	956	682	437	315	198					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8279	241	131	76	127	170	255	221	92	406	158	70	511	102	85	479	83	50	572	235	407	172	400	31	185	80	208	133	97	102	874	643	413	278	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	570	23	10	13	11	5	11	17	7	36	30	0	17	0	1	46	1	0	29	10	36	4	16	0	13	23	43	5	7	8	51	39	20	32	6					
6	Число погашенных избирательных бюллетеней	316	46	10	4	0	0	0	9	0	48	38	6	0	0	1	3	0	1	12	15	30	0	6	3	14	6	0	0	24	0	31	0	4	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	570	23	10	13	11	5	11	17	7	36	30	0	17	0	1	46	1	0	29	10	36	4	16	0	13	23	43	5	7	8	51	39	20	32	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8279	241	131	76	127	170	255	221	92	406	158	70	511	102	85	479	83	50	572	235	407	172	400	31	185	80	208	133	97	102	874	643	413	278	192					
9	Число недействительных избирательных бюллетеней	68	4	0	0	0	1	1	2	0	2	2	0	2	0	0	2	2	2	2	2	3	2	1	0	2	0	2	4	4	1	16	2	5	2	0					
10	Число действительных избирательных бюллетеней	8781	260	141	89	138	174	265	236	99	440	186	70	526	102	86	523	82	48	599	243	440	174	415	31	196	103	249	134	100	109	909	680	428	308	198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	365	12	7	4	5	6	9	9	5	16	8	4	16	5	4	16	4	3	18	8	16	6	16	3	8	5	12	8	6	5	40	33	20	20	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	306	12	7	4	5	6	9	1	5	16	8	4	16	0	0	10	1	0	18	8	16	1	16	3	8	2	12	8	6	5	35	25	17	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	1	0	0	0	0	1	0	0	1	3	0	1	0	1	1	0	1	4	0	2	2	0	0	0	0	0	1	1	0	19	6	4	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	59	0	0	0	0	0	0	8	0	0	0	0	0	5	4	6	3	3	0	0	0	5	0	0	0	3	0	0	0	0	5	8	3	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	641	34	8	4	5	5	44	20	7	28	9	2	41	7	2	26	2	0	100	54	33	20	33	1	5	0	17	22	14	2	21	15	22	29	9					
		7.24%	12.88%	5.67%	4.49%	3.62%	2.86%	16.54%	8.40%	7.07%	6.33%	4.79%	2.86%	7.77%	6.86%	2.33%	4.95%	2.38%	0.00%	16.64%	22.04%	7.45%	11.36%	7.93%	3.23%	2.53%	0.00%	6.77%	15.94%	13.46%	1.82%	2.27%	2.20%	5.08%	9.35%	4.55%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	3	1	1	1	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.41%	0.23%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.32%	0.15%	0.23%	0.32%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.23%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	340	11	15	2	6	5	5	9	0	34	18	0	10	0	3	27	0	0	21	3	12	1	31	0	9	3	24	4	2	13	13	22	17	17	3					
		3.84%	4.17%	10.64%	2.25%	4.35%	2.86%	1.88%	3.78%	0.00%	7.69%	9.57%	0.00%	1.89%	0.00%	3.49%	5.14%	0.00%	0.00%	3.49%	1.22%	2.71%	0.57%	7.45%	0.00%	4.55%	2.91%	9.56%	2.90%	1.92%	11.82%	1.41%	3.23%	3.93%	5.48%	1.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	3	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	4	1	1	0					
		0.20%	1.14%	0.00%	0.00%	0.00%	0.00%	0.38%	0.42%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.17%	0.00%	0.23%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.59%	0.23%	0.32%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	3	1	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	2.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.96%	0.00%	0.11%	0.00%	0.69%	0.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	348	17	3	2	3	2	4	2	0	32	5	0	18	6	0	36	13	2	8	15	6	0	18	0	15	7	12	2	3	8	35	20	26	11	17					
		3.93%	6.44%	2.13%	2.25%	2.17%	1.14%	1.50%	0.84%	0.00%	7.24%	2.66%	0.00%	3.41%	5.88%	0.00%	6.86%	15.48%	4.00%	1.33%	6.12%	1.35%	0.00%	4.33%	0.00%	7.58%	6.80%	4.78%	1.45%	2.88%	7.27%	3.78%	2.93%	6.00%	3.55%	8.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	388	17	5	6	5	16	14	5	6	20	6	4	27	0	4	15	8	3	18	6	18	7	32	2	4	0	16	3	1	6	20	22	46	17	9					
		4.38%	6.44%	3.55%	6.74%	3.62%	9.14%	5.26%	2.10%	6.06%	4.52%	3.19%	5.71%	5.11%	0.00%	4.65%	2.86%	9.52%	6.00%	2.99%	2.45%	4.06%	3.98%	7.69%	6.45%	2.02%	0.00%	6.37%	2.17%	0.96%	5.45%	2.16%	3.23%	10.62%	5.48%	4.55%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	90	2	11	0	2	3	9	4	0	5	2	0	4	0	0	3	0	0	0	2	3	0	0	0	0	0	1	3	4	0	11	9	3	7	2					
		1.02%	0.76%	7.80%	0.00%	1.45%	1.71%	3.38%	1.68%	0.00%	1.13%	1.06%	0.00%	0.76%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.82%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	2.17%	3.85%	0.00%	1.19%	1.32%	0.69%	2.26%	1.01%					
