Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Подпорожская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в список"	29026	790	1302	774	1580	1658	1278	1620	1642	2505	1591	1233	815	834	1728	1646	1053	139	197	170	103	222	95	2018	276	314	1287	455	206	98	336	114	284	109	75	287	79	113					
2	Число полученных избирательных бюллетеней	29450	850	1300	750	1650	1700	1250	1600	1600	2500	1550	1250	800	850	1750	1650	1050	160	250	180	110	230	90	2000	280	320	1350	450	220	120	350	130	310	140	90	320	100	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14967	322	718	370	892	889	690	865	887	1250	807	523	378	406	881	813	587	54	66	89	68	121	62	917	179	160	709	235	83	56	171	79	184	85	55	164	69	83					
5	"Число избирательных бюллетеней, выданных вне помещения"	1376	32	21	37	37	59	47	29	20	43	48	45	34	48	75	54	30	53	51	43	4	19	13	167	22	0	61	34	51	3	57	19	18	22	9	39	2	30					
6	Число погашенных избирательных бюллетеней	13107	496	561	343	721	752	513	706	693	1207	695	682	388	396	794	783	433	53	133	48	38	90	15	916	79	160	580	181	86	61	122	32	108	33	26	117	29	37					
7	Число избирательных бюллетеней в переносных ящиках	1376	32	21	37	37	59	47	29	20	43	48	45	34	48	75	54	30	53	51	43	4	19	13	167	22	0	61	34	51	3	57	19	18	22	9	39	2	30					
8	Число бюллетеней в стационарных ящиках для голосования	14965	322	718	370	891	889	690	865	887	1250	807	523	378	406	881	813	587	54	66	89	68	121	62	916	179	160	709	235	83	56	171	79	184	85	55	164	69	83					
9	Число недействительных избирательных бюллетеней	89	5	2	1	5	9	8	8	3	3	4	3	2	0	3	0	7	1	0	0	1	1	0	6	1	0	3	1	2	0	0	3	1	1	1	1	0	3					
10	Число действительных избирательных бюллетеней	16252	349	737	406	923	939	729	886	904	1290	851	565	410	454	953	867	610	106	117	132	71	139	75	1077	200	160	767	268	132	59	228	95	201	106	63	202	71	110					
11	Число полученных открепительных  удостоверений	425	5	30	10	20	25	15	20	20	20	15	10	10	12	28	20	20	5	5	15	5	2	5	28	5	5	20	5	5	5	5	5	5	5	5	5	5	0					
12	Число выданных открепительных удостоверений	263	3	27	7	15	25	9	13	10	16	7	4	5	6	26	10	9	5	5	11	0	0	0	27	1	0	7	1	0	2	5	0	4	0	1	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	4	11	9	5	8	11	9	4	11	5	5	0	5	5	10	0	10	4	17	6	0	13	10	7	3	11	1	2	0	1	3	1	2	1	1	0	2					
14	Число неиспользованных открепительных удостоверений	162	2	3	3	5	0	6	7	10	4	8	6	5	6	2	10	11	0	0	4	5	2	5	1	4	5	13	4	5	3	0	5	1	5	4	3	5	0					
15	"Число открепительных удостоверений, выданных в ТИК"	25	0	2	1	1	3	3	2	2	1	0	2	1	0	1	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	386	5	25	16	25	20	17	25	23	35	23	15	9	12	18	11	17	1	1	2	0	1	0	34	7	3	10	2	3	0	2	0	5	4	1	1	11	2					
		2.36%	1.41%	3.38%	3.93%	2.69%	2.11%	2.31%	2.80%	2.54%	2.71%	2.69%	2.64%	2.18%	2.64%	1.88%	1.27%	2.76%	0.93%	0.85%	1.52%	0.00%	0.71%	0.00%	3.14%	3.48%	1.88%	1.30%	0.74%	2.24%	0.00%	0.88%	0.00%	2.48%	3.74%	1.56%	0.49%	15.49%	1.77%					
19	. Малышкин Олег Александрович	246	4	8	5	18	12	10	12	13	24	17	9	6	9	13	13	3	2	1	1	1	1	1	15	4	1	7	6	3	2	5	0	9	4	1	2	2	2					
		1.51%	1.13%	1.08%	1.23%	1.94%	1.27%	1.36%	1.34%	1.43%	1.86%	1.99%	1.58%	1.46%	1.98%	1.36%	1.50%	0.49%	1.87%	0.85%	0.76%	1.39%	0.71%	1.33%	1.39%	1.99%	0.62%	0.91%	2.23%	2.24%	3.39%	2.19%	0.00%	4.46%	3.74%	1.56%	0.99%	2.82%	1.77%					
20	. Миронов Сергей Михайлович	157	2	7	4	8	10	5	13	8	10	6	6	6	1	11	6	7	1	2	0	2	1	1	19	1	1	3	5	1	0	0	1	5	0	1	1	2	0					
		0.96%	0.56%	0.95%	0.98%	0.86%	1.05%	0.68%	1.45%	0.88%	0.77%	0.70%	1.06%	1.46%	0.22%	1.15%	0.69%	1.13%	0.93%	1.71%	0.00%	2.78%	0.71%	1.33%	1.75%	0.50%	0.62%	0.39%	1.86%	0.75%	0.00%	0.00%	1.02%	2.48%	0.00%	1.56%	0.49%	2.82%	0.00%					
21	. Путин Владимир Владимирович	12756	283	534	314	663	735	552	661	677	1023	660	464	327	382	737	734	514	84	102	109	61	124	69	821	160	113	614	210	89	47	199	85	161	89	56	160	51	92					
