Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Архангельск, Октябрьская"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №87	УИК №8371									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	67386	2556	2661	2343	2419	2277	1899	2095	2017	2445	2384	2314	2569	2831	2192	2497	1890	2397	2422	2388	2215	2552	2633	2591	1308	1883	1974	1618	2342	2261	99	481	270	51	249	242	21									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	84784	2500	2500	2000	2400	2300	1900	2000	2000	2200	2300	2300	2500	2700	2200	2500	1600	2400	2400	2000	2200	2400	2500	2500	1200	1900	2000	1500	2200	2200	96	440	250	46	217	235	20200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24214	905	865	924	804	860	804	814	757	720	879	908	934	1025	853	924	789	923	865	877	865	860	706	789	477	661	634	373	735	739	50	288	125	45	181	235	21									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	550	3	13	6	1	11	13	9	13	13	17	2	3	4	6	8	5	5	3	32	9	6	4	22	31	3	8	22	9	13	38	94	95	0	29	0	0									
6	Число погашенных избирательных бюллетеней	60020	1592	1622	1070	1595	1429	1083	1177	1230	1467	1404	1390	1563	1671	1341	1568	806	1472	1532	1091	1326	1534	1790	1689	692	1236	1358	1105	1456	1448	8	58	30	1	7	0	20179									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	550	3	13	6	1	11	13	9	13	13	17	2	3	4	6	8	5	5	3	32	9	6	4	22	31	3	8	22	9	13	38	94	95	0	29	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24169	904	861	922	804	858	801	814	755	717	879	908	934	1024	850	922	789	922	864	875	863	859	705	789	476	657	632	371	733	737	50	288	125	45	181	234	21									
9	Число недействительных избирательных бюллетеней	377	15	8	10	16	20	9	11	18	18	7	13	12	16	20	17	8	14	13	5	20	13	11	14	10	3	4	11	10	13	1	7	3	1	1	4	1									
10	Число действительных избирательных бюллетеней	24342	892	866	918	789	849	805	812	750	712	889	897	925	1012	836	913	786	913	854	902	852	852	698	797	497	657	636	382	732	737	87	375	217	44	209	230	20									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1015	40	40	40	40	40	30	30	30	40	40	40	40	40	30	40	30	40	30	30	30	40	40	40	20	30	30	20	30	30	0	0	0	0	0	0	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	604	32	22	24	26	27	17	21	22	22	24	29	18	32	14	30	18	20	16	20	28	19	18	27	10	8	14	3	18	25	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	450	10	8	5	17	14	12	6	13	8	10	22	7	21	12	16	4	11	11	7	9	18	20	4	2	19	11	3	17	10	6	38	10	2	15	52	0									
14	Число погашенных неиспользованных открепительных удостоверений	411	8	18	16	14	13	13	9	8	18	16	11	22	8	16	10	12	20	14	10	2	21	22	13	10	22	16	17	12	5	0	0	0	0	0	0	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	3	2	3	1	0	1	2	0	4	1	0	4	10	5	3	5	9	0	6	2	2	6	0	0	2	3	1	3	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
