Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Борская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300					
1	"Число избирателей, внесенных в список"	18526	332	1609	1487	1912	2064	575	184	438	202	574	225	479	909	1077	1497	179	777	176	510	584	280	352	284	251	228	289	213	249	150	440					
2	Число полученных избирательных бюллетеней	18500	360	1500	1500	1900	2000	600	180	460	200	600	230	490	970	1000	1500	170	800	190	500	580	280	360	300	260	230	280	220	260	150	430					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12380	245	923	889	1030	1159	429	148	302	160	412	174	385	472	830	1029	104	515	129	397	484	201	290	256	181	184	212	187	169	120	364					
5	"Число избирательных бюллетеней, выданных вне помещения"	1278	51	91	63	95	85	40	0	56	20	44	18	20	180	72	53	43	63	24	34	36	36	14	0	17	11	35	9	45	13	10					
6	Число погашенных избирательных бюллетеней	4842	64	486	548	775	756	131	32	102	20	144	38	85	318	98	418	23	222	37	69	60	43	56	44	62	35	33	24	46	17	56					
7	Число избирательных бюллетеней в переносных ящиках	1278	51	91	63	95	85	40	0	56	20	44	18	20	180	72	53	43	63	24	34	36	36	14	0	17	11	35	9	45	13	10					
8	Число бюллетеней в стационарных ящиках для голосования	12327	245	923	889	1030	1159	429	148	302	160	412	174	385	472	830	976	104	515	129	397	484	201	290	256	181	184	212	187	169	120	364					
9	Число недействительных избирательных бюллетеней	191	0	7	20	20	18	7	1	7	2	4	1	3	5	7	29	3	7	3	4	4	2	5	1	8	2	4	0	3	1	13					
10	Число действительных избирательных бюллетеней	13414	296	1007	932	1105	1226	462	147	351	178	452	191	402	647	895	1000	144	571	150	427	516	235	299	255	190	193	243	196	211	132	361					
