Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Воскресенская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16020	1535	2040	1595	1075	325	137	119	511	483	328	391	478	291	455	613	324	351	123	312	161	461	590	185	262	176	308	402	334	281	161	407	478	328									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14550	1300	1800	1400	1000	300	125	125	450	450	300	375	450	250	450	550	300	325	125	300	150	400	550	175	250	150	300	350	300	250	150	375	450	325									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5712	507	734	480	338	145	48	75	192	122	69	116	178	108	120	289	113	92	80	104	89	220	227	112	119	76	123	104	94	128	71	136	203	100									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2379	39	69	210	124	62	44	15	48	74	112	74	34	79	122	68	32	63	10	80	27	53	72	20	55	50	80	113	120	63	57	77	142	91									
6	Число погашенных избирательных бюллетеней	6459	754	997	710	538	93	33	35	210	254	119	185	238	63	208	193	155	170	35	116	34	127	251	43	76	24	97	133	86	59	22	162	105	134									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2379	39	69	210	124	62	44	15	48	74	112	74	34	79	122	68	32	63	10	80	27	53	72	20	55	50	80	113	120	63	57	77	142	91									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5711	507	734	480	338	145	48	75	192	121	69	116	178	108	120	289	113	92	80	104	89	220	227	112	119	76	123	104	94	128	71	136	203	100									
9	Число недействительных избирательных бюллетеней	103	12	22	14	6	1	1	3	2	1	5	2	2	1	2	4	2	3	0	1	1	0	1	0	0	0	0	2	5	0	0	4	2	4									
10	Число действительных избирательных бюллетеней	7987	534	781	676	456	206	91	87	238	194	176	188	210	186	240	353	143	152	90	183	115	273	298	132	174	126	203	215	209	191	128	209	343	187									
