Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Архангельск, Соломбальская"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128					
1	"Число избирателей, внесенных в список избирателей"	68937	2591	708	2431	1439	1764	2560	1321	1145	1381	1313	1465	350	245	1904	2223	2593	2422	2192	2261	2147	2485	1394	81	2387	2266	1486	2635	2722	2344	2094	1141	2221	1158	1295	2333	1545	1826	1500	1359	210					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58768	2200	600	2100	1100	1400	2200	1000	1000	1100	1100	1300	300	200	1600	2000	2200	2100	1800	1800	1800	2100	1100	75	2100	2000	1200	2200	2200	2100	1900	1000	2000	1000	1100	2100	1400	1700	1300	1100	193					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29937	1199	256	1023	445	619	1068	573	371	435	460	485	78	59	714	977	1251	1163	956	972	877	976	683	75	1150	1174	558	1317	1544	1241	983	396	1103	459	655	935	676	827	533	519	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	729	20	7	14	15	91	22	11	21	36	34	25	1	7	9	15	9	9	13	17	18	11	28	0	4	10	4	6	28	35	35	23	20	11	11	28	6	6	9	19	41					
6	Число погашенных избирательных бюллетеней	28102	981	337	1063	640	690	1110	416	608	629	606	790	221	134	877	1008	940	928	831	811	905	1113	389	0	946	816	638	877	628	824	882	581	877	530	434	1137	718	867	758	562	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	729	20	7	14	15	91	22	11	21	36	34	25	1	7	9	15	9	9	13	17	18	11	28	0	4	10	4	6	28	35	35	23	20	11	11	28	6	6	9	19	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29924	1199	256	1023	445	618	1067	573	371	435	460	485	78	59	714	976	1251	1162	956	970	877	976	682	75	1150	1174	558	1317	1544	1239	983	396	1103	459	654	935	676	824	533	519	152					
9	Число недействительных избирательных бюллетеней	419	16	2	12	7	6	19	16	6	10	4	7	2	1	13	11	17	13	18	11	18	10	11	0	11	19	6	13	18	25	13	5	17	10	11	9	10	12	7	0	3					
10	Число действительных избирательных бюллетеней	30234	1203	261	1025	453	703	1070	568	386	461	490	503	77	65	710	980	1243	1158	951	976	877	977	699	75	1143	1165	556	1310	1554	1249	1005	414	1106	460	654	954	672	818	535	538	190					
