Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
"Наименование Избирательной комиссии:    Архангельск, Соломбальская"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128					
1	"Число избирателей, внесенных в списки избирателей"	70617	2607	765	2462	1525	1759	2613	1387	1199	1120	1705	1519	367	302	1878	2336	2639	2211	2743	2814	2720	2718	99	2336	2183	1500	2719	2387	1736	1691	1651	1187	2216	1188	2018	1655	1341	2136	1562	1388	235					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	58474	2100	600	2000	1300	1500	2100	1200	1000	1000	1500	1300	300	250	1600	2000	2000	1800	2300	2300	2200	2200	87	1900	1800	1200	2200	2000	1400	1400	1400	1000	1800	1000	1700	1400	1100	1800	1300	1200	237					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32952	1318	285	1158	536	557	1252	711	507	407	624	559	94	116	801	1126	1409	1159	1277	1363	1275	1210	87	1088	1237	626	1434	1290	813	848	834	444	1162	539	945	819	624	1051	616	551	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	869	20	15	23	17	140	25	13	23	20	77	25	2	8	9	12	20	19	30	27	19	21	0	6	15	12	10	30	19	27	29	11	12	10	21	15	3	11	19	33	21					
6	Число погашенных избирательных бюллетеней	24653	762	300	819	747	803	823	476	470	573	799	716	204	126	790	862	571	622	993	910	906	969	0	806	548	562	756	680	568	525	537	545	626	451	734	566	473	738	665	616	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	869	20	15	23	17	140	25	13	23	20	77	25	2	8	9	12	20	19	30	27	19	21	0	6	15	12	10	30	19	27	29	11	12	10	21	15	3	11	19	33	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32943	1318	285	1158	536	555	1252	711	507	407	624	559	94	116	801	1126	1408	1158	1276	1363	1273	1210	87	1088	1237	626	1434	1290	813	847	834	444	1162	538	945	819	624	1051	616	551	200					
9	Число недействительных избирательных бюллетеней	313	4	3	4	4	4	4	11	3	4	4	6	2	0	7	9	17	14	15	10	7	17	1	11	11	3	11	23	13	11	9	5	16	10	6	4	5	18	5	2	0					
10	Число действительных избирательных бюллетеней	33499	1334	297	1177	549	691	1273	713	527	423	697	578	94	124	803	1129	1411	1163	1291	1380	1285	1214	86	1083	1241	635	1433	1297	819	863	854	450	1158	538	960	830	622	1044	630	582	221					
