Выборы Президента Российской Федерации																																																																										
Дата голосования: 02.03.2008																																																																										
																																																																										
Наименование Избирательной комиссии:    Новочеркасская 																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
	Число участковых избирательных комиссий	67																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																								
																																																																										
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №2487	УИК №2488					
1	"Число избирателей, включенных в списки избирателей"	141013	2989	2788	1905	2002	1591	505	2192	2515	2394	1648	1621	1558	2745	1543	3038	2528	2160	1719	2573	1717	2265	2128	2377	2366	1250	2156	2284	2736	1216	2140	2774	2192	2511	1458	1069	396	2855	2794	2733	2790	2223	1643	1743	1892	1953	1843	2304	2386	2251	2570	1658	1558	2377	2051	2488	1730	953	1256	2024	2828	2549	2298	2792	2943	2536	2343	1600					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	126250	2650	2450	1650	1750	1450	500	1950	2250	2150	1450	1450	1400	2450	1400	2700	2200	1950	1550	2400	1450	2100	1900	2150	2050	1150	1900	2000	2250	1100	1850	2500	1500	2300	1300	1000	350	2600	2500	2500	2600	2000	1500	1550	1700	1750	1650	2100	2150	2050	2300	1500	1400	2150	1800	2300	1550	850	1100	1800	2550	2300	2100	2550	2500	2350	2300	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	77905	1638	1558	1087	1108	827	267	1181	1449	1295	927	826	890	1425	743	2237	1323	1099	858	1442	796	1402	1004	1161	1076	639	1150	977	1384	636	1358	1515	1161	1126	748	630	292	1682	1754	1641	1538	1176	1030	1049	1102	1085	1143	1133	1299	1203	1367	916	861	1159	1226	1307	908	374	580	1212	1554	972	1382	1729	1567	1517	1604	1600					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3773	55	99	25	31	36	4	32	38	43	15	94	41	98	54	45	123	35	42	45	241	64	67	55	119	35	36	61	36	35	2	74	164	109	61	20	8	34	50	29	41	33	49	28	60	16	60	47	24	21	38	24	32	39	25	52	31	25	62	27	38	489	63	48	107	26	13	0					
6	Число погашенных избирательных бюллетеней	44572	957	793	538	611	587	229	737	763	812	508	530	469	927	603	418	754	816	650	913	413	634	829	934	855	476	714	962	830	429	490	911	175	1065	491	350	50	884	696	830	1021	791	421	473	538	649	447	920	827	826	895	560	507	952	549	941	611	451	458	561	958	839	655	773	826	807	683	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3771	55	99	25	31	36	4	32	38	43	15	94	41	98	54	45	123	35	42	45	241	64	67	55	119	35	36	61	36	35	2	74	164	109	60	20	8	34	50	29	41	33	49	28	60	16	60	47	24	21	38	24	32	39	25	52	31	25	62	27	38	488	63	48	107	26	13	0					
