Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Сокольская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226					
1	"Число избирателей, внесенных в список избирателей"	11282	980	1079	1068	844	1340	640	221	206	385	162	216	93	90	285	308	159	376	200	232	237	304	213	269	300	112	96	124	114	280	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10310	830	990	970	780	1200	610	200	190	370	150	200	80	80	260	290	150	350	190	220	210	280	200	250	280	100	90	110	100	250	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6495	503	718	634	603	808	233	102	138	225	107	123	61	55	136	152	95	184	91	158	88	174	140	138	171	54	79	73	62	167	223					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2105	100	108	125	33	122	236	74	42	104	31	68	17	15	69	86	33	103	75	58	108	85	40	82	64	29	7	30	32	44	85					
6	Число погашенных избирательных бюллетеней	1710	227	164	211	144	270	141	24	10	41	12	9	2	10	55	52	22	63	24	4	14	21	20	30	45	17	4	7	6	39	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2105	100	108	125	33	122	236	74	42	104	31	68	17	15	69	86	33	103	75	58	108	85	40	82	64	29	7	30	32	44	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6495	503	718	634	603	808	233	102	138	225	107	123	61	55	136	152	95	184	91	158	88	174	140	138	171	54	79	73	62	167	223					
9	Число недействительных избирательных бюллетеней	107	0	9	19	8	7	1	1	1	7	1	3	4	0	2	2	2	3	0	9	1	2	6	0	0	10	2	2	2	1	2					
10	Число действительных избирательных бюллетеней	8493	603	817	740	628	923	468	175	179	322	137	188	74	70	203	236	126	284	166	207	195	257	174	220	235	73	84	101	92	210	306					
