Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Сокольская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228					
1	"Число избирателей, внесенных в списки избирателей"	11767	980	1494	696	670	1555	569	315	121	311	115	102	138	305	354	48	109	108	220	163	226	215	398	209	342	63	318	168	322	283	250	359	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10260	705	1100	510	500	1170	520	290	134	310	110	100	139	285	320	52	110	110	200	200	250	250	400	200	300	60	320	165	300	290	250	360	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6742	522	843	398	446	772	268	170	76	194	63	68	93	192	238	29	78	74	139	140	108	137	241	75	189	13	145	101	175	190	202	229	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1728	73	67	65	9	74	171	83	26	80	28	11	24	61	51	13	13	19	38	23	82	60	82	84	57	30	91	41	86	44	28	70	44					
6	Число погашенных избирательных бюллетеней	1790	110	190	47	45	324	81	37	32	36	19	21	22	32	31	10	19	17	23	37	60	53	77	41	54	17	84	23	39	56	20	61	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1728	73	67	65	9	74	171	83	26	80	28	11	24	61	51	13	13	19	38	23	82	60	82	84	57	30	91	41	86	44	28	70	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6741	522	843	398	446	772	268	169	76	194	63	68	93	192	238	29	78	74	139	140	108	137	241	75	189	13	145	101	175	190	202	229	134					
9	Число недействительных избирательных бюллетеней	59	3	8	6	6	10	3	0	0	0	0	1	0	1	2	0	0	0	2	2	1	0	4	0	0	0	5	3	0	1	0	1	0					
10	Число действительных избирательных бюллетеней	8410	592	902	457	449	836	436	252	102	274	91	78	117	252	287	42	91	93	175	161	189	197	319	159	246	43	231	139	261	233	230	298	178					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	377	14	20	10	10	23	25	10	13	10	6	6	6	10	10	0	5	5	5	5	40	45	16	5	13	0	5	5	13	10	10	2	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	377	14	20	10	10	23	25	10	13	10	6	6	6	10	10	0	5	5	5	5	40	45	16	5	13	0	5	5	13	10	10	2	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	132	9	6	10	12	9	13	5	0	7	4	3	2	4	4	0	2	1	5	2	4	3	3	2	1	1	1	1	7	2	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	1	1	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	216	8	20	7	11	15	12	6	2	8	2	1	0	11	2	2	3	5	6	1	4	5	5	7	6	1	15	2	23	7	4	7	8					
		2.55%	1.34%	2.20%	1.51%	2.42%	1.77%	2.73%	2.38%	1.96%	2.92%	2.20%	1.27%	0.00%	4.35%	0.69%	4.76%	3.30%	5.38%	3.39%	0.61%	2.11%	2.54%	1.55%	4.40%	2.44%	2.33%	6.36%	1.41%	8.81%	2.99%	1.74%	2.34%	4.49%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	7	2	3	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	2	0	0					
		0.27%	0.00%	0.77%	0.43%	0.66%	0.24%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.51%	0.31%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0					
		0.11%	0.17%	0.11%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	499	43	76	40	28	37	24	9	10	11	7	1	7	7	12	7	1	2	8	8	4	16	11	10	13	2	13	6	21	19	22	10	14					
		5.89%	7.23%	8.35%	8.64%	6.15%	4.37%	5.47%	3.57%	9.80%	4.01%	7.69%	1.27%	5.98%	2.77%	4.15%	16.67%	1.10%	2.15%	4.52%	4.91%	2.11%	8.12%	3.41%	6.29%	5.28%	4.65%	5.51%	4.23%	8.05%	8.12%	9.57%	3.34%	7.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	2	4	4	1	3	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0					
		0.30%	0.34%	0.44%	0.86%	0.22%	0.35%	0.23%	0.00%	0.98%	0.00%	0.00%	0.00%	1.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.51%	0.00%	0.63%	0.00%	0.00%	0.42%	0.70%	0.38%	0.00%	0.00%	0.33%	0.00%					
