Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Тацинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №2450	УИК №2515	УИК №2575					
1	"Число избирателей, внесенных в список избирателей"	29563	918	1234	1128	987	2061	559	1474	1780	1243	1335	1956	479	271	181	652	1618	743	350	879	763	759	332	616	517	602	396	683	406	497	683	1930	1436	95					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30671	943	1276	1138	1005	2082	594	1463	1856	1295	1372	2010	512	309	202	697	1654	765	374	933	798	782	365	656	549	622	453	716	431	533	716	1993	1475	102					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19098	450	763	803	492	1376	256	932	1314	951	953	1140	279	112	81	270	904	466	219	574	605	483	251	464	363	456	245	455	269	315	431	1476	875	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2857	110	91	82	71	74	74	138	104	95	166	139	73	122	56	173	186	95	39	121	10	64	24	51	26	22	54	76	44	81	117	120	144	15					
6	Число погашенных избирательных бюллетеней	8716	383	422	253	442	632	264	393	438	249	253	731	160	75	65	254	564	204	116	238	183	235	90	141	160	144	154	185	118	137	168	397	456	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2857	110	91	82	71	74	74	138	104	95	166	139	73	122	56	173	186	95	39	121	10	64	24	51	26	22	54	76	44	81	117	120	144	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19098	450	763	803	492	1376	256	932	1314	951	953	1140	279	112	81	270	904	466	219	574	605	483	251	464	363	456	245	455	269	315	431	1476	875	75					
9	Число недействительных избирательных бюллетеней	287	8	10	1	9	99	10	7	18	14	14	16	2	2	0	4	4	1	3	3	0	3	1	8	0	0	0	5	0	3	14	12	16	0					
10	Число действительных избирательных бюллетеней	21668	552	844	884	554	1351	320	1063	1400	1032	1105	1263	350	232	137	439	1086	560	255	692	615	544	274	507	389	478	299	526	313	393	534	1584	1003	90					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	962	15	30	16	20	41	30	30	80	30	30	36	20	36	20	30	26	20	20	55	30	20	30	35	23	20	50	30	20	30	30	34	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	962	15	30	16	20	41	30	30	80	30	30	36	20	36	20	30	26	20	20	55	30	20	30	35	23	20	50	30	20	30	30	34	20	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	3	5	8	21	20	0	41	4	5	6	6	2	7	1	3	13	2	4	6	10	4	5	1	2	2	4	3	1	1	8	11	6	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	2	4	4	0	3	0	0	1	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	3	1	1	6	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1776	47	105	80	71	124	35	109	136	116	53	130	29	9	11	41	16	58	5	52	36	86	4	14	28	36	26	80	32	39	22	135	8	3					
		8.09%	8.39%	12.30%	9.04%	12.61%	8.55%	10.61%	10.19%	9.59%	11.09%	4.74%	10.16%	8.24%	3.85%	8.03%	9.26%	1.47%	10.34%	1.94%	7.48%	5.85%	15.72%	1.45%	2.72%	7.20%	7.53%	8.70%	15.07%	10.22%	9.85%	4.01%	8.46%	0.79%	3.33%					
