Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Боровская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в список"	43910	772	2774	2880	1288	1364	336	444	133	259	351	508	353	387	1311	388	1611	895	152	1224	481	406	3019	3151	2517	2972	1382	2849	2515	3056	2708	1424					
2	Число полученных избирательных бюллетеней	40020	645	2475	2575	1225	1225	345	450	140	250	315	465	315	375	1230	380	1350	875	135	1150	465	380	2700	2825	2255	2720	1240	2545	2485	2745	2410	1330					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22545	427	1286	1363	542	643	144	207	71	150	167	254	129	213	692	214	1141	448	42	591	121	233	1624	1667	1371	1583	679	1644	1502	1405	1264	728					
5	"Число избирательных бюллетеней, выданных вне помещения"	1627	49	37	44	45	32	11	138	20	63	60	96	105	41	119	24	18	115	66	35	130	12	42	32	32	35	40	34	9	78	35	30					
6	Число погашенных избирательных бюллетеней	15848	169	1152	1168	638	550	190	105	49	37	88	115	81	121	419	142	191	312	27	524	214	135	1034	1126	852	1102	521	867	974	1262	1111	572					
7	Число избирательных бюллетеней в переносных ящиках	1627	49	37	44	45	32	11	138	20	63	60	96	105	41	119	24	18	115	66	35	130	12	42	32	32	35	40	34	9	78	35	30					
8	Число бюллетеней в стационарных ящиках для голосования	22529	427	1286	1361	542	642	144	207	71	150	167	254	129	213	691	214	1140	448	42	591	121	233	1624	1667	1370	1583	676	1640	1500	1405	1263	728					
9	Число недействительных избирательных бюллетеней	252	0	11	9	6	13	1	2	1	3	0	8	0	0	5	0	3	2	0	15	3	3	27	18	12	20	2	16	10	16	29	17					
10	Число действительных избирательных бюллетеней	23904	476	1312	1396	581	661	154	343	90	210	227	342	234	254	805	238	1155	561	108	611	248	242	1639	1681	1390	1598	714	1658	1499	1467	1269	741					
11	Число полученных открепительных  удостоверений	745	20	10	10	5	5	10	10	10	10	10	15	10	10	25	10	45	20	10	25	10	15	35	35	35	35	25	35	160	35	35	20					
12	Число выданных открепительных удостоверений	398	2	3	8	2	0	3	2	0	7	0	4	0	6	7	4	40	2	0	7	5	7	11	19	25	14	12	35	153	8	6	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	3	6	17	5	10	5	7	0	1	7	5	3	2	2	2	34	5	1	2	1	2	35	16	3	13	5	18	14	9	12	6					
14	Число неиспользованных открепительных удостоверений	347	18	7	2	3	5	7	8	10	3	10	11	10	4	18	6	5	18	10	18	5	8	24	16	10	21	13	0	7	27	29	14					
15	"Число открепительных удостоверений, выданных в ТИК"	51	0	2	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	3	5	3	3	2	1	20	0	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	1121	33	58	88	29	34	11	3	0	8	7	5	5	8	34	3	28	32	1	18	7	12	101	111	83	96	42	70	74	54	43	23					
		4.64%	6.93%	4.38%	6.26%	4.94%	5.04%	7.10%	0.87%	0.00%	3.76%	3.08%	1.43%	2.14%	3.15%	4.20%	1.26%	2.42%	5.68%	0.93%	2.88%	2.79%	4.90%	6.06%	6.53%	5.92%	5.93%	5.87%	4.18%	4.90%	3.64%	3.31%	3.03%					
19	. Малышкин Олег Александрович	433	3	27	21	13	11	0	6	2	2	4	9	4	7	9	3	21	7	1	13	5	3	25	34	26	27	9	44	34	24	21	18					
		1.79%	0.63%	2.04%	1.49%	2.21%	1.63%	0.00%	1.74%	2.20%	0.94%	1.76%	2.57%	1.71%	2.76%	1.11%	1.26%	1.81%	1.24%	0.93%	2.08%	1.99%	1.22%	1.50%	2.00%	1.85%	1.67%	1.26%	2.63%	2.25%	1.62%	1.62%	2.37%					
20	. Миронов Сергей Михайлович	142	4	2	5	5	5	1	0	0	0	1	4	1	0	7	0	10	2	1	1	1	2	5	18	4	9	5	15	6	9	13	6					
		0.59%	0.84%	0.15%	0.36%	0.85%	0.74%	0.65%	0.00%	0.00%	0.00%	0.44%	1.14%	0.43%	0.00%	0.86%	0.00%	0.86%	0.36%	0.93%	0.16%	0.40%	0.82%	0.30%	1.06%	0.29%	0.56%	0.70%	0.90%	0.40%	0.61%	1.00%	0.79%					
21	. Путин Владимир Владимирович	17462	298	976	988	413	445	122	284	76	178	178	277	204	193	624	199	922	426	87	455	202	164	1111	1152	930	1114	505	1212	1095	1141	989	502					
		72.29%	62.61%	73.77%	70.32%	70.36%	66.02%	78.71%	82.32%	83.52%	83.57%	78.41%	79.14%	87.18%	75.98%	77.04%	83.61%	79.62%	75.67%	80.56%	72.68%	80.48%	66.94%	66.69%	67.80%	66.33%	68.85%	70.53%	72.40%	72.56%	76.94%	76.19%	66.23%					
22	. Хакамада Ирина Муцуовна	749	38	40	41	25	17	4	2	5	0	10	11	1	5	14	6	31	13	6	16	6	11	64	62	62	43	19	52	49	33	29	34					
		3.10%	7.98%	3.02%	2.92%	4.26%	2.52%	2.58%	0.58%	5.49%	0.00%	4.41%	3.14%	0.43%	1.97%	1.73%	2.52%	2.68%	2.31%	5.56%	2.56%	2.39%	4.49%	3.84%	3.65%	4.42%	2.66%	2.65%	3.11%	3.25%	2.23%	2.23%	4.49%					
23	. Харитонов Николай Михайлович	3103	79	177	201	82	127	13	47	6	18	24	27	12	36	97	26	75	69	12	99	22	41	256	219	216	268	106	172	153	155	135	133					
		12.85%	16.60%	13.38%	14.31%	13.97%	18.84%	8.39%	13.62%	6.59%	8.45%	10.57%	7.71%	5.13%	14.17%	11.98%	10.92%	6.48%	12.26%	11.11%	15.81%	8.76%	16.73%	15.37%	12.89%	15.41%	16.56%	14.80%	10.27%	10.14%	10.45%	10.40%	17.55%					
																																						
24	Против всех	894	21	32	52	14	22	3	1	1	4	3	9	7	5	20	1	68	12	0	9	5	9	77	85	69	41	28	93	88	51	39	25					
		3.70%	4.41%	2.42%	3.70%	2.39%	3.26%	1.94%	0.29%	1.10%	1.88%	1.32%	2.57%	2.99%	1.97%	2.47%	0.42%	5.87%	2.13%	0.00%	1.44%	1.99%	3.67%	4.62%	5.00%	4.92%	2.53%	3.91%	5.56%	5.83%	3.44%	3.00%	3.30%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
