Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Кинель-Черкасская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
1	"Число избирателей, внесенных в списки"	35676	728	99	1103	171	545	409	95	407	226	1298	788	1010	963	827	463	1494	1681	1238	1278	1750	1074	152	710	269	508	1355	1225	1357	1332	367	586	196	350	355	260	223	425	1624	376	586	1086	1519	1238	725	168	1037					
2	"Число бюллетеней, полученных участковыми комиссиями"	35000	715	100	1050	180	510	400	95	425	225	1230	730	940	900	770	445	1400	1600	1100	1200	1700	1820	150	670	275	510	1300	1200	1300	1200	390	600	195	355	360	260	205	425	1550	380	570	1060	1400	1200	700	210	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19811	401	82	501	108	459	302	58	271	172	675	346	512	532	405	251	784	932	576	639	950	1010	102	518	202	325	724	588	808	672	238	327	139	226	210	169	161	238	879	237	351	464	799	490	320	148	510					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2131	130	4	290	9	6	19	19	39	22	51	52	40	41	37	8	23	11	54	25	48	64	0	86	25	32	77	46	76	15	28	47	0	37	34	36	11	47	40	53	50	95	49	61	89	20	85					
6	Число погашенных бюллетеней	13059	184	14	259	63	45	79	18	115	31	504	332	388	327	328	186	593	657	470	536	702	746	48	67	48	153	499	566	416	513	124	226	56	92	116	55	33	140	631	90	169	501	552	649	291	42	405					
7	Число бюллетеней в переносных ящиках для голосования	2131	130	4	290	9	6	19	19	39	22	51	52	40	41	37	8	23	11	54	25	48	64	0	86	25	32	77	46	76	15	28	47	0	37	34	36	11	47	40	53	50	95	49	61	89	20	85					
8	Число бюллетеней в стационарных ящиках для голосования	19811	401	82	501	108	459	302	58	271	172	675	346	512	532	405	251	784	932	576	639	950	1010	102	518	202	325	724	588	808	672	238	327	139	226	210	169	161	238	879	237	351	464	799	490	320	148	510					
9	Число недействительных бюллетеней	414	13	0	12	6	0	0	0	3	4	14	8	9	12	2	2	9	3	11	10	11	14	0	0	3	1	16	6	92	16	2	7	5	2	1	11	12	13	15	4	12	13	14	13	1	3	9					
10	Число действительных бюллетеней	21528	518	86	779	111	465	321	77	307	190	712	390	543	561	440	257	798	940	619	654	987	1060	102	604	224	356	785	628	792	671	264	367	134	261	243	194	160	272	904	286	389	546	834	538	408	165	586					
