Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Панкрушихинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10403	2606	1484	649	71	320	197	701	351	296	259	502	217	892	442	130	170	379	99	374	264									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8610	2000	1100	600	70	300	200	600	300	250	250	400	200	800	400	100	150	300	90	300	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3913	942	436	245	31	150	99	226	125	128	121	161	91	334	183	46	80	159	55	174	127									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	582	72	69	22	2	11	2	63	30	45	17	40	16	51	38	7	11	35	0	31	20									
6	Число погашенных избирательных бюллетеней	4115	986	595	333	37	139	99	311	145	77	112	199	93	415	179	47	59	106	35	95	53									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	582	72	69	22	2	11	2	63	30	45	17	40	16	51	38	7	11	35	0	31	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3910	939	436	245	31	150	99	226	125	128	121	161	91	334	183	46	80	159	55	174	127									
9	Число недействительных избирательных бюллетеней	130	29	14	10	1	4	3	11	6	6	9	3	3	13	8	0	1	4	0	3	2									
10	Число действительных избирательных бюллетеней	4362	982	491	257	32	157	98	278	149	167	129	198	104	372	213	53	90	190	55	202	145									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	95	20	12	5	3	3	4	5	3	3	3	5	3	3	2	3	3	4	3	5	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	44	19	9	0	1	0	3	1	0	1	0	2	0	2	1	0	0	1	0	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	4	5	1	0	1	2	3	3	0	2	3	0	1	3	1	2	0	3	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	51	1	3	5	2	3	1	4	3	2	3	3	3	1	1	3	3	3	3	1	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	34	8	5	2	0	2	1	1	0	1	0	3	3	3	3	0	1	1	0	0	0									
		0.76%	0.79%	0.99%	0.75%	0.00%	1.24%	0.99%	0.35%	0.00%	0.58%	0.00%	1.49%	2.80%	0.78%	1.36%	0.00%	1.10%	0.52%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	162	35	15	5	1	6	4	19	9	2	5	2	5	19	12	1	6	6	4	5	1									
		3.61%	3.46%	2.97%	1.87%	3.03%	3.73%	3.96%	6.57%	5.81%	1.16%	3.62%	0.99%	4.67%	4.94%	5.43%	1.89%	6.59%	3.09%	7.27%	2.44%	0.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	15	16	5	1	2	1	6	1	2	2	2	1	8	5	0	0	7	2	5	2									
