Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Манская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594					
1	"Число избирателей, внесенных в список"	13689	97	224	1545	145	104	311	1566	602	394	71	1517	1696	462	181	119	87	192	367	432	100	254	365	699	108	370	606	241	229	108	34	364	99					
2	Число полученных избирательных бюллетеней	13530	92	218	1511	151	100	315	1546	594	400	73	1490	1640	462	178	115	83	193	363	435	103	254	356	683	112	376	605	241	230	106	49	359	97					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7244	47	149	844	61	58	132	692	290	201	45	826	880	237	99	50	61	113	190	223	72	150	228	384	56	186	327	118	146	79	23	221	56					
5	"Число избирательных бюллетеней, выданных вне помещения"	856	12	5	55	20	28	26	47	38	21	0	39	75	39	17	43	10	30	52	41	9	23	22	26	19	26	40	27	19	0	11	26	10					
6	Число погашенных избирательных бюллетеней	5430	33	64	612	70	14	157	807	266	178	28	625	685	186	62	22	12	50	121	171	22	81	106	273	37	164	238	96	65	27	15	112	31					
7	Число избирательных бюллетеней в переносных ящиках	856	12	5	55	20	28	26	47	38	21	0	39	75	39	17	43	10	30	52	41	9	23	22	26	19	26	40	27	19	0	11	26	10					
8	Число бюллетеней в стационарных ящиках для голосования	7244	47	149	844	61	58	132	692	290	201	45	826	880	237	99	50	61	113	190	223	72	150	228	384	56	186	327	118	146	79	23	221	56					
9	Число недействительных избирательных бюллетеней	87	1	1	13	0	0	0	10	5	0	1	7	10	1	3	1	0	4	8	2	2	4	1	1	0	2	7	2	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	8013	58	153	886	81	86	158	729	323	222	44	858	945	275	113	92	71	139	234	262	79	169	249	409	75	210	360	143	165	79	34	247	65					
11	Число полученных открепительных  удостоверений	200	2	4	20	4	4	5	20	9	6	2	21	30	7	2	2	2	3	6	6	2	4	4	8	2	4	7	2	2	2	2	4	2					
12	Число выданных открепительных удостоверений	73	0	1	5	0	0	0	10	0	0	0	20	23	3	2	0	0	2	1	3	0	0	0	1	0	2	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	4	1	6	3	3	5	13	2	3	1	5	6	1	3	0	2	2	4	1	0	3	2	3	1	2	3	1	0	2	2	6	4					
14	Число неиспользованных открепительных удостоверений	127	2	3	15	4	4	5	10	9	6	2	1	7	4	0	2	2	1	5	3	2	4	4	7	2	2	7	2	2	2	2	4	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	996	8	23	107	11	22	11	96	25	12	8	129	144	24	6	17	12	7	15	32	1	22	17	44	2	12	64	19	31	12	2	61	0					
		12.30%	13.56%	14.94%	11.90%	13.58%	25.58%	6.96%	12.99%	7.62%	5.41%	17.78%	14.91%	15.08%	8.70%	5.17%	18.28%	16.90%	4.90%	6.20%	12.12%	1.23%	12.72%	6.80%	10.73%	2.67%	5.66%	17.44%	13.10%	18.79%	15.19%	5.88%	24.70%	0.00%					
19	. Малышкин Олег Александрович	174	1	1	37	2	0	2	20	6	3	1	19	15	4	2	0	1	1	6	5	4	1	4	7	4	1	13	4	2	3	0	2	3					
		2.15%	1.69%	0.65%	4.12%	2.47%	0.00%	1.27%	2.71%	1.83%	1.35%	2.22%	2.20%	1.57%	1.45%	1.72%	0.00%	1.41%	0.70%	2.48%	1.89%	4.94%	0.58%	1.60%	1.71%	5.33%	0.47%	3.54%	2.76%	1.21%	3.80%	0.00%	0.81%	4.55%					
20	. Миронов Сергей Михайлович	47	0	0	1	1	1	1	8	1	3	0	5	4	3	0	1	1	1	1	1	0	0	3	2	0	0	2	0	2	0	0	4	1					
