Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Нижнеломовская																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
1	"Число избирателей, внесенных в список"	36369	1988	2053	1995	1681	1898	1978	1834	1751	2062	2066	568	671	321	479	546	381	751	753	682	1127	888	712	111	50	64	291	380	208	341	435	1428	348	97	289	1091	67	208	49	1147	168	346	293	532	72	436	114	619					
2	Число полученных избирательных бюллетеней	36369	1952	2054	2004	1660	1889	1993	1825	1770	2080	2091	572	671	318	483	548	380	743	758	685	1128	871	700	109	49	64	292	379	206	344	424	1431	344	92	289	1108	67	209	49	1156	167	343	295	535	71	449	112	610					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20321	954	1052	1016	908	1035	1095	1039	775	1097	1137	298	290	184	243	358	226	385	560	413	728	631	399	76	42	50	143	214	102	206	250	1056	218	69	148	502	36	132	33	753	123	197	144	328	57	242	66	311					
5	"Число избирательных бюллетеней, выданных вне помещения"	3245	72	235	120	108	68	69	25	137	65	45	123	149	66	90	68	54	128	128	34	72	0	17	15	7	0	40	54	39	54	128	114	48	8	37	122	12	11	0	245	27	75	68	45	5	68	41	109					
6	Число погашенных избирательных бюллетеней	12803	926	767	868	644	786	829	761	858	918	909	151	232	68	150	122	100	230	70	238	328	240	284	18	0	14	109	111	65	84	46	261	78	15	104	484	19	66	16	158	17	71	83	162	9	139	5	190					
7	Число избирательных бюллетеней в переносных ящиках	3245	72	235	120	108	68	69	25	137	65	45	123	149	66	90	68	54	128	128	34	72	0	17	15	7	0	40	54	39	54	128	114	48	8	37	122	12	11	0	245	27	75	68	45	5	68	41	109					
8	Число бюллетеней в стационарных ящиках для голосования	20321	954	1052	1016	908	1035	1095	1039	775	1097	1137	298	290	184	243	358	226	385	560	413	728	631	399	76	42	50	143	214	102	206	250	1056	218	69	148	502	36	132	33	753	123	197	144	328	57	242	66	311					
9	Число недействительных избирательных бюллетеней	398	5	59	10	10	11	82	16	5	11	4	1	4	4	1	68	46	5	1	3	2	0	0	0	0	2	2	0	0	1	3	11	1	0	1	7	0	0	0	11	1	1	0	0	1	1	0	7					
10	Число действительных избирательных бюллетеней	23168	1021	1228	1126	1006	1092	1082	1048	907	1151	1178	420	435	246	332	358	234	508	687	444	798	631	416	91	49	48	181	268	141	259	375	1159	265	77	184	617	48	143	33	987	149	271	212	373	61	309	107	413					
11	Число полученных открепительных  удостоверений	450	20	30	20	20	20	20	20	10	20	20	10	10	5	10	5	5	10	10	10	10	10	10	5	5	5	5	5	5	5	5	10	5	5	5	10	5	5	5	10	5	5	10	5	5	5	5	5					
12	Число выданных открепительных удостоверений	176	8	27	9	7	16	12	7	8	6	18	4	1	0	5	3	1	1	4	2	0	1	0	0	0	0	4	3	0	5	0	1	0	1	0	8	0	0	0	3	0	0	6	2	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	3	3	8	6	6	2	3	3	5	1	3	2	1	1	4	1	1	1	1	1	0	0	0	1	0	2	4	1	0	5	2	2	5	2	3	1	3	0	2	1	1	3	1	1	2	0	4					
14	Число неиспользованных открепительных удостоверений	274	12	3	11	13	4	8	13	2	14	2	6	9	5	5	2	4	9	6	8	10	9	10	5	5	5	1	2	5	0	5	9	5	4	5	2	5	5	5	7	5	5	4	3	5	2	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	703	28	36	26	41	48	55	32	39	36	65	11	11	1	7	8	1	6	6	21	10	20	12	2	0	0	6	12	2	11	9	22	0	0	3	30	1	2	0	28	4	10	2	8	6	8	4	13					
		2.98%	2.73%	2.80%	2.29%	4.04%	4.35%	4.73%	3.01%	4.28%	3.10%	5.50%	2.61%	2.51%	0.40%	2.10%	1.88%	0.36%	1.17%	0.87%	4.70%	1.25%	3.17%	2.88%	2.20%	0.00%	0.00%	3.28%	4.48%	1.42%	4.23%	2.38%	1.88%	0.00%	0.00%	1.62%	4.81%	2.08%	1.40%	0.00%	2.81%	2.67%	3.68%	0.94%	2.14%	9.68%	2.58%	3.74%	3.10%					
19	. Малышкин Олег Александрович	456	27	35	18	16	17	30	15	11	22	25	3	11	4	0	4	4	7	5	9	17	13	9	0	2	0	3	15	6	3	9	23	10	2	5	12	1	1	0	7	7	4	18	4	1	10	1	10					
