Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Цимлянская районная																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №2646	УИК №2647					
1	"Число избирателей, внесенных в списки избирателей"	29327	1640	1967	1977	1633	1845	1791	1502	1177	2590	1722	663	401	1393	508	397	789	444	156	209	751	178	396	713	236	911	346	643	1412	551	386					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26430	1500	1700	1700	1500	1600	1600	1350	1060	2350	1550	600	360	1260	460	350	710	400	130	190	720	160	360	630	220	850	320	580	1370	500	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15586	928	1045	1072	831	922	947	728	647	1289	996	282	236	779	255	282	455	261	92	84	488	128	206	414	167	470	190	319	554	273	246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2129	144	107	78	67	120	55	108	87	126	116	46	38	91	31	11	42	48	10	30	53	22	62	108	18	129	30	36	267	43	6					
6	Число погашенных избирательных бюллетеней	8715	428	548	550	602	558	598	514	326	935	438	272	86	390	174	57	213	91	28	76	179	10	92	108	35	251	100	225	549	184	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2128	144	107	78	67	120	55	108	87	126	116	46	38	90	31	11	42	48	10	30	53	22	62	108	18	129	30	36	267	43	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15585	928	1045	1072	831	922	947	728	647	1289	996	282	236	778	255	282	455	261	92	84	488	128	206	414	167	470	190	319	554	273	246					
9	Число недействительных избирательных бюллетеней	147	6	9	7	3	5	10	4	5	10	6	6	3	12	4	3	3	1	1	0	5	0	7	4	3	5	5	12	3	2	3					
10	Число действительных избирательных бюллетеней	17566	1066	1143	1143	895	1037	992	832	729	1405	1106	322	271	856	282	290	494	308	101	114	536	150	261	518	182	594	215	343	818	314	249					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	486	30	25	25	25	25	25	25	25	25	20	10	10	20	10	10	10	10	5	5	26	5	10	10	5	30	5	10	25	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	296	27	16	16	21	17	5	8	9	22	16	2	7	6	3	4	3	0	0	5	26	5	10	10	5	30	5	5	6	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	132	8	11	9	6	6	4	3	2	15	7	1	3	3	8	1	1	4	5	5	7	2	3	3	2	3	3	2	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	190	3	9	9	4	8	20	17	16	3	4	8	3	14	7	6	7	10	5	0	0	0	0	0	0	0	0	5	19	10	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	376	30	31	9	9	18	15	15	10	25	13	8	4	23	8	7	22	3	1	2	21	8	5	17	2	24	5	6	27	5	3					
		2.12%	2.80%	2.69%	0.78%	1.00%	1.73%	1.50%	1.79%	1.36%	1.77%	1.17%	2.44%	1.46%	2.65%	2.80%	2.39%	4.43%	0.97%	0.98%	1.75%	3.88%	5.33%	1.87%	3.26%	1.08%	4.01%	2.27%	1.69%	3.29%	1.58%	1.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	9	8	1	6	4	8	1	1	8	1	1	0	2	0	0	2	1	1	0	1	0	0	3	0	2	0	0	5	0	4					
		0.39%	0.84%	0.69%	0.09%	0.67%	0.38%	0.80%	0.12%	0.14%	0.57%	0.09%	0.30%	0.00%	0.23%	0.00%	0.00%	0.40%	0.32%	0.98%	0.00%	0.18%	0.00%	0.00%	0.57%	0.00%	0.33%	0.00%	0.00%	0.61%	0.00%	1.59%					
20	3.Политическая партия «Демократическая партия России»	24	2	4	1	1	1	0	1	1	2	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	2	1	2	0					
		0.14%	0.19%	0.35%	0.09%	0.11%	0.10%	0.00%	0.12%	0.14%	0.14%	0.09%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.38%	0.00%	0.00%	0.00%	0.56%	0.12%	0.63%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2127	206	193	66	124	109	146	106	74	207	112	34	35	92	35	28	29	22	14	14	79	35	56	45	13	48	15	30	84	30	46					
		12.01%	19.22%	16.75%	5.74%	13.81%	10.46%	14.57%	12.68%	10.08%	14.63%	10.07%	10.37%	12.77%	10.60%	12.24%	9.56%	5.84%	7.12%	13.73%	12.28%	14.60%	23.33%	20.90%	8.62%	7.03%	8.01%	6.82%	8.45%	10.23%	9.49%	18.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	48	7	6	3	8	5	4	2	0	0	1	0	0	1	2	2	1	0	0	0	2	0	0	1	0	1	2	0	0	0	0					
		0.27%	0.65%	0.52%	0.26%	0.89%	0.48%	0.40%	0.24%	0.00%	0.00%	0.09%	0.00%	0.00%	0.12%	0.70%	0.68%	0.20%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.19%	0.00%	0.17%	0.91%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	39	6	0	0	6	2	3	4	1	4	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	4	0	1	3	0	0					
		0.22%	0.56%	0.00%	0.00%	0.67%	0.19%	0.30%	0.48%	0.14%	0.28%	0.09%	0.00%	0.00%	0.12%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.19%	0.00%	0.67%	0.00%	0.28%	0.37%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1519	92	107	80	70	145	119	63	45	128	67	35	17	66	26	35	49	19	11	16	44	18	20	24	14	61	19	34	46	19	30					
		8.58%	8.58%	9.29%	6.96%	7.80%	13.92%	11.88%	7.54%	6.13%	9.05%	6.03%	10.67%	6.20%	7.60%	9.09%	11.95%	9.86%	6.15%	10.78%	14.04%	8.13%	12.00%	7.46%	4.60%	7.57%	10.18%	8.64%	9.58%	5.60%	6.01%	11.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1446	109	133	112	109	113	130	107	38	133	91	11	4	39	20	21	27	7	5	10	24	5	12	22	4	40	7	19	46	28	20					
		8.16%	10.17%	11.55%	9.74%	12.14%	10.84%	12.97%	12.80%	5.18%	9.40%	8.18%	3.35%	1.46%	4.49%	6.99%	7.17%	5.43%	2.27%	4.90%	8.77%	4.44%	3.33%	4.48%	4.21%	2.16%	6.68%	3.18%	5.35%	5.60%	8.86%	7.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	5	17	1	3	4	6	4	3	8	11	3	1	5	3	1	0	0	0	0	3	0	0	2	0	5	0	5	7	1	0					
		0.55%	0.47%	1.48%	0.09%	0.33%	0.38%	0.60%	0.48%	0.41%	0.57%	0.99%	0.91%	0.36%	0.58%	1.05%	0.34%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.38%	0.00%	0.83%	0.00%	1.41%	0.85%	0.32%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11720	590	635	862	549	626	554	525	556	881	806	227	208	625	182	195	363	256	69	71	359	83	166	399	149	406	164	245	598	227	144					
		66.17%	55.04%	55.12%	74.96%	61.14%	60.08%	55.29%	62.80%	75.75%	62.26%	72.48%	69.21%	75.91%	72.00%	63.64%	66.55%	73.04%	82.85%	67.65%	62.28%	66.36%	55.33%	61.94%	76.44%	80.54%	67.78%	74.55%	69.01%	72.84%	71.84%	57.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	100	10	9	8	10	10	7	4	0	9	2	3	2	2	3	1	1	0	0	1	2	1	1	2	0	3	3	1	1	2	2					
		0.56%	0.93%	0.78%	0.70%	1.11%	0.96%	0.70%	0.48%	0.00%	0.64%	0.18%	0.91%	0.73%	0.23%	1.05%	0.34%	0.20%	0.00%	0.00%	0.88%	0.37%	0.67%	0.37%	0.38%	0.00%	0.50%	1.36%	0.28%	0.12%	0.63%	0.79%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
