Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Вешкаймская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в список избирателей"	16156	1407	1486	1877	1192	120	994	303	577	261	1176	798	284	949	465	804	218	352	390	512	696	251	144	118	403	379					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15440	1280	1430	1800	1150	105	980	280	550	250	1150	780	270	920	440	780	200	345	380	490	650	230	135	100	380	365					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9178	795	872	1072	611	82	618	205	316	203	631	453	144	545	210	472	129	205	197	289	425	131	82	63	218	210					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1227	100	39	61	83	6	109	35	74	3	101	72	38	79	45	61	18	27	21	28	52	31	13	22	52	57					
6	Число погашенных избирательных бюллетеней	5035	385	519	667	456	17	253	40	160	44	418	255	88	296	185	247	53	113	162	173	173	68	40	15	110	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1227	100	39	61	83	6	109	35	74	3	101	72	38	79	45	61	18	27	21	28	52	31	13	22	52	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9178	795	872	1072	611	82	618	205	316	203	631	453	144	545	210	472	129	205	197	289	425	131	82	63	218	210					
9	Число недействительных избирательных бюллетеней	125	10	12	9	14	1	16	2	7	4	9	5	1	7	1	5	5	4	1	1	5	0	0	0	3	3					
10	Число действительных избирательных бюллетеней	10280	885	899	1124	680	87	711	238	383	202	723	520	181	617	254	528	142	228	217	316	472	162	95	85	267	264					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	983	35	35	35	25	10	213	60	120	20	40	30	10	50	15	35	15	15	20	20	55	20	15	10	50	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	878	28	17	28	18	10	207	60	120	20	40	26	7	50	7	26	8	13	20	16	46	13	15	7	46	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	220	53	20	22	7	6	10	7	5	1	8	8	1	9	8	7	6	2	1	3	8	4	6	6	7	5					
14	Число погашенных неиспользованных открепительных удостоверений	105	7	18	7	7	0	6	0	0	0	0	4	3	0	8	9	7	2	0	4	9	7	0	3	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	3	0	1	0	0	3	2	1	0	1	2	0	0	0	1	0	0	0	0	2	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1484	133	114	162	78	15	99	31	61	24	123	60	14	116	36	95	17	29	37	70	64	26	13	5	27	35					
		14.26%	14.86%	12.51%	14.30%	11.24%	17.05%	13.62%	12.92%	15.64%	11.65%	16.80%	11.43%	7.69%	18.59%	14.12%	17.82%	11.56%	12.50%	16.97%	22.08%	13.42%	16.05%	13.68%	5.88%	10.00%	13.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1139	93	103	132	101	12	92	40	44	34	54	29	25	66	28	59	14	16	27	33	42	15	7	11	37	25					
		10.95%	10.39%	11.31%	11.65%	14.55%	13.64%	12.65%	16.67%	11.28%	16.50%	7.38%	5.52%	13.74%	10.58%	10.98%	11.07%	9.52%	6.90%	12.39%	10.41%	8.81%	9.26%	7.37%	12.94%	13.70%	9.36%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	5	12	12	6	1	4	0	2	3	0	1	2	3	3	4	4	2	1	4	3	2	0	0	0	1					
		0.72%	0.56%	1.32%	1.06%	0.86%	1.14%	0.55%	0.00%	0.51%	1.46%	0.00%	0.19%	1.10%	0.48%	1.18%	0.75%	2.72%	0.86%	0.46%	1.26%	0.63%	1.23%	0.00%	0.00%	0.00%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2042	232	213	245	163	6	129	52	83	27	162	85	54	93	51	50	19	38	57	78	78	28	16	6	33	44					
		19.63%	25.92%	23.38%	21.62%	23.49%	6.82%	17.74%	21.67%	21.28%	13.11%	22.13%	16.19%	29.67%	14.90%	20.00%	9.38%	12.93%	16.38%	26.15%	24.61%	16.35%	17.28%	16.84%	7.06%	12.22%	16.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	8	9	14	5	1	3	4	9	1	5	9	3	7	0	0	1	1	1	5	4	0	0	0	5	2					
		0.93%	0.89%	0.99%	1.24%	0.72%	1.14%	0.41%	1.67%	2.31%	0.49%	0.68%	1.71%	1.65%	1.12%	0.00%	0.00%	0.68%	0.43%	0.46%	1.58%	0.84%	0.00%	0.00%	0.00%	1.85%	0.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5423	413	444	557	327	52	382	110	184	111	379	335	83	331	136	320	85	140	94	126	281	91	58	63	165	156					
		52.12%	46.15%	48.74%	49.16%	47.12%	59.09%	52.54%	45.83%	47.18%	53.88%	51.78%	63.81%	45.60%	53.04%	53.33%	60.04%	57.82%	60.34%	43.12%	39.75%	58.91%	56.17%	61.05%	74.12%	61.11%	58.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	1	4	2	0	0	2	1	0	2	0	1	0	1	0	0	2	2	0	0	0	0	1	0	0	1					
		0.19%	0.11%	0.44%	0.18%	0.00%	0.00%	0.28%	0.42%	0.00%	0.97%	0.00%	0.19%	0.00%	0.16%	0.00%	0.00%	1.36%	0.86%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.37%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
