Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Палласовская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243					
1	"Число избирателей, внесенных в список избирателей"	31468	1327	1132	1140	1266	962	1636	1450	1137	1948	260	270	77	1107	1181	118	420	229	1527	386	407	1049	1257	238	124	1584	90	84	1175	107	120	218	735	124	1334	853	865	565	305	1072	1106	189	185	109					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31700	1325	1175	1045	1185	970	1565	1340	1125	1895	260	305	70	1160	1270	125	445	240	1595	405	420	1040	1285	250	135	1600	105	95	1235	130	120	225	790	125	1385	860	850	600	365	1055	1035	210	180	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14689	568	549	515	613	403	564	665	529	948	133	151	65	468	580	74	263	137	727	166	149	407	499	118	83	824	56	40	600	55	64	53	372	58	526	424	438	248	180	550	571	80	103	73					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3266	113	134	154	75	79	122	149	151	104	30	31	3	101	170	11	24	17	65	45	59	154	144	39	17	99	10	18	56	25	27	75	64	27	326	75	103	45	41	125	95	35	24	5					
6	Число погашенных избирательных бюллетеней	13745	644	492	376	497	488	879	526	445	843	97	123	2	591	520	40	158	86	803	194	212	479	642	93	35	677	39	37	579	50	29	97	354	40	533	361	309	307	144	380	369	95	53	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3266	113	134	154	75	79	122	149	151	104	30	31	3	101	170	11	24	17	65	45	59	154	144	39	17	99	10	18	56	25	27	75	64	27	326	75	103	45	41	125	95	35	24	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14688	568	549	515	612	403	564	665	529	948	133	151	65	468	580	74	263	137	727	166	149	407	499	118	83	824	56	40	600	55	64	53	372	58	526	424	438	248	180	550	571	80	103	73					
9	Число недействительных избирательных бюллетеней	232	7	7	2	10	4	10	7	7	21	1	0	0	4	7	0	2	3	12	5	4	13	7	1	1	13	1	0	6	2	0	0	6	0	12	12	13	0	3	12	14	1	1	1					
10	Число действительных избирательных бюллетеней	17722	674	676	667	677	478	676	807	673	1031	162	182	68	565	743	85	285	151	780	206	204	548	636	156	99	910	65	58	650	78	91	128	430	85	840	487	528	293	218	663	652	114	126	77					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	646	12	20	13	14	6	8	13	8	50	0	0	1	40	85	0	25	8	24	1	2	12	15	5	0	20	18	10	22	6	6	0	19	1	51	10	28	11	39	23	20	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	610	11	17	13	12	6	7	13	5	35	0	0	1	40	85	0	25	6	24	1	2	12	12	2	0	20	16	10	22	6	6	0	19	1	51	10	27	11	39	23	20	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	5	1	13	9	9	5	10	6	8	3	0	1	0	0	1	3	3	9	1	0	4	2	1	1	0	0	0	2	1	0	1	2	0	6	3	4	2	1	5	40	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	36	1	3	0	2	0	1	0	3	15	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	1	1	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	11	0	4	5	5	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3154	129	135	129	166	123	152	197	132	223	30	21	16	123	135	23	46	17	155	41	32	68	108	9	6	175	7	5	89	22	2	16	26	6	148	62	62	52	13	108	111	17	13	4					
		17.57%	18.94%	19.77%	19.28%	24.16%	25.52%	22.16%	24.20%	19.41%	21.20%	18.40%	11.54%	23.53%	21.62%	18.00%	27.06%	16.03%	11.04%	19.57%	19.43%	15.38%	12.12%	16.80%	5.73%	6.00%	18.96%	10.61%	8.62%	13.57%	27.50%	2.20%	12.50%	5.96%	7.06%	17.37%	12.42%	11.46%	17.75%	5.88%	16.00%	16.67%	14.78%	10.24%	5.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1413	66	62	65	75	49	57	104	74	97	3	4	2	41	63	6	12	20	90	5	19	28	29	7	0	85	2	1	50	1	3	10	11	2	58	40	49	9	11	48	49	1	2	3					
		7.87%	9.69%	9.08%	9.72%	10.92%	10.17%	8.31%	12.78%	10.88%	9.22%	1.84%	2.20%	2.94%	7.21%	8.40%	7.06%	4.18%	12.99%	11.36%	2.37%	9.13%	4.99%	4.51%	4.46%	0.00%	9.21%	3.03%	1.72%	7.62%	1.25%	3.30%	7.81%	2.52%	2.35%	6.81%	8.02%	9.06%	3.07%	4.98%	7.11%	7.36%	0.87%	1.57%	3.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	119	5	9	5	3	4	2	4	6	7	1	2	0	5	3	0	1	0	4	1	2	8	2	3	1	7	0	0	4	0	0	1	0	1	4	1	5	1	1	4	9	0	3	0					
		0.66%	0.73%	1.32%	0.75%	0.44%	0.83%	0.29%	0.49%	0.88%	0.67%	0.61%	1.10%	0.00%	0.88%	0.40%	0.00%	0.35%	0.00%	0.51%	0.47%	0.96%	1.43%	0.31%	1.91%	1.00%	0.76%	0.00%	0.00%	0.61%	0.00%	0.00%	0.78%	0.00%	1.18%	0.47%	0.20%	0.92%	0.34%	0.45%	0.59%	1.35%	0.00%	2.36%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3852	134	195	139	188	82	135	144	159	228	32	30	1	142	234	10	62	33	151	50	31	111	153	36	10	172	13	15	199	14	8	30	70	14	139	89	104	61	46	151	181	12	19	25					
		21.45%	19.68%	28.55%	20.78%	27.37%	17.01%	19.68%	17.69%	23.38%	21.67%	19.63%	16.48%	1.47%	24.96%	31.20%	11.76%	21.60%	21.43%	19.07%	23.70%	14.90%	19.79%	23.79%	22.93%	10.00%	18.63%	19.70%	25.86%	30.34%	17.50%	8.79%	23.44%	16.06%	16.47%	16.31%	17.84%	19.22%	20.82%	20.81%	22.37%	27.18%	10.43%	14.96%	32.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	167	9	11	6	11	7	5	14	18	11	0	2	0	4	8	0	1	0	5	2	4	3	3	0	1	10	0	0	6	0	0	1	1	1	1	1	5	1	1	5	9	0	0	0					
		0.93%	1.32%	1.61%	0.90%	1.60%	1.45%	0.73%	1.72%	2.65%	1.05%	0.00%	1.10%	0.00%	0.70%	1.07%	0.00%	0.35%	0.00%	0.63%	0.95%	1.92%	0.53%	0.47%	0.00%	1.00%	1.08%	0.00%	0.00%	0.91%	0.00%	0.00%	0.78%	0.23%	1.18%	0.12%	0.20%	0.92%	0.34%	0.45%	0.74%	1.35%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8972	330	263	321	234	209	322	343	282	462	94	122	49	250	300	46	161	79	368	107	115	329	339	99	81	460	43	37	302	41	77	70	322	61	489	294	302	169	146	344	293	83	89	45					
		49.97%	48.46%	38.51%	47.98%	34.06%	43.36%	46.94%	42.14%	41.47%	43.92%	57.67%	67.03%	72.06%	43.94%	40.00%	54.12%	56.10%	51.30%	46.46%	50.71%	55.29%	58.65%	52.72%	63.06%	81.00%	49.84%	65.15%	63.79%	46.04%	51.25%	84.62%	54.69%	73.85%	71.76%	57.39%	58.92%	55.82%	57.68%	66.06%	50.96%	43.99%	72.17%	70.08%	57.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	1	1	2	0	4	3	1	2	3	2	1	0	0	0	0	2	2	7	0	1	1	2	2	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	1	0	0					
		0.25%	0.15%	0.15%	0.30%	0.00%	0.83%	0.44%	0.12%	0.29%	0.29%	1.23%	0.55%	0.00%	0.00%	0.00%	0.00%	0.70%	1.30%	0.88%	0.00%	0.48%	0.18%	0.31%	1.27%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.12%	0.00%	0.18%	0.00%	0.00%	0.44%	0.00%	0.87%	0.00%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
