Выборы Президента Российской Федерации																																												
Дата голосования: 04.03.2012																																												
																																												
Наименование Избирательной комиссии:    Волгоград, Ворошиловская																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	33																																										
																																												
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333									
1	Число избирателей, включенных в список избирателей	62400	1528	1613	1495	2180	1971	1393	2152	1056	1717	1887	1138	1320	1424	1886	1217	2030	2578	2245	2477	2153	2499	2592	2612	2255	1365	1336	1645	1969	2229	1695	2550	1646	2547									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	62650	1500	1700	1750	1950	1950	1450	2300	1150	1300	1850	1100	1350	1450	1800	1750	2000	2500	2300	2600	2200	2600	2700	2700	2200	1350	1200	1600	1800	2100	1550	2550	1650	2700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	34978	743	1104	1303	1337	1147	810	1116	843	1031	1181	585	702	816	1093	1169	1260	1501	1342	1441	1220	1251	1485	1445	1256	609	537	644	747	1002	684	1253	841	1480									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3509	102	248	52	55	60	17	89	80	132	66	206	145	45	77	48	52	49	115	32	146	362	35	55	70	31	127	39	489	106	83	97	85	114									
6	Число погашенных избирательных бюллетеней	24163	655	348	395	558	743	623	1095	227	137	603	309	503	589	630	533	688	950	843	1127	834	987	1180	1200	874	710	536	917	564	992	783	1200	724	1106									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3509	102	248	52	55	60	17	89	80	132	66	206	145	45	77	48	52	49	115	32	146	362	35	55	70	31	127	39	489	106	83	97	85	114									
8	Число бюллетеней в стационарных ящиках для голосования	34963	743	1104	1303	1337	1147	810	1116	843	1028	1179	585	702	816	1093	1169	1260	1501	1342	1439	1220	1251	1485	1439	1256	609	537	644	747	1002	682	1253	841	1480									
9	Число недействительных избирательных бюллетеней	446	7	14	11	15	19	18	14	9	13	12	12	51	9	17	12	15	15	14	26	20	16	22	4	8	8	5	13	12	3	4	12	6	10									
10	Число действительных избирательных бюллетеней	38026	838	1338	1344	1377	1188	809	1191	914	1147	1233	779	796	852	1153	1205	1297	1535	1443	1445	1346	1597	1498	1490	1318	632	659	670	1224	1105	761	1338	920	1584									
11	Число полученных открепительных  удостоверений	1726	41	44	60	31	55	45	40	45	35	40	40	50	60	70	55	65	73	57	85	77	75	71	60	55	40	47	50	35	41	43	51	35	55									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1693	41	44	60	31	55	45	40	45	29	40	39	47	56	70	53	65	73	57	85	77	69	71	60	55	32	47	50	35	41	41	51	34	55									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1854	67	80	123	87	56	27	25	59	130	75	44	41	31	102	86	107	30	63	41	52	82	35	69	57	17	66	18	13	40	10	44	40	37									
14	Число неиспользованных открепительных удостоверений	33	0	0	0	0	0	0	0	0	6	0	1	3	4	0	2	0	0	0	0	0	6	0	0	0	8	0	0	0	0	2	0	1	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	174	7	10	5	7	2	3	4	3	3	2	7	3	2	5	2	3	7	5	5	5	7	4	6	3	2	6	4	12	12	5	4	8	11									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
