Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Усть-Куломская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №681									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22593	191	680	442	300	383	406	1403	216	347	2163	2107	897	227	1292	524	205	1648	580	573	239	315	377	396	320	940	762	472	502	523	189	1730	406	202	347	246	43									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17600	180	500	350	250	370	350	1000	170	300	1550	1550	700	200	1000	500	170	1250	450	450	200	250	300	310	250	700	600	400	400	400	150	1300	330	150	270	200	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	857	0	0	0	0	45	0	0	0	0	0	14	0	0	17	134	12	87	0	0	76	49	0	0	0	0	113	58	70	32	0	138	12	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8554	114	242	190	156	157	183	541	122	145	817	943	323	100	527	152	67	492	183	249	72	87	177	147	110	370	155	162	151	207	87	512	197	108	164	106	39									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1306	18	102	40	14	59	30	36	17	24	51	44	77	4	50	73	12	191	41	30	3	21	47	57	24	35	37	19	9	20	11	62	23	11	4	6	4									
6	Число погашенных избирательных бюллетеней	6883	48	156	120	80	109	137	423	31	131	682	549	300	96	406	141	79	480	226	171	49	93	76	106	116	295	295	161	170	141	52	588	98	31	102	88	57									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2163	18	102	40	14	104	30	36	17	24	51	58	77	4	67	207	24	278	41	30	79	70	47	57	24	35	150	77	79	52	11	200	35	11	4	6	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8529	114	242	190	156	157	183	541	121	145	817	921	323	100	527	152	67	492	183	249	72	87	177	147	110	370	154	162	151	207	87	512	197	107	164	106	39									
9	Число недействительных избирательных бюллетеней	333	5	4	10	11	6	5	20	10	4	28	29	16	5	19	11	2	19	10	10	1	1	7	9	0	16	15	14	7	2	7	13	5	1	7	1	3									
10	Число действительных избирательных бюллетеней	10359	127	340	220	159	255	208	557	128	165	840	950	384	99	575	348	89	751	214	269	150	156	217	195	134	389	289	225	223	257	91	699	227	117	161	111	40									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	775	26	20	12	10	35	13	42	6	10	75	72	28	6	40	37	5	52	20	15	5	10	11	10	10	30	25	15	15	15	5	55	22	5	10	8	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	514	26	11	7	3	35	13	6	4	10	18	26	14	6	17	37	0	52	14	8	1	6	11	10	10	19	14	13	15	15	1	55	21	5	10	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	133	6	3	8	0	1	0	6	3	4	6	13	7	1	10	2	4	4	2	3	1	2	3	0	1	9	4	0	4	3	2	7	3	6	1	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	261	0	9	5	7	0	0	36	2	0	57	46	14	0	23	0	5	0	6	7	4	4	0	0	0	11	11	2	0	0	4	0	1	0	0	7	0									
