Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Ачинская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №2315	УИК №2340	УИК №2341									
1	"Число избирателей, включенных в список избирателей"	12220	244	768	212	492	165	108	995	633	305	112	1937	284	1048	1365	334	621	787	191	1151	73	113	193	89									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12380	250	800	250	600	200	150	1000	650	350	100	1800	350	1100	1300	300	700	800	200	1000	100	100	200	80									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7349	188	507	142	331	122	58	552	354	213	75	1118	130	561	839	189	365	447	68	781	50	78	130	51									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	456	8	14	23	13	6	17	23	30	11	16	40	27	67	14	25	52	21	16	17	8	0	8	0									
6	Число погашенных избирательных бюллетеней	4575	54	279	85	256	72	75	425	266	126	9	642	193	472	447	86	283	332	116	202	42	22	62	29									
7	Число избирательных бюллетеней в переносных ящиках для голосования	456	8	14	23	13	6	17	23	30	11	16	40	27	67	14	25	52	21	16	17	8	0	8	0									
8	Число бюллетеней в стационарных ящиках для голосования	7349	188	507	142	331	122	58	552	354	213	75	1118	130	561	839	189	365	447	68	781	50	78	130	51									
9	Число недействительных избирательных бюллетеней	114	3	8	0	8	0	0	9	7	5	2	19	2	7	6	0	7	6	2	16	0	3	3	1									
