Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
"Наименование Избирательной комиссии:    Уфа, Демская"																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в список избирателей"	44395	560	1958	1399	2176	2305	1643	1772	2034	2065	2238	1814	2226	2051	2114	2235	2713	2713	2187	2108	2273	2188	296	1327					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40300	650	1650	1300	1950	2100	1500	1650	1850	2000	2000	1650	1950	1850	1900	2000	2450	2450	2050	1950	1950	1950	300	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30688	225	1495	654	1447	1689	1249	1384	1585	1175	1551	1317	1294	1637	1620	1124	1811	1670	1852	1371	1524	1660	296	1058					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1510	193	65	24	53	110	14	69	88	152	109	69	20	20	52	17	96	43	121	73	27	84	0	11					
6	Число погашенных избирательных бюллетеней	8102	232	90	622	450	301	237	197	177	673	340	264	636	193	228	859	543	737	77	506	399	206	4	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1510	193	65	24	53	110	14	69	88	152	109	69	20	20	52	17	96	43	121	73	27	84	0	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30687	225	1495	654	1447	1689	1248	1384	1585	1175	1551	1317	1294	1637	1620	1124	1811	1670	1852	1371	1524	1660	296	1058					
9	Число недействительных избирательных бюллетеней	206	2	0	11	8	1	1	7	12	28	0	7	14	0	17	24	15	23	1	15	8	3	2	7					
10	Число действительных избирательных бюллетеней	31991	416	1560	667	1492	1798	1261	1446	1661	1299	1660	1379	1300	1657	1655	1117	1892	1690	1972	1429	1543	1741	294	1062					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1540	15	70	55	80	70	60	65	80	60	89	62	70	60	89	80	60	85	90	80	80	60	0	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1344	15	63	48	72	70	43	65	70	56	70	46	65	51	81	75	48	78	90	70	59	45	0	64					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	790	14	92	17	64	42	18	11	26	41	54	23	15	11	21	38	15	18	10	20	24	59	120	37					
14	Число погашенных неиспользованных открепительных удостоверений	196	0	7	7	8	0	17	0	10	4	19	16	5	9	8	5	12	7	0	10	21	15	0	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	0	0	1	0	2	0	0	1	1	0	1	0	0	0	1	0	2	1	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2187	34	113	80	49	212	54	81	93	180	178	75	110	93	63	152	93	166	65	88	38	37	14	119					
		6.79%	8.13%	7.24%	11.80%	3.27%	11.78%	4.28%	5.57%	5.56%	13.56%	10.72%	5.41%	8.37%	5.61%	3.77%	13.32%	4.88%	9.69%	3.29%	6.09%	2.45%	2.12%	4.73%	11.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2561	65	182	100	69	105	44	97	142	140	199	65	132	108	85	200	191	236	94	72	29	96	22	88					
		7.95%	15.55%	11.67%	14.75%	4.60%	5.84%	3.49%	6.68%	8.49%	10.55%	11.99%	4.69%	10.05%	6.52%	5.08%	17.53%	10.02%	13.78%	4.76%	4.99%	1.87%	5.50%	7.43%	8.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	1	2	9	3	6	0	3	5	13	9	6	7	0	1	9	4	23	10	6	11	8	0	16					
		0.47%	0.24%	0.13%	1.33%	0.20%	0.33%	0.00%	0.21%	0.30%	0.98%	0.54%	0.43%	0.53%	0.00%	0.06%	0.79%	0.21%	1.34%	0.51%	0.42%	0.71%	0.46%	0.00%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5168	66	213	139	270	238	262	169	266	303	349	111	245	149	245	315	308	364	171	216	307	200	24	238					
		16.05%	15.79%	13.65%	20.50%	18.00%	13.23%	20.76%	11.63%	15.90%	22.83%	21.02%	8.01%	18.65%	8.99%	14.65%	27.61%	16.15%	21.25%	8.67%	14.96%	19.79%	11.47%	8.11%	22.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	536	12	26	19	18	4	3	7	5	38	55	28	31	0	8	25	46	58	11	34	12	39	4	53					
		1.66%	2.87%	1.67%	2.80%	1.20%	0.22%	0.24%	0.48%	0.30%	2.86%	3.31%	2.02%	2.36%	0.00%	0.48%	2.19%	2.41%	3.39%	0.56%	2.35%	0.77%	2.24%	1.35%	4.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21279	235	1019	316	1080	1230	898	1083	1147	620	867	1090	769	1307	1243	409	1249	837	1617	1007	1137	1353	230	536					
		66.09%	56.22%	65.32%	46.61%	72.00%	68.37%	71.16%	74.54%	68.56%	46.72%	52.23%	78.64%	58.52%	78.88%	74.34%	35.85%	65.50%	48.86%	81.96%	69.74%	73.31%	77.58%	77.70%	50.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	108	3	5	4	3	3	0	6	3	5	3	4	6	0	10	7	1	6	4	6	9	8	0	12					
		0.34%	0.72%	0.32%	0.59%	0.20%	0.17%	0.00%	0.41%	0.18%	0.38%	0.18%	0.29%	0.46%	0.00%	0.60%	0.61%	0.05%	0.35%	0.20%	0.42%	0.58%	0.46%	0.00%	1.12%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
