Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Ржевская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884					
1	"Число избирателей, внесенных в списки"	11015	307	220	166	244	328	208	101	132	236	396	162	773	232	433	247	434	185	957	191	1213	480	321	303	375	221	323	350	476	187	431	383					
2	"Число бюллетеней, полученных участковыми комиссиями"	10858	306	218	163	242	327	208	101	128	236	379	165	763	225	408	249	432	183	955	188	1169	479	315	301	367	217	324	343	468	190	425	384					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5681	146	115	126	94	113	104	79	55	130	216	52	415	118	230	130	235	92	586	89	602	219	197	130	155	130	154	186	285	129	225	144					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2064	85	75	21	96	142	56	17	46	69	93	64	56	34	88	53	72	34	52	34	84	96	70	94	68	37	83	86	89	27	56	87					
6	Число погашенных бюллетеней	3113	75	28	16	52	72	48	5	27	37	70	49	292	73	90	66	125	57	317	65	483	164	48	77	144	50	87	71	94	34	144	153					
7	Число бюллетеней в переносных ящиках для голосования	2064	85	75	21	96	142	56	17	46	69	93	64	56	34	88	53	72	34	52	34	84	96	70	94	68	37	83	86	89	27	56	87					
8	Число бюллетеней в стационарных ящиках для голосования	5681	146	115	126	94	113	104	79	55	130	216	52	415	118	230	130	235	92	586	89	602	219	197	130	155	130	154	186	285	129	225	144					
9	Число недействительных бюллетеней	77	1	0	1	0	2	2	0	2	2	5	0	4	4	3	0	0	0	12	3	7	8	3	2	5	2	1	1	0	1	4	2					
10	Число действительных бюллетеней	7668	230	190	146	190	253	158	96	99	197	304	116	467	148	315	183	307	126	626	120	679	307	264	222	218	165	236	271	374	155	277	229					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	176	5	5	5	5	5	5	5	5	5	5	5	10	5	5	6	5	5	10	5	15	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	48	1	2	2	0	0	0	1	0	0	1	1	2	0	2	4	2	0	6	0	11	0	2	0	2	0	1	4	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	57	1	0	1	0	1	0	1	1	1	4	1	1	3	7	2	1	0	1	4	8	2	0	1	4	3	0	3	4	2	0	0					
14	Число погашенных открепительных удостоверений	128	4	3	3	5	5	5	4	5	5	4	4	8	5	3	2	3	5	4	5	4	5	3	5	3	5	4	1	4	3	4	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	169	5	3	7	4	3	4	3	2	4	7	2	3	3	5	1	13	4	10	3	12	2	6	12	9	9	6	5	8	5	6	3					
		2.18%	2.16%	1.57%	4.76%	2.10%	1.17%	2.5%	3.12%	1.98%	2.01%	2.26%	1.72%	0.63%	1.97%	1.57%	0.54%	4.23%	3.17%	1.56%	2.43%	1.74%	0.63%	2.24%	5.35%	4.03%	5.38%	2.53%	1.83%	2.13%	3.20%	2.13%	1.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	101	1	1	1	2	1	3	1	2	4	2	0	2	1	9	2	6	0	13	2	11	4	4	6	3	2	3	2	2	4	6	1					
		1.30%	0.43%	0.52%	0.68%	1.05%	0.39%	1.87%	1.04%	1.98%	2.01%	0.64%	0.0%	0.42%	0.65%	2.83%	1.09%	1.95%	0.0%	2.03%	1.62%	1.60%	1.26%	1.49%	2.67%	1.34%	1.19%	1.26%	0.73%	0.53%	2.56%	2.13%	0.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	181	6	7	2	4	7	1	1	5	5	2	5	9	2	9	3	3	3	15	4	14	11	7	8	6	2	6	11	11	3	8	1					
		2.33%	2.59%	3.68%	1.36%	2.10%	2.74%	0.62%	1.04%	4.95%	2.51%	0.64%	4.31%	1.91%	1.31%	2.83%	1.63%	0.97%	2.38%	2.35%	3.25%	2.04%	3.49%	2.62%	3.57%	2.69%	1.19%	2.53%	4.04%	2.94%	1.92%	2.84%	0.43%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	126	12	5	0	1	5	0	0	1	1	3	4	5	2	10	2	2	0	19	1	21	7	2	1	1	1	3	7	5	3	1	1					
		1.62%	5.19%	2.63%	0.0%	0.52%	1.96%	0.0%	0.0%	0.99%	0.50%	0.97%	3.44%	1.06%	1.31%	3.14%	1.09%	0.65%	0.0%	2.97%	0.81%	3.06%	2.22%	0.74%	0.44%	0.44%	0.59%	1.26%	2.57%	1.33%	1.92%	0.35%	0.43%					
22	"5. ""За Русь Святую"""	52	0	1	2	1	0	0	0	0	0	4	2	1	0	5	1	2	1	7	0	1	1	2	1	4	1	1	9	4	1	0	0					
		0.67%	0.0%	0.52%	1.36%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	1.72%	0.21%	0.0%	1.57%	0.54%	0.65%	0.79%	1.09%	0.0%	0.14%	0.31%	0.74%	0.44%	1.79%	0.59%	0.42%	3.30%	1.06%	0.64%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	36	3	1	3	0	2	0	0	0	1	0	0	4	2	2	0	0	1	2	0	2	0	1	3	1	0	0	3	1	1	1	2					
		0.46%	1.29%	0.52%	2.04%	0.0%	0.78%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.84%	1.31%	0.62%	0.0%	0.0%	0.79%	0.31%	0.0%	0.29%	0.0%	0.37%	1.33%	0.44%	0.0%	0.0%	1.10%	0.26%	0.64%	0.35%	0.86%					
24	"7. ""Новый курс - Автомобильная Россия"""	51	4	0	1	0	3	0	0	2	1	1	0	0	0	2	1	3	0	6	0	7	2	3	1	2	1	3	2	3	0	3	0					
		0.65%	1.73%	0.0%	0.68%	0.0%	1.17%	0.0%	0.0%	1.98%	0.50%	0.32%	0.0%	0.0%	0.0%	0.62%	0.54%	0.97%	0.0%	0.94%	0.0%	1.02%	0.63%	1.12%	0.44%	0.89%	0.59%	1.26%	0.73%	0.80%	0.0%	1.06%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	1	1	0	0	2	2	2	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	2	0	1	0					
		0.21%	0.0%	0.0%	0.0%	0.52%	0.39%	0.0%	0.0%	1.98%	1.00%	0.64%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.15%	0.0%	0.14%	0.31%	0.0%	0.0%	0.0%	0.0%	0.42%	0.36%	0.53%	0.0%	0.35%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	1	1	1	4	0	0	0	0	0	2	0	2	1	1	1	2	0	1	0	5	1	2	2	2	2	2	0	0	1	1	0					
		0.45%	0.43%	0.52%	0.68%	2.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.42%	0.65%	0.31%	0.54%	0.65%	0.0%	0.15%	0.0%	0.72%	0.31%	0.74%	0.89%	0.89%	1.19%	0.84%	0.0%	0.0%	0.64%	0.35%	0.0%					
27	"10. ""Аграрная партия России"""	1102	40	18	9	23	22	17	8	9	37	56	14	92	13	30	41	68	26	42	5	29	27	20	13	17	57	62	45	152	52	45	13					
		14.22%	17.31%	9.47%	6.12%	12.10%	8.62%	10.62%	8.33%	8.91%	18.59%	18.12%	12.06%	19.53%	8.55%	9.43%	22.40%	22.14%	20.63%	6.58%	4.06%	4.22%	8.57%	7.49%	5.80%	7.62%	34.13%	26.16%	16.54%	40.64%	33.33%	16.01%	5.62%					
28	"11. ""Истинные патриоты России"""	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	0	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.44%	0.0%	0.0%	0.0%	1.10%	0.0%	0.64%	0.0%	0.43%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	90	1	5	3	0	0	1	0	0	2	1	1	9	3	7	1	3	3	11	5	11	1	1	7	1	0	1	1	5	2	4	0					
		1.16%	0.43%	2.63%	2.04%	0.0%	0.0%	0.62%	0.0%	0.0%	1.00%	0.32%	0.86%	1.91%	1.97%	2.20%	0.54%	0.97%	2.38%	1.72%	4.06%	1.60%	0.31%	0.37%	3.12%	0.44%	0.0%	0.42%	0.36%	1.33%	1.28%	1.42%	0.0%					
30	"13. ""Демократическая партия России"""	20	0	1	1	0	1	0	0	0	0	2	0	2	2	0	0	1	0	3	1	2	0	0	0	1	1	0	1	0	0	0	1					
		0.25%	0.0%	0.52%	0.68%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.42%	1.31%	0.0%	0.0%	0.32%	0.0%	0.47%	0.81%	0.29%	0.0%	0.0%	0.0%	0.44%	0.59%	0.0%	0.36%	0.0%	0.0%	0.0%	0.43%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	0	0	1	0	1	0	1	0	0	0	0	2	0	3	0	0	1	0	1	1	1	0	2	1	1	0	0	0	0	0	1					
		0.21%	0.0%	0.0%	0.68%	0.0%	0.39%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.94%	0.0%	0.0%	0.79%	0.0%	0.81%	0.14%	0.31%	0.0%	0.89%	0.44%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%					
32	"15. ""Партия СЛОН"""	14	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	3	1	0	0	1	0	1	0	1	0	1	0					
		0.18%	0.0%	0.52%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.32%	0.0%	0.0%	0.0%	0.43%	0.31%	0.0%	0.0%	0.44%	0.0%	0.42%	0.0%	0.26%	0.0%	0.35%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	419	15	1	18	10	7	14	5	4	5	20	5	23	2	18	4	11	5	64	11	44	17	8	21	12	9	8	8	10	4	25	11					
		5.40%	6.49%	0.52%	12.24%	5.26%	2.74%	8.75%	5.20%	3.96%	2.51%	6.47%	4.31%	4.88%	1.31%	5.66%	2.18%	3.58%	3.96%	10.03%	8.94%	6.41%	5.39%	2.99%	9.37%	5.38%	5.38%	3.37%	2.94%	2.67%	2.56%	8.89%	4.76%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	0	0	0	1	3	1	0	1	0	3	0	3	0	5	0	0	2	4	0	3	0	1	1	0	0	1	6	2	2	0	1					
		0.51%	0.0%	0.0%	0.0%	0.52%	1.17%	0.62%	0.0%	0.99%	0.0%	0.97%	0.0%	0.63%	0.0%	1.57%	0.0%	0.0%	1.58%	0.62%	0.0%	0.43%	0.0%	0.37%	0.44%	0.0%	0.0%	0.42%	2.20%	0.53%	1.28%	0.0%	0.43%					
35	"18. ""ЛДПР"""	867	20	25	12	24	48	17	9	11	24	30	2	65	13	34	17	26	11	70	10	109	61	37	10	34	8	25	30	24	17	22	22					
		11.19%	8.65%	13.15%	8.16%	12.63%	18.82%	10.62%	9.37%	10.89%	12.06%	9.70%	1.72%	13.80%	8.55%	10.69%	9.28%	8.46%	8.73%	10.97%	8.13%	15.88%	19.36%	13.85%	4.46%	15.24%	4.79%	10.54%	11.02%	6.41%	10.89%	7.82%	9.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	159	7	8	1	4	13	4	5	0	0	4	4	11	2	7	2	10	1	11	1	20	6	3	2	3	3	4	11	3	0	2	7					
