Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Радищевская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
1	"Число избирателей, внесенных в список избирателей"	10412	1053	792	931	997	477	451	39	342	128	293	525	83	265	245	82	114	1218	629	213	558	122	238	232	223	66	96					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10457	1000	800	900	1000	500	500	45	350	136	300	500	87	250	250	86	122	1200	650	200	550	137	250	250	200	73	121					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7043	682	474	615	627	336	346	23	249	89	198	262	63	205	204	59	87	909	390	146	360	91	179	179	142	50	78					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1045	69	74	71	56	69	80	6	30	6	37	55	7	22	9	10	7	91	122	20	60	6	30	44	52	4	8					
6	Число погашенных избирательных бюллетеней	2369	249	252	214	317	95	74	16	71	41	65	183	17	23	37	17	28	200	138	34	130	40	41	27	6	19	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1045	69	74	71	56	69	80	6	30	6	37	55	7	22	9	10	7	91	122	20	60	6	30	44	52	4	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7043	682	474	615	627	336	346	23	249	89	198	262	63	205	204	59	87	909	390	146	360	91	179	179	142	50	78					
9	Число недействительных избирательных бюллетеней	103	8	4	13	11	3	4	0	1	0	0	2	1	3	1	0	2	19	10	1	7	1	5	4	2	0	1					
10	Число действительных избирательных бюллетеней	7985	743	544	673	672	402	422	29	278	95	235	315	69	224	212	69	92	981	502	165	413	96	204	219	192	54	85					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1263	80	60	50	85	65	115	5	65	10	40	80	5	30	40	5	5	133	70	20	100	20	40	80	30	5	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1080	56	45	50	85	65	115	5	65	10	34	29	5	15	40	5	5	133	70	20	68	20	40	40	30	5	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	17	6	20	15	9	6	2	4	3	4	6	0	7	4	2	2	11	8	2	9	9	3	1	6	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	183	24	15	0	0	0	0	0	0	0	6	51	0	15	0	0	0	0	0	0	32	0	0	40	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	10	3	13	4	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1697	229	123	197	178	82	113	4	76	14	78	35	7	23	22	2	36	127	144	23	56	9	25	36	31	9	18					
		20.98%	30.49%	22.45%	28.72%	26.06%	20.25%	26.53%	13.79%	27.24%	14.74%	33.19%	11.04%	10.00%	10.13%	10.33%	2.90%	38.30%	12.70%	28.13%	13.86%	13.33%	9.28%	11.96%	16.14%	15.98%	16.67%	20.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1207	90	83	89	119	48	48	1	20	17	49	54	8	32	26	10	12	230	74	29	61	12	28	25	22	8	12					
		14.92%	11.98%	15.15%	12.97%	17.42%	11.85%	11.27%	3.45%	7.17%	17.89%	20.85%	17.03%	11.43%	14.10%	12.21%	14.49%	12.77%	23.00%	14.45%	17.47%	14.52%	12.37%	13.40%	11.21%	11.34%	14.81%	13.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	3	1	6	7	3	2	0	3	1	5	1	0	0	2	0	3	4	5	1	0	1	2	2	2	0	1					
		0.68%	0.40%	0.18%	0.87%	1.02%	0.74%	0.47%	0.00%	1.08%	1.05%	2.13%	0.32%	0.00%	0.00%	0.94%	0.00%	3.19%	0.40%	0.98%	0.60%	0.00%	1.03%	0.96%	0.90%	1.03%	0.00%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1186	109	100	106	85	69	48	3	68	10	37	33	18	32	26	10	10	131	90	42	52	19	12	22	35	9	10					
		14.66%	14.51%	18.25%	15.45%	12.45%	17.04%	11.27%	10.34%	24.37%	10.53%	15.74%	10.41%	25.71%	14.10%	12.21%	14.49%	10.64%	13.10%	17.58%	25.30%	12.38%	19.59%	5.74%	9.87%	18.04%	16.67%	11.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	14	6	4	6	4	1	0	0	0	0	6	0	1	1	0	0	12	6	0	1	1	1	0	2	0	0					
		0.82%	1.86%	1.09%	0.58%	0.88%	0.99%	0.23%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.44%	0.47%	0.00%	0.00%	1.20%	1.17%	0.00%	0.24%	1.03%	0.48%	0.00%	1.03%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3751	294	227	269	276	196	209	21	109	53	66	186	36	135	135	47	31	477	182	70	238	53	136	134	99	28	44					
		46.38%	39.15%	41.42%	39.21%	40.41%	48.40%	49.06%	72.41%	39.07%	55.79%	28.09%	58.68%	51.43%	59.47%	63.38%	68.12%	32.98%	47.70%	35.55%	42.17%	56.67%	54.64%	65.07%	60.09%	51.03%	51.85%	51.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	4	4	2	1	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	5	1	0	0	1	0	0					
		0.28%	0.53%	0.73%	0.29%	0.15%	0.00%	0.23%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	1.19%	1.03%	0.00%	0.00%	0.52%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
