Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Ухоловская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975					
1	"Число избирателей, внесенных в списки"	9336	305	287	203	306	338	119	116	374	178	303	92	217	351	582	375	86	154	284	168	1432	3066					
2	"Число бюллетеней, полученных участковыми комиссиями"	9281	308	283	203	303	310	123	118	375	169	304	91	214	351	578	378	88	155	281	169	1447	3033					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5397	200	189	126	185	202	73	69	181	120	198	63	140	218	309	186	77	93	196	107	791	1674					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	913	27	51	36	59	51	23	12	53	19	26	17	23	50	149	92	5	19	29	21	37	114					
6	Число погашенных бюллетеней	2971	81	43	41	59	57	27	37	141	30	80	11	51	83	120	100	6	43	56	41	619	1245					
7	Число бюллетеней в переносных ящиках для голосования	912	27	51	36	59	51	23	12	52	19	26	17	23	50	149	92	5	19	29	21	37	114					
8	Число бюллетеней в стационарных ящиках для голосования	5395	200	189	126	185	202	73	69	181	120	198	63	140	218	308	186	77	93	196	107	790	1674					
9	Число недействительных бюллетеней	137	4	4	9	6	5	0	0	10	7	2	0	5	4	10	7	1	5	3	6	14	35					
10	Число действительных бюллетеней	6170	223	236	153	238	248	96	81	223	132	222	80	158	264	447	271	81	107	222	122	813	1753					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	145	6	6	5	6	6	3	3	6	5	5	3	5	5	10	5	3	5	10	3	15	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	1	0	3	1	0	1	0	1	0	2	0	0	3	0	1	0	0	0	2	12	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	0	5	1	1	3	0	1	1	2	1	0	1	1	4	1	0	2	1	2	2	5					
14	Число погашенных открепительных удостоверений	101	5	6	2	5	6	2	3	5	5	3	3	5	2	10	4	3	5	10	1	3	13					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
