Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Сарпинская 																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181					
1	"Число избирателей, внесенных в списки"	10575	565	758	405	88	279	948	1630	2072	1559	481	137	147	522	810	174					
2	"Число бюллетеней, полученных участковыми комиссиями"	10625	559	758	385	89	302	953	1643	2092	1585	477	138	137	534	802	171					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5945	317	404	287	87	161	512	917	1104	777	219	81	81	305	572	121					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	552	66	38	20	1	22	54	38	53	68	42	11	34	27	61	17					
6	Число погашенных бюллетеней	4128	176	316	78	1	119	387	688	935	740	216	46	22	202	169	33					
7	Число бюллетеней в переносных ящиках для голосования	552	66	38	20	1	22	54	38	53	68	42	11	34	27	61	17					
8	Число бюллетеней в стационарных ящиках для голосования	5945	317	404	287	87	161	512	917	1104	777	219	81	81	305	572	121					
9	Число недействительных бюллетеней	220	17	22	25	0	8	22	16	15	47	8	4	0	8	26	2					
10	Число действительных бюллетеней	6277	366	420	282	88	175	544	939	1142	798	253	88	115	324	607	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	15	8	8	8	8	8	10	20	15	10	5	5	15	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	7	1	0	0	2	3	6	5	4	4	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	6	2	3	2	1	0	8	5	0	1	0	0	3	3	3					
14	Число погашенных открепительных удостоверений	115	8	7	8	8	6	5	4	15	11	6	5	5	12	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	52	9	7	2	0	3	4	0	5	3	3	2	0	3	8	3					
		0.80%	2.34%	1.58%	0.65%	0.0%	1.63%	0.70%	0.0%	0.43%	0.35%	1.14%	2.17%	0.0%	0.90%	1.26%	2.17%					
