Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Кумертауская городская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935					
1	"Число избирателей, внесенных в списки"	53032	2113	2727	2957	2409	2214	2183	2452	934	1439	2152	1069	1208	2628	2358	2576	1747	1518	1299	2223	2603	2816	2648	2630	1565	1488	898	178					
2	"Число бюллетеней, полученных участковыми комиссиями"	50940	1730	2510	2760	2350	2110	2040	2300	850	1320	1980	990	1060	2490	2350	2350	2650	1460	1200	2100	2420	2650	2510	2510	1430	1780	790	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36155	1469	1844	1955	1671	1421	1495	1673	634	923	1384	697	704	1663	1595	1647	1721	1031	872	1573	1764	1903	1702	1644	947	1454	591	178					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1144	41	50	42	25	38	70	45	38	77	54	12	73	60	42	77	26	26	34	25	34	26	22	35	86	34	52	0					
6	Число погашенных бюллетеней	13646	220	613	764	654	651	476	582	178	320	542	281	283	767	713	626	903	403	294	502	624	721	786	831	397	292	148	75					
7	Число бюллетеней в переносных ящиках для голосования	1144	41	50	42	25	38	70	45	38	77	54	12	73	60	42	77	26	26	34	25	34	26	22	35	86	34	52	0					
8	Число бюллетеней в стационарных ящиках для голосования	36121	1468	1841	1955	1667	1421	1496	1669	634	923	1379	694	704	1652	1595	1647	1721	1031	871	1573	1764	1903	1702	1644	947	1454	591	175					
9	Число недействительных бюллетеней	676	43	24	32	18	27	26	30	17	17	17	14	19	24	20	68	34	14	23	32	30	14	25	17	25	34	27	5					
10	Число действительных бюллетеней	36589	1466	1867	1965	1674	1432	1540	1684	655	983	1416	692	758	1688	1617	1656	1713	1043	882	1566	1768	1915	1699	1662	1008	1454	616	170					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1093	35	55	55	45	45	35	45	30	30	40	40	40	45	45	45	45	30	30	43	50	50	45	50	40	50	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	936	35	55	55	45	42	25	32	13	22	40	21	28	41	45	45	45	29	24	43	50	49	42	49	37	16	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	589	204	14	10	13	8	28	2	6	12	6	13	5	14	16	14	9	9	16	10	16	12	18	12	8	10	10	94					
14	Число погашенных открепительных удостоверений	157	0	0	0	0	3	10	13	17	8	0	19	12	4	0	0	0	1	6	0	0	1	3	1	3	34	22	0					
15	Число открепительных удостоверений выданных ТИК	7	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0					
16	Число утраченных бюллетеней	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3					
																																		
18	"1. ""ЕДИНЕНИЕ"""	582	17	33	47	27	21	16	21	6	11	28	13	18	26	21	20	28	17	6	18	45	28	32	20	12	23	18	10					
