Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Ставропольская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430					
1	"Число избирателей, внесенных в список"	34284	1627	641	755	1807	201	549	1009	283	1691	1800	1572	1138	374	1087	556	1231	631	425	211	1127	294	2472	709	1724	829	526	1020	235	1013	210	264	386	1284	2649	1954					
2	Число полученных избирательных бюллетеней	34000	1620	650	740	1800	200	540	1000	280	1690	1820	1570	1130	360	1090	550	1230	620	420	210	1120	280	2460	720	1660	820	520	985	235	1000	210	260	380	1260	2640	1930					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23512	798	466	576	1205	156	377	749	204	1398	1297	1117	827	244	769	434	860	490	287	191	810	247	1301	578	944	530	359	647	178	743	181	214	278	838	1841	1378					
5	"Число избирательных бюллетеней, выданных вне помещения"	1334	103	29	18	26	20	54	0	0	19	70	25	50	13	58	0	88	13	51	4	47	9	85	0	91	24	44	118	17	14	6	0	28	101	26	83					
6	Число погашенных избирательных бюллетеней	9154	719	155	146	569	24	109	251	76	273	453	428	253	103	263	116	282	117	82	15	263	24	1074	142	625	266	117	220	40	243	23	46	74	321	773	469					
7	Число избирательных бюллетеней в переносных ящиках	1334	103	29	18	26	20	54	0	0	19	70	25	50	13	58	0	88	13	51	4	47	9	85	0	91	24	44	118	17	14	6	0	28	101	26	83					
8	Число бюллетеней в стационарных ящиках для голосования	23509	798	466	576	1203	156	377	749	204	1398	1297	1116	827	244	769	434	860	490	287	191	810	247	1301	578	944	530	359	647	178	743	181	214	278	838	1841	1378					
9	Число недействительных избирательных бюллетеней	399	6	8	7	25	0	3	7	3	45	20	9	11	2	12	10	25	6	7	8	20	1	36	8	23	0	5	5	5	10	0	2	0	10	18	42					
10	Число действительных избирательных бюллетеней	24444	895	487	587	1204	176	428	742	201	1372	1347	1132	866	255	815	424	923	497	331	187	837	255	1350	570	1012	554	398	760	190	747	187	212	306	929	1849	1419					
11	Число полученных открепительных  удостоверений	640	30	10	15	30	10	10	20	10	25	35	20	20	10	20	10	20	10	10	10	15	10	40	20	30	15	10	15	10	20	10	10	10	25	40	35					
12	Число выданных открепительных удостоверений	90	6	4	3	3	0	0	0	0	0	7	1	7	2	2	1	3	1	2	0	6	1	11	2	4	0	1	7	1	1	0	0	0	6	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	286	2	3	13	5	6	3	14	1	4	8	7	23	2	4	10	4	11	3	1	8	11	12	7	6	2	13	10	1	8	0	4	1	13	23	43					
14	Число неиспользованных открепительных удостоверений	550	24	6	12	27	10	10	20	10	25	28	19	13	8	18	9	17	9	8	10	9	9	29	18	26	15	9	8	9	19	10	10	10	19	35	32					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	803	30	6	20	52	5	12	44	7	18	41	36	13	3	23	11	29	12	10	4	26	3	81	20	33	12	14	10	10	21	7	5	2	42	53	88					
		3.23%	3.33%	1.21%	3.37%	4.23%	2.84%	2.78%	5.87%	3.43%	1.27%	3.00%	3.16%	1.48%	1.17%	2.78%	2.53%	3.06%	2.39%	2.96%	2.05%	3.03%	1.17%	5.84%	3.46%	3.19%	2.17%	3.47%	1.31%	5.13%	2.77%	3.74%	2.34%	0.65%	4.47%	2.84%	6.02%					
19	. Малышкин Олег Александрович	676	37	15	16	45	7	7	26	1	25	43	17	17	3	17	16	18	11	14	8	30	1	28	12	35	13	7	16	4	19	6	9	14	32	49	58					
		2.72%	4.11%	3.03%	2.69%	3.66%	3.98%	1.62%	3.47%	0.49%	1.76%	3.15%	1.49%	1.94%	1.17%	2.06%	3.69%	1.90%	2.19%	4.14%	4.10%	3.50%	0.39%	2.02%	2.08%	3.38%	2.35%	1.74%	2.09%	2.05%	2.51%	3.21%	4.21%	4.58%	3.41%	2.62%	3.97%					
20	. Миронов Сергей Михайлович	167	5	1	5	6	0	3	3	2	8	10	10	4	3	13	6	0	4	3	4	4	0	7	4	4	0	1	3	2	5	0	4	3	13	7	20					
		0.67%	0.55%	0.20%	0.84%	0.49%	0.00%	0.70%	0.40%	0.98%	0.56%	0.73%	0.88%	0.46%	1.17%	1.57%	1.38%	0.00%	0.80%	0.89%	2.05%	0.47%	0.00%	0.51%	0.69%	0.39%	0.00%	0.25%	0.39%	1.03%	0.66%	0.00%	1.87%	0.98%	1.38%	0.37%	1.37%					
21	. Путин Владимир Владимирович	17673	602	375	470	924	144	324	388	147	1070	1038	915	685	176	501	226	662	388	248	142	566	236	961	429	743	436	283	583	122	555	120	153	200	695	1182	984					
		71.14%	66.81%	75.76%	79.12%	75.18%	81.82%	75.17%	51.80%	72.06%	75.51%	75.93%	80.19%	78.11%	68.48%	60.58%	52.07%	69.83%	77.14%	73.37%	72.82%	66.04%	92.19%	69.34%	74.22%	71.79%	78.70%	70.22%	76.21%	62.56%	73.32%	64.17%	71.50%	65.36%	74.01%	63.31%	67.35%					
22	. Хакамада Ирина Муцуовна	530	11	7	7	21	3	7	16	0	11	31	18	15	8	20	6	24	0	8	0	28	0	63	15	35	18	11	10	9	5	3	5	9	15	35	56					
		2.13%	1.22%	1.41%	1.18%	1.71%	1.70%	1.62%	2.14%	0.00%	0.78%	2.27%	1.58%	1.71%	3.11%	2.42%	1.38%	2.53%	0.00%	2.37%	0.00%	3.27%	0.00%	4.55%	2.60%	3.38%	3.25%	2.73%	1.31%	4.62%	0.66%	1.60%	2.34%	2.94%	1.60%	1.87%	3.83%					
23	. Харитонов Николай Михайлович	4015	182	64	65	126	14	65	255	41	210	152	123	120	61	234	140	170	71	44	27	159	10	165	70	140	61	79	128	26	130	50	36	67	108	467	155					
		16.16%	20.20%	12.93%	10.94%	10.25%	7.95%	15.08%	34.05%	20.10%	14.82%	11.12%	10.78%	13.68%	23.74%	28.30%	32.26%	17.93%	14.12%	13.02%	13.85%	18.55%	3.91%	11.90%	12.11%	13.53%	11.01%	19.60%	16.73%	13.33%	17.17%	26.74%	16.82%	21.90%	11.50%	25.01%	10.61%					
																																										
24	Против всех	580	28	19	4	30	3	10	10	3	30	32	13	12	1	7	19	20	11	4	2	24	5	45	20	22	14	3	10	17	12	1	0	11	24	56	58					
		2.33%	3.11%	3.84%	0.67%	2.44%	1.70%	2.32%	1.34%	1.47%	2.12%	2.34%	1.14%	1.37%	0.39%	0.85%	4.38%	2.11%	2.19%	1.18%	1.03%	2.80%	1.95%	3.25%	3.46%	2.13%	2.53%	0.74%	1.31%	8.72%	1.59%	0.53%	0.00%	3.59%	2.56%	3.00%	3.97%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
