Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Шуйская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354					
1	"Число избирателей, внесенных в списки избирателей"	49235	2596	1506	1432	1131	1073	723	2595	1576	2139	1301	1409	1353	2406	1125	1007	1353	1636	1205	2329	1672	2331	2156	2183	2290	2429	2464	1175	2640					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49951	2650	1550	1450	1150	1030	750	2650	1600	2250	1300	1400	1350	2400	1150	1000	1400	1700	1200	2350	1550	2400	2200	2250	2350	2450	2500	1200	2721					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26560	1255	801	703	622	578	337	1206	823	1012	771	767	677	1328	653	562	732	804	688	1247	1052	1253	1282	1281	1229	1379	1445	646	1427					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1951	100	68	116	58	27	41	122	45	174	31	38	62	108	44	31	56	65	27	126	116	60	100	76	67	20	35	56	82					
6	Число погашенных избирательных бюллетеней	21440	1295	681	631	470	425	372	1322	732	1064	498	595	611	964	453	407	612	831	485	977	382	1087	818	893	1054	1051	1020	498	1212					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1951	100	68	116	58	27	41	122	45	174	31	38	62	108	44	31	56	65	27	126	116	60	100	76	67	20	35	56	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26531	1255	801	702	622	578	337	1206	822	1011	771	767	677	1324	653	562	730	802	686	1246	1047	1253	1279	1278	1227	1379	1445	646	1425					
9	Число недействительных избирательных бюллетеней	238	9	5	4	2	5	0	9	3	14	6	5	9	8	4	9	6	5	7	16	10	11	26	14	9	7	23	0	12					
10	Число действительных избирательных бюллетеней	28244	1346	864	814	678	600	378	1319	864	1171	796	800	730	1424	693	584	780	862	706	1356	1153	1302	1353	1340	1285	1392	1457	702	1495					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	822	25	20	20	20	20	10	20	20	15	20	20	11	30	20	17	20	20	20	30	50	26	35	30	50	48	165	20	20					
