Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Шуйская городская																																				
																																				
Сводная таблица предварительных итогов голосования																																				
																																				
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
1	"Число избирателей, внесенных в список избирателей"	46973	2522	1422	1310	1059	986	728	2421	1614	2182	1215	1263	1276	2137	1064	1451	1265	1467	1194	1663	1365	1920	2386	1925	2167	2328	2457	1158	2612	416					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45150	2500	1300	1300	1000	1000	700	2300	1500	2100	1100	1200	1200	2000	1000	1400	1200	1400	1100	1600	1300	1900	2300	1900	2200	2300	2400	1100	2500	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23992	1018	684	573	523	491	260	1087	799	1018	667	541	591	1293	551	725	677	657	715	778	906	1084	1347	1035	1077	1323	1576	601	1133	262					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2646	147	168	95	119	34	64	146	150	304	48	54	55	128	53	53	82	33	58	103	37	61	82	95	84	51	47	67	140	88					
6	Число погашенных избирательных бюллетеней	18512	1335	448	632	358	475	376	1067	551	778	385	605	554	579	396	622	441	710	327	719	357	755	871	770	1039	926	777	432	1227	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2646	147	168	95	119	34	64	146	150	304	48	54	55	128	53	53	82	33	58	103	37	61	82	95	84	51	47	67	140	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23960	1017	684	573	523	491	260	1087	788	1017	667	540	591	1291	551	724	674	657	715	778	906	1084	1347	1035	1075	1323	1567	601	1132	262					
9	Число недействительных избирательных бюллетеней	413	7	12	7	11	7	3	21	12	19	16	11	13	19	7	9	7	10	4	13	10	24	9	25	17	69	15	3	29	4					
10	Число действительных избирательных бюллетеней	26193	1157	840	661	631	518	321	1212	926	1302	699	583	633	1400	597	768	749	680	769	868	933	1121	1420	1105	1142	1305	1599	665	1243	346					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	732	31	20	15	15	10	4	23	10	25	25	20	13	53	15	20	17	26	14	25	25	18	33	26	49	45	91	30	34	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	727	30	20	15	15	10	4	23	10	25	25	18	13	53	15	20	17	26	14	25	25	18	33	26	49	44	91	30	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	681	15	17	13	12	5	3	28	22	26	20	19	19	44	11	7	24	10	13	14	26	24	15	36	49	28	133	17	14	17					
14	Число погашенных неиспользованных открепительных удостоверений	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	3	2	4	4	3	0	9	0	5	3	4	2	8	4	0	3	4	1	9	4	4	1	3	4	9	22	4	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3194	134	91	109	128	49	58	138	89	110	82	47	78	185	92	76	99	82	89	118	93	130	186	155	167	162	160	81	177	29					
		12.00%	11.51%	10.68%	16.32%	19.94%	9.33%	17.90%	11.19%	9.49%	8.33%	11.47%	7.91%	12.07%	13.04%	15.23%	9.78%	13.10%	11.88%	11.51%	13.39%	9.86%	11.35%	13.02%	13.72%	14.41%	11.79%	9.91%	12.13%	13.92%	8.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3835	174	117	81	84	84	47	179	124	156	121	99	89	195	93	102	121	107	95	108	189	151	188	141	153	232	208	117	225	55					
		14.41%	14.95%	13.73%	12.13%	13.08%	16.00%	14.51%	14.52%	13.22%	11.81%	16.92%	16.67%	13.78%	13.74%	15.40%	13.13%	16.01%	15.51%	12.29%	12.26%	20.04%	13.19%	13.16%	12.48%	13.20%	16.89%	12.89%	17.51%	17.69%	15.71%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	296	13	6	9	5	3	3	15	15	9	11	10	4	12	5	3	8	10	4	5	13	10	25	13	13	20	28	9	11	4					
		1.11%	1.12%	0.70%	1.35%	0.78%	0.57%	0.93%	1.22%	1.60%	0.68%	1.54%	1.68%	0.62%	0.85%	0.83%	0.39%	1.06%	1.45%	0.52%	0.57%	1.38%	0.87%	1.75%	1.15%	1.12%	1.46%	1.73%	1.35%	0.86%	1.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7874	347	195	187	183	193	75	334	220	277	235	199	208	418	182	327	234	232	248	304	262	345	517	351	423	390	399	183	331	75					
		29.59%	29.81%	22.89%	27.99%	28.50%	36.76%	23.15%	27.09%	23.45%	20.97%	32.87%	33.50%	32.20%	29.46%	30.13%	42.08%	30.95%	33.62%	32.08%	34.51%	27.78%	30.13%	36.18%	31.06%	36.50%	28.38%	24.72%	27.40%	26.02%	21.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	774	25	9	21	21	11	12	31	12	23	12	24	16	46	21	28	37	35	29	35	16	25	66	37	45	43	46	18	23	7					
		2.91%	2.15%	1.06%	3.14%	3.27%	2.10%	3.70%	2.51%	1.28%	1.74%	1.68%	4.04%	2.48%	3.24%	3.48%	3.60%	4.89%	5.07%	3.75%	3.97%	1.70%	2.18%	4.62%	3.27%	3.88%	3.13%	2.85%	2.69%	1.81%	2.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10041	460	420	250	204	174	124	508	462	718	232	199	236	534	201	229	243	210	299	293	352	455	426	396	335	445	742	253	468	173					
		37.74%	39.52%	49.30%	37.43%	31.78%	33.14%	38.27%	41.20%	49.25%	54.35%	32.45%	33.50%	36.53%	37.63%	33.28%	29.47%	32.14%	30.43%	38.68%	33.26%	37.33%	39.74%	29.81%	35.04%	28.90%	32.39%	45.97%	37.87%	36.79%	49.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	179	4	2	4	6	4	2	7	4	9	6	5	2	10	3	3	7	4	5	5	8	5	12	12	6	13	16	4	8	3					
		0.67%	0.34%	0.23%	0.60%	0.93%	0.76%	0.62%	0.57%	0.43%	0.68%	0.84%	0.84%	0.31%	0.70%	0.50%	0.39%	0.93%	0.58%	0.65%	0.57%	0.85%	0.44%	0.84%	1.06%	0.52%	0.95%	0.99%	0.60%	0.63%	0.86%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
