Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Первомайская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1342	УИК №1343	УИК №1344	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19789	101	545	282	392	178	551	163	454	352	143	187	865	67	64	745	144	257	127	500	99	89	228	104	927	588	2340	1205	1927	1813	377	254	146	77	128	270	370	517	401	464	289	600	459									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20957	105	605	303	490	200	570	171	535	375	152	195	945	68	67	795	163	260	146	590	100	97	240	105	930	650	2365	1230	1917	1816	394	260	159	91	132	315	381	600	403	470	289	718	560									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8525	69	267	162	174	143	270	118	228	173	70	60	363	34	44	370	71	108	88	240	62	50	121	83	296	287	726	492	697	595	169	90	65	46	60	143	180	257	165	223	187	215	264									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	809	3	10	11	49	0	19	1	35	34	12	3	61	0	0	40	14	11	6	54	0	10	5	4	25	40	30	7	15	40	17	11	7	0	4	11	16	30	10	47	9	62	46									
6	Число погашенных избирательных бюллетеней	11623	33	328	130	267	57	281	52	272	168	70	132	521	34	23	385	78	141	52	296	38	37	114	18	609	323	1609	731	1205	1181	208	159	87	45	68	161	185	313	228	200	93	441	250									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	809	3	10	11	49	0	19	1	35	34	12	3	61	0	0	40	14	11	6	54	0	10	5	4	25	40	30	7	15	40	17	11	7	0	4	11	16	30	10	47	9	62	46									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8525	69	267	162	174	143	270	118	228	173	70	60	363	34	44	370	71	108	88	240	62	50	121	83	296	287	726	492	697	595	169	90	65	46	60	143	180	257	165	223	187	215	264									
9	Число недействительных избирательных бюллетеней	172	0	8	0	7	1	1	1	4	8	0	0	9	0	0	16	1	6	0	1	0	1	6	0	3	6	16	3	11	26	0	2	0	0	1	0	1	9	0	7	5	3	9									
10	Число действительных избирательных бюллетеней	9162	72	269	173	216	142	288	118	259	199	82	63	415	34	44	394	84	113	94	293	62	59	120	87	318	321	740	496	701	609	186	99	72	46	63	154	195	278	175	263	191	274	301									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	210	0	5	2	2	2	5	0	2	2	2	2	5	0	0	15	2	2	2	20	2	2	2	2	10	10	15	15	15	15	2	5	2	0	5	2	5	2	2	2	0	5	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	210	0	5	2	2	2	5	0	2	2	2	2	5	0	0	15	2	2	2	20	2	2	2	2	10	10	15	15	15	15	2	5	2	0	5	2	5	2	2	2	0	5	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	0	5	1	1	2	2	0	0	3	1	1	8	0	0	7	1	0	1	2	0	0	1	2	0	3	12	2	8	7	2	0	0	1	0	0	3	2	0	0	1	0	2									
