Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Трубчевская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112					
1	"Число избирателей, внесенных в списки"	31491	1701	1495	2442	2670	2266	1352	383	1471	1778	1433	1497	468	80	272	927	580	784	918	162	68	736	437	340	110	437	169	265	475	376	944	506	492	250	332	134	317	379	237	252	337	390	497	141	191					
2	"Число бюллетеней, полученных участковыми комиссиями"	29335	1424	1353	2370	2390	2100	1300	350	1307	1650	1300	1250	460	80	395	884	580	761	868	172	75	677	410	326	107	410	166	244	420	315	894	496	490	236	326	129	318	367	221	240	314	359	492	127	182					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15108	746	669	1203	1097	1081	594	269	724	930	588	765	272	47	272	454	265	370	539	89	60	302	251	211	43	231	101	152	197	107	458	225	194	125	183	67	154	188	47	135	144	150	236	73	100					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	961	31	10	32	41	19	8	20	22	28	40	27	34	0	0	10	6	24	14	17	0	73	0	15	20	19	15	5	23	35	6	8	0	0	46	35	43	26	64	20	55	8	57	5	0					
6	Число погашенных бюллетеней	13266	647	674	1135	1252	1000	698	61	561	692	672	458	154	33	123	420	309	367	315	66	15	302	159	100	44	160	50	87	200	173	430	263	296	111	97	27	121	153	110	85	115	201	199	49	82					
7	Число бюллетеней в переносных ящиках для голосования	961	31	10	32	41	19	8	20	22	28	40	27	34	0	0	10	6	24	14	17	0	73	0	15	20	19	15	5	23	35	6	8	0	0	46	35	43	26	64	20	55	8	57	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	15107	746	669	1203	1097	1081	594	269	723	930	588	765	272	47	272	454	265	370	539	89	60	302	251	211	43	231	101	152	197	107	458	225	194	125	183	67	154	188	47	135	144	150	236	73	100					
9	Число недействительных бюллетеней	337	3	17	6	18	23	3	10	16	16	12	4	8	0	6	17	3	18	3	3	1	19	4	3	1	5	1	4	0	5	6	7	5	9	20	5	11	10	0	7	6	6	5	6	5					
10	Число действительных бюллетеней	15731	774	662	1229	1120	1077	599	279	729	942	616	788	298	47	266	447	268	376	550	103	59	356	247	223	62	245	115	153	220	137	458	226	189	116	209	97	186	204	111	148	193	152	288	72	95					
