Выборы Президента Российской Федерации																																																		
Дата голосования: 02.03.2008																																																		
																																																		
Наименование Избирательной комиссии:    Комсомольская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
	Число участковых избирательных комиссий	43																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																
																																																		
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406					
1	"Число избирателей, включенных в списки избирателей"	20151	1379	1264	1049	202	537	162	100	572	268	302	194	231	312	246	392	416	577	285	433	554	200	618	239	128	1219	1002	1166	517	591	576	415	282	301	152	189	558	122	404	430	806	325	341	95					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19609	1300	1200	1000	200	530	160	95	570	260	300	185	220	310	230	380	400	570	270	420	550	195	600	235	125	1200	985	1090	520	580	560	410	295	295	160	180	550	124	415	425	780	315	330	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	15406	907	761	676	141	406	112	74	382	210	267	151	166	262	212	336	362	532	240	357	396	161	465	185	91	853	603	1065	499	540	407	328	204	243	122	156	452	111	312	385	657	261	297	59					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1295	85	26	24	19	28	20	7	80	25	29	15	49	24	14	30	22	26	20	26	31	16	75	30	15	5	30	21	12	11	52	47	41	39	21	24	43	6	36	29	76	31	21	14					
6	Число погашенных избирательных бюллетеней	2908	308	413	300	40	96	28	14	108	25	4	19	5	24	4	14	16	12	10	37	123	18	60	20	19	342	352	4	9	29	101	35	50	13	17	0	55	7	67	11	47	23	12	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1295	85	26	24	19	28	20	7	80	25	29	15	49	24	14	30	22	26	20	26	31	16	75	30	15	5	30	21	12	11	52	47	41	39	21	24	43	6	36	29	76	31	21	14					
8	Число бюллетеней в стационарных ящиках для голосования	15406	907	761	676	141	406	112	74	382	210	267	151	166	262	212	336	362	532	240	357	396	161	465	185	91	853	603	1065	499	540	407	328	204	243	122	156	452	111	312	385	657	261	297	59					
9	Число недействительных избирательных бюллетеней	481	50	9	8	0	6	1	0	25	9	25	6	16	10	11	17	0	20	8	39	10	1	27	2	3	12	35	14	20	20	15	5	7	2	5	9	9	0	5	3	11	3	3	0					
10	Число действительных избирательных бюллетеней	16220	942	778	692	160	428	131	81	437	226	271	160	199	276	215	349	384	538	252	344	417	176	513	213	103	846	598	1072	491	531	444	370	238	280	138	171	486	117	343	411	722	289	315	73					
11	Число полученных открепительных  удостоверений	1674	209	109	140	30	65	25	10	35	20	45	15	20	25	5	20	15	20	15	35	20	15	60	35	20	20	20	66	40	50	70	35	25	45	20	25	50	20	50	40	30	25	30	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1532	203	109	130	30	61	25	8	25	20	45	15	20	14	0	14	5	20	6	8	20	7	60	35	17	20	9	56	40	50	70	31	25	45	20	25	50	14	50	40	30	25	30	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	195	20	21	11	5	3	4	3	5	1	12	7	2	0	2	6	1	4	4	1	1	2	8	4	2	3	4	2	7	5	1	5	2	2	4	5	4	5	2	1	4	4	5	1					
14	Число неиспользованных открепительных удостоверений	142	6	0	10	0	4	0	2	10	0	0	0	0	11	5	6	10	0	9	27	0	8	0	0	3	0	11	10	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	26	4	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	5	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	Богданов Андрей Владимирович	104	10	9	4	2	3	1	0	1	2	0	3	0	3	0	0	1	2	1	3	3	0	1	1	2	5	2	0	1	2	2	4	0	3	1	6	8	1	5	3	1	4	4	0					
		0.62%	1.01%	1.14%	0.57%	1.25%	0.69%	0.76%	0.00%	0.22%	0.85%	0.00%	1.81%	0.00%	1.05%	0.00%	0.00%	0.26%	0.36%	0.38%	0.78%	0.70%	0.00%	0.19%	0.47%	1.89%	0.58%	0.32%	0.00%	0.20%	0.36%	0.44%	1.07%	0.00%	1.06%	0.70%	3.33%	1.62%	0.85%	1.44%	0.72%	0.14%	1.37%	1.26%	0.00%					
19	Жириновский Владимир Вольфович	765	83	65	55	14	30	2	5	8	8	9	6	5	9	7	26	11	14	6	20	29	9	34	15	11	14	8	10	5	3	28	16	9	11	11	4	32	2	13	18	35	27	33	5					
		4.58%	8.37%	8.26%	7.86%	8.75%	6.91%	1.52%	6.17%	1.73%	3.40%	3.04%	3.61%	2.33%	3.15%	3.10%	7.10%	2.86%	2.51%	2.31%	5.22%	6.79%	5.08%	6.30%	6.98%	10.38%	1.63%	1.26%	0.92%	0.98%	0.54%	6.10%	4.27%	3.67%	3.90%	7.69%	2.22%	6.46%	1.71%	3.74%	4.35%	4.77%	9.25%	10.38%	6.85%					
20	Зюганов Геннадий Андреевич	3873	281	300	229	54	133	43	38	47	66	29	16	16	59	35	64	55	49	18	97	118	47	129	38	30	217	197	136	24	81	109	121	88	87	34	45	182	31	140	92	140	76	67	15					
		23.19%	28.33%	38.12%	32.71%	33.75%	30.65%	32.58%	46.91%	10.17%	28.09%	9.80%	9.64%	7.44%	20.63%	15.49%	17.49%	14.32%	8.78%	6.92%	25.33%	27.63%	26.55%	23.89%	17.67%	28.30%	25.29%	31.12%	12.52%	4.70%	14.70%	23.75%	32.27%	35.92%	30.85%	23.78%	25.00%	36.77%	26.50%	40.23%	22.22%	19.10%	26.03%	21.07%	20.55%					
21	Медведев Дмитрий Анатольевич	11478	568	404	404	90	262	85	38	381	150	233	135	178	205	173	259	317	473	227	224	267	120	349	159	60	610	391	926	461	445	305	229	141	179	92	116	264	83	185	298	546	182	211	53					
