Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Искитимская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429					
1	"Число избирателей, внесенных в списки избирателей"	50402	1614	742	2261	2225	1934	2040	2134	2108	2056	1870	2158	2093	1415	699	1852	1884	1886	1810	1954	2179	2006	1824	1816	621	1403	804	1332	1828	1854					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47150	1500	700	2100	2100	1850	1900	2000	1950	1900	1800	2000	2000	1250	600	1750	1800	1750	1700	1850	2050	1900	1700	1750	550	1300	650	1200	1750	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25232	667	305	977	1071	1032	1179	1112	939	1051	1013	1196	980	658	352	1041	952	1025	924	1118	1080	985	950	926	277	535	339	602	1011	935					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1820	86	58	73	97	39	67	102	88	41	53	91	70	33	93	48	66	62	56	17	75	58	55	58	99	34	58	41	57	45					
6	Число погашенных избирательных бюллетеней	20098	747	337	1050	932	779	654	786	923	808	734	713	950	559	155	661	782	663	720	715	895	857	695	766	174	731	253	557	682	820					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1820	86	58	73	97	39	67	102	88	41	53	91	70	33	93	48	66	62	56	17	75	58	55	58	99	34	58	41	57	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25127	667	305	977	1071	954	1179	1112	939	1049	1001	1196	975	656	352	1041	952	1024	924	1118	1076	985	950	926	277	535	339	602	1011	934					
9	Число недействительных избирательных бюллетеней	254	15	6	7	12	6	15	4	12	6	9	11	7	11	9	10	10	7	11	8	14	8	4	12	2	7	1	5	12	13					
10	Число действительных избирательных бюллетеней	26693	738	357	1043	1156	987	1231	1210	1015	1084	1045	1276	1038	678	436	1079	1008	1079	969	1127	1137	1035	1001	972	374	562	396	638	1056	966					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	442	7	6	12	20	23	19	28	16	15	20	20	20	8	1	34	15	20	21	15	19	25	18	14	3	4	5	8	11	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	419	7	5	11	20	22	17	27	15	15	18	20	20	8	1	31	13	20	19	15	19	25	17	14	3	3	3	6	11	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	261	4	9	19	6	11	10	10	9	8	10	12	9	8	5	6	8	8	38	11	9	7	7	6	3	2	5	6	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	1	1	0	1	2	1	1	0	2	0	0	0	0	3	2	0	2	0	0	0	1	0	0	1	2	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	1	0	3	5	2	3	1	1	0	3	2	1	1	0	3	0	3	4	1	4	5	3	7	0	1	2	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	438	15	11	6	19	23	28	20	13	21	21	35	11	8	3	15	15	17	14	24	18	13	8	15	11	5	1	7	24	17					
		1.63%	1.99%	3.03%	0.57%	1.63%	2.32%	2.25%	1.65%	1.27%	1.93%	1.99%	2.72%	1.05%	1.16%	0.67%	1.38%	1.47%	1.57%	1.43%	2.11%	1.56%	1.25%	0.80%	1.52%	2.93%	0.88%	0.25%	1.09%	2.25%	1.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	160	2	2	5	1	7	7	7	6	8	11	4	6	0	0	12	8	12	3	7	10	5	8	5	3	4	3	4	3	7					
		0.59%	0.27%	0.55%	0.48%	0.09%	0.70%	0.56%	0.58%	0.58%	0.73%	1.04%	0.31%	0.57%	0.00%	0.00%	1.10%	0.79%	1.10%	0.31%	0.62%	0.87%	0.48%	0.80%	0.51%	0.80%	0.70%	0.76%	0.62%	0.28%	0.72%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	0	1	1	3	1	0	1	0	1	0	2	0	1	1	1	2	2	0	0	0	0	0	1	1	0	0	1					
		0.07%	0.00%	0.00%	0.00%	0.09%	0.10%	0.24%	0.08%	0.00%	0.09%	0.00%	0.08%	0.00%	0.29%	0.00%	0.09%	0.10%	0.09%	0.20%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.25%	0.00%	0.00%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4560	143	65	145	136	182	275	160	155	215	179	264	164	143	65	197	165	185	177	181	146	192	179	146	65	110	49	68	233	176					
		16.92%	18.99%	17.91%	13.81%	11.64%	18.33%	22.07%	13.18%	15.09%	19.72%	16.98%	20.51%	15.69%	20.75%	14.61%	18.09%	16.21%	17.03%	18.06%	15.95%	12.68%	18.41%	17.81%	14.84%	17.29%	19.33%	12.34%	10.58%	21.82%	17.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	170	4	1	4	13	12	8	11	4	6	7	9	10	4	4	7	6	3	5	8	3	4	10	6	2	5	5	5	4	0					
		0.63%	0.53%	0.28%	0.38%	1.11%	1.21%	0.64%	0.91%	0.39%	0.55%	0.66%	0.70%	0.96%	0.58%	0.90%	0.64%	0.59%	0.28%	0.51%	0.70%	0.26%	0.38%	0.99%	0.61%	0.53%	0.88%	1.26%	0.78%	0.37%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	50	1	1	2	1	2	0	2	1	6	2	2	3	1	2	1	3	2	0	2	1	5	3	2	0	2	2	0	0	1					
