Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Буденновская 																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, внесенных в списки"	39128	2685	861	966	1346	1277	1640	351	2217	1537	2058	2749	1983	931	1873	2281	2038	2078	443	1496	390	2786	1259	206	1142	928	1214	393					
2	"Число бюллетеней, полученных участковыми комиссиями"	40092	2910	850	1000	1400	1330	1590	370	2200	1500	2100	2700	2100	950	1950	2400	2100	2200	439	1500	400	2900	1300	200	1200	903	1200	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18766	1243	369	453	604	699	764	170	1219	755	1053	1349	950	543	800	1081	957	971	219	760	219	1014	630	114	547	482	576	225					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	786	30	10	22	11	10	136	15	90	42	13	42	21	25	17	26	26	17	4	36	10	33	17	3	38	33	44	15					
6	Число погашенных бюллетеней	20540	1637	471	525	785	621	690	185	891	703	1034	1309	1129	382	1133	1293	1117	1212	216	704	171	1853	653	83	615	388	580	160					
7	Число бюллетеней в переносных ящиках для голосования	786	30	10	22	11	10	136	15	90	42	13	42	21	25	17	26	26	17	4	36	10	33	17	3	38	33	44	15					
8	Число бюллетеней в стационарных ящиках для голосования	18732	1243	368	453	604	699	764	170	1219	755	1053	1349	950	543	800	1081	957	971	219	760	219	981	630	114	547	482	576	225					
9	Число недействительных бюллетеней	463	22	18	11	6	21	17	10	56	9	21	20	36	26	16	17	19	39	1	22	5	21	9	9	11	7	11	3					
10	Число действительных бюллетеней	19055	1251	360	464	609	688	883	175	1253	788	1045	1371	935	542	801	1090	964	949	222	774	224	993	638	108	574	508	609	237					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	270	10	5	5	10	10	45	10	10	5	10	10	10	5	10	10	10	20	5	10	5	10	10	5	10	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	2	4	2	2	0	19	0	8	0	0	3	0	0	2	3	2	13	1	0	1	2	8	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	4	1	2	0	1	1	2	5	0	2	3	3	2	0	0	1	0	1	1	1	0	1	0	1	0	2	0					
14	Число погашенных открепительных удостоверений	201	8	1	3	8	10	26	12	2	5	12	7	10	5	8	7	8	7	4	10	4	8	2	5	9	5	10	5					
15	Число открепительных удостоверений выданных ТИК	6	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	314	18	10	14	10	15	22	7	8	15	10	16	16	7	13	16	20	18	2	13	5	9	8	7	18	7	8	2					
