Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Удомельская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350					
1	"Число избирателей, внесенных в список"	34500	1188	1451	2666	2310	2375	2242	2085	2001	2007	2049	1998	2185	2180	894	541	349	216	134	365	427	712	148	800	345	253	239	374	395	226	165	156	208	321	495					
2	Число полученных избирательных бюллетеней	32105	1100	1100	2450	2100	2200	2000	2010	1900	1850	1900	1900	2000	2000	800	500	390	200	150	380	410	720	140	820	340	230	230	390	400	220	165	130	200	310	470					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17557	451	721	1544	1197	1231	1122	1050	1086	957	1154	1025	1163	1242	387	228	136	110	45	212	158	264	44	287	161	166	108	171	220	131	79	91	126	150	340					
5	"Число избирательных бюллетеней, выданных вне помещения"	2183	36	12	11	6	14	13	18	17	67	11	11	5	9	161	146	141	45	60	48	177	255	69	199	66	8	60	94	111	53	50	38	28	79	65					
6	Число погашенных избирательных бюллетеней	12365	613	367	895	897	955	865	942	797	826	735	864	832	749	252	126	113	45	45	120	75	201	27	334	113	56	62	125	69	36	36	1	46	81	65					
7	Число избирательных бюллетеней в переносных ящиках	2183	36	12	11	6	14	13	18	17	67	11	11	5	9	161	146	141	45	60	48	177	255	69	199	66	8	60	94	111	53	50	38	28	79	65					
8	Число бюллетеней в стационарных ящиках для голосования	17557	451	721	1544	1197	1231	1122	1050	1086	957	1154	1025	1163	1242	387	228	136	110	45	212	158	264	44	287	161	166	108	171	220	131	79	91	126	150	340					
9	Число недействительных избирательных бюллетеней	46	2	0	3	2	1	2	3	2	2	2	0	1	2	1	1	0	0	0	0	2	6	0	2	0	1	0	0	5	2	0	1	1	0	2					
10	Число действительных избирательных бюллетеней	19694	485	733	1552	1201	1244	1133	1065	1101	1022	1163	1036	1167	1249	547	373	277	155	105	260	333	513	113	484	227	173	168	265	326	182	129	128	153	229	403					
11	Число полученных открепительных  удостоверений	355	10	8	26	15	13	21	13	19	23	21	13	18	13	5	10	5	3	5	5	2	5	12	10	10	10	5	5	10	10	10	2	3	5	10					
12	Число выданных открепительных удостоверений	232	6	6	23	11	12	21	8	16	20	15	9	18	11	2	10	0	0	4	1	0	1	12	1	1	3	1	2	8	0	2	0	0	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	326	2	106	18	9	15	31	8	7	15	7	10	8	7	7	0	1	7	1	2	5	9	3	4	6	8	4	4	3	1	1	4	2	7	4					
