Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Железногорская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки"	14738	1816	218	151	351	782	245	312	310	477	134	170	330	99	454	108	1224	1164	319	899	378	769	133	61	265	114	498	98	286	1610	239	162	313	249					
2	"Число бюллетеней, полученных участковыми комиссиями"	14514	1778	220	145	361	764	232	310	309	444	118	161	329	94	439	93	1197	1217	313	895	371	768	128	58	261	110	476	92	280	1610	233	162	309	237					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8034	1013	49	72	166	363	108	140	158	297	72	123	212	57	276	57	587	604	142	503	194	450	71	32	138	41	270	53	142	1104	145	94	166	135					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1074	9	53	20	64	91	50	57	21	25	11	22	13	5	39	21	51	44	87	60	24	20	8	0	19	19	77	13	48	20	21	13	23	26					
6	Число погашенных бюллетеней	5406	756	118	53	131	310	74	113	130	122	35	16	104	32	124	15	559	569	84	332	153	298	49	26	104	50	129	26	90	486	67	55	120	76					
7	Число бюллетеней в переносных ящиках для голосования	1074	9	53	20	64	91	50	57	21	25	11	22	13	5	39	21	51	44	87	60	24	20	8	0	19	19	77	13	48	20	21	13	23	26					
8	Число бюллетеней в стационарных ящиках для голосования	8032	1013	49	72	166	363	108	140	158	297	72	123	212	57	276	57	587	603	142	503	194	450	71	32	138	41	270	53	142	1103	145	94	166	135					
9	Число недействительных бюллетеней	392	23	6	7	12	30	6	6	11	24	2	12	11	8	17	1	16	18	14	29	4	12	6	1	1	0	14	4	17	28	9	7	28	8					
10	Число действительных бюллетеней	8714	999	96	85	218	424	152	191	168	298	81	133	214	54	298	77	622	629	215	534	214	458	73	31	156	60	333	62	173	1095	157	100	161	153					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	25	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	10	0	0	0	2	4	0	3	0	0	0	5	2	7	0	5	4	1	4	1	2	0	0	0	0	1	0	0	13	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	163	15	4	5	2	8	4	1	3	9	5	4	5	8	3	11	6	7	3	6	4	2	3	3	5	4	9	3	5	3	4	3	4	2					
14	Число погашенных открепительных удостоверений	136	15	5	5	5	3	1	5	2	5	5	5	0	3	3	5	0	1	4	1	4	3	5	5	5	5	4	5	5	2	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	166	9	1	3	2	5	2	4	0	9	0	1	6	6	7	3	10	14	4	9	3	4	0	0	0	4	16	4	2	21	3	5	3	6					
		1.82%	0.88%	0.98%	3.26%	0.86%	1.10%	1.26%	2.03%	0.0%	2.79%	0.0%	0.68%	2.66%	9.67%	2.22%	3.84%	1.56%	2.16%	1.74%	1.59%	1.37%	0.85%	0.0%	0.0%	0.0%	6.66%	4.61%	6.06%	1.05%	1.86%	1.80%	4.67%	1.58%	3.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	102	6	0	0	4	1	5	2	1	4	3	1	0	0	2	0	13	8	1	4	3	1	0	0	6	2	5	0	1	22	5	0	1	1					
		1.12%	0.58%	0.0%	0.0%	1.73%	0.22%	3.16%	1.01%	0.55%	1.24%	3.61%	0.68%	0.0%	0.0%	0.63%	0.0%	2.03%	1.23%	0.43%	0.71%	1.37%	0.21%	0.0%	0.0%	3.82%	3.33%	1.44%	0.0%	0.52%	1.95%	3.01%	0.0%	0.52%	0.62%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	286	20	5	2	7	10	14	6	1	10	0	3	12	4	11	6	34	21	8	10	6	20	3	0	2	7	13	6	6	14	8	8	5	4					
