Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кувшиновская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в список избирателей"	12822	1355	1129	1223	1364	694	569	1053	569	524	36	265	349	204	197	481	455	250	290	261	303	249	382	620					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9645	1000	850	900	1000	500	450	800	450	400	45	200	250	150	150	350	350	200	220	200	230	200	300	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5024	559	478	549	544	363	323	386	202	158	17	85	110	87	61	175	196	86	86	70	116	78	109	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	994	22	27	27	28	15	15	26	19	65	17	34	35	13	45	42	52	62	92	37	61	55	78	127					
6	Число погашенных избирательных бюллетеней	3627	419	345	324	428	122	112	388	229	177	11	81	105	50	44	133	102	52	42	93	53	67	113	137					
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	22	27	27	28	15	15	26	19	65	17	34	35	13	45	42	52	62	92	37	61	55	78	127					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5024	559	478	549	544	363	323	386	202	158	17	85	110	87	61	175	196	86	86	70	116	78	109	186					
9	Число недействительных избирательных бюллетеней	62	6	10	3	7	8	1	4	3	2	1	0	0	1	2	4	2	1	0	2	1	1	0	3					
10	Число действительных избирательных бюллетеней	5956	575	495	573	565	370	337	408	218	221	33	119	145	99	104	213	246	147	178	105	176	132	187	310					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	155	15	8	10	12	10	10	10	5	5	0	5	5	5	5	10	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	12	7	6	11	4	9	8	4	2	0	2	3	0	0	10	2	0	0	0	2	1	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	16	5	2	11	6	2	1	6	5	1	5	4	1	0	5	5	1	1	1	2	1	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	66	3	1	4	1	6	1	2	1	3	0	3	2	5	5	0	3	5	5	5	3	4	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	5	0	0	2	1	3	2	1	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1327	145	155	142	121	89	63	114	68	56	11	25	22	16	17	28	37	29	26	18	18	21	27	79					
		22.05%	24.96%	30.69%	24.65%	21.15%	23.54%	18.64%	27.67%	30.77%	25.11%	32.35%	21.01%	15.17%	16.00%	16.04%	12.90%	14.92%	19.59%	14.61%	16.82%	10.17%	15.79%	14.44%	25.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	915	81	64	85	98	37	59	70	41	23	5	22	16	18	12	39	29	23	33	29	14	24	41	52					
		15.20%	13.94%	12.67%	14.76%	17.13%	9.79%	17.46%	16.99%	18.55%	10.31%	14.71%	18.49%	11.03%	18.00%	11.32%	17.97%	11.69%	15.54%	18.54%	27.10%	7.91%	18.05%	21.93%	16.61%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	6	5	6	4	2	0	2	2	2	0	3	0	0	4	2	1	1	0	0	0	1	3	0					
		0.73%	1.03%	0.99%	1.04%	0.70%	0.53%	0.00%	0.49%	0.90%	0.90%	0.00%	2.52%	0.00%	0.00%	3.77%	0.92%	0.40%	0.68%	0.00%	0.00%	0.00%	0.75%	1.60%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1344	139	122	172	158	117	90	72	42	64	6	20	38	9	23	53	52	21	21	11	22	14	30	48					
		22.33%	23.92%	24.16%	29.86%	27.62%	30.95%	26.63%	17.48%	19.00%	28.70%	17.65%	16.81%	26.21%	9.00%	21.70%	24.42%	20.97%	14.19%	11.80%	10.28%	12.43%	10.53%	16.04%	15.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	138	8	15	20	9	14	9	13	7	2	0	3	3	2	1	2	2	2	5	4	0	0	7	10					
		2.29%	1.38%	2.97%	3.47%	1.57%	3.70%	2.66%	3.16%	3.17%	0.90%	0.00%	2.52%	2.07%	2.00%	0.94%	0.92%	0.81%	1.35%	2.81%	3.74%	0.00%	0.00%	3.74%	3.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2166	193	133	146	172	111	114	136	57	73	11	46	65	54	45	88	124	71	91	43	122	72	78	121					
		35.99%	33.22%	26.34%	25.35%	30.07%	29.37%	33.73%	33.01%	25.79%	32.74%	32.35%	38.66%	44.83%	54.00%	42.45%	40.55%	50.00%	47.97%	51.12%	40.19%	68.93%	54.14%	41.71%	38.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	3	1	2	3	0	2	1	1	1	0	0	1	0	2	1	1	0	2	0	0	0	1	0					
		0.37%	0.52%	0.20%	0.35%	0.52%	0.00%	0.59%	0.24%	0.45%	0.45%	0.00%	0.00%	0.69%	0.00%	1.89%	0.46%	0.40%	0.00%	1.12%	0.00%	0.00%	0.00%	0.53%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
