Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Хворостянская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472					
1	"Число избирателей, внесенных в списки"	11077	577	660	104	300	950	117	165	214	754	516	317	280	409	848	232	394	489	2013	1491	247					
2	"Число бюллетеней, полученных участковыми комиссиями"	11123	590	670	100	290	950	124	169	220	760	520	320	285	415	850	230	390	480	2100	1420	240					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8775	407	456	85	265	788	101	154	172	559	439	222	217	341	696	179	312	384	1585	1221	192					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	953	96	130	7	13	28	0	7	0	104	45	68	26	15	43	16	43	40	126	117	29					
6	Число погашенных бюллетеней	1395	87	84	8	12	134	23	8	48	97	36	30	42	59	111	35	35	56	389	82	19					
7	Число бюллетеней в переносных ящиках для голосования	953	96	130	7	13	28	0	7	0	104	45	68	26	15	43	16	43	40	126	117	29					
8	Число бюллетеней в стационарных ящиках для голосования	8775	407	456	85	265	788	101	154	172	559	439	222	217	341	696	179	312	384	1585	1221	192					
9	Число недействительных бюллетеней	73	6	1	0	2	5	0	0	0	2	4	0	9	3	7	19	0	0	15	0	0					
10	Число действительных бюллетеней	9655	497	585	92	276	811	101	161	172	661	480	290	234	353	732	176	355	424	1696	1338	221					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	0	5	0	0	5	4	4	4	2	5	5	5	4	5	0	5	0	29	15	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	0	5	0	0	5	4	4	4	2	5	2	1	4	3	0	1	0	18	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	0	0	1	2	3	1	1	1	2	2	2	2	0	3	1	2	5	0	2	3					
14	Число погашенных открепительных удостоверений	30	0	0	0	0	0	0	0	0	0	0	3	4	0	2	0	4	0	11	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
