Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Углегорская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в списки избирателей"	21794	593	628	443	110	460	573	986	1714	2357	1862	2029	2133	1904	1342	1002	229	1106	201	126	744	260	376	438	178					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21477	590	610	440	116	460	570	980	1780	2370	1780	1840	2130	1830	1320	1000	220	1110	196	143	740	250	380	450	172					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9926	311	330	244	58	159	239	407	694	1010	771	807	1017	1012	702	457	79	467	109	63	332	139	182	237	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	535	28	17	23	1	31	30	17	28	26	32	48	50	62	36	11	7	26	10	0	20	10	12	10	0					
6	Число погашенных избирательных бюллетеней	11016	251	263	173	57	270	301	556	1058	1334	977	985	1063	756	582	532	134	617	77	80	388	101	186	203	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	535	28	17	23	1	31	30	17	28	26	32	48	50	62	36	11	7	26	10	0	20	10	12	10	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9893	311	328	244	58	159	239	407	694	1010	771	807	1017	981	702	457	79	467	109	63	332	139	182	237	100					
9	Число недействительных избирательных бюллетеней	142	9	9	3	1	0	2	8	12	6	9	16	16	7	4	4	0	5	1	0	7	0	16	7	0					
10	Число действительных избирательных бюллетеней	10286	330	336	264	58	190	267	416	710	1030	794	839	1051	1036	734	464	86	488	118	63	345	149	178	240	100					
