Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Углегорская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в список избирателей"	20569	484	508	402	87	504	1191	1194	1257	1083	1224	1114	1766	2054	1892	1252	980	191	1302	117	731	269	383	418	166					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21050	490	500	400	90	500	1250	1250	1280	1100	1200	1160	1800	2100	1900	1300	1000	200	1380	100	770	270	400	440	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9660	179	230	201	50	150	566	511	595	456	589	497	832	1041	998	652	478	62	599	46	356	130	175	207	60					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	397	16	19	9	0	39	9	14	13	10	11	19	36	48	48	13	11	2	21	0	19	13	10	10	7					
6	Число погашенных избирательных бюллетеней	10993	295	251	190	40	311	675	725	672	634	600	644	932	1011	854	635	511	136	760	54	395	127	215	223	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	396	16	19	9	0	39	9	14	13	10	11	19	36	48	48	13	11	2	20	0	19	13	10	10	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9659	179	230	201	50	150	566	511	595	456	589	497	831	1041	998	652	478	62	599	46	356	130	175	207	60					
9	Число недействительных избирательных бюллетеней	152	3	5	2	3	3	12	4	8	5	12	7	10	26	13	4	7	0	11	0	7	2	4	3	1					
10	Число действительных избирательных бюллетеней	9903	192	244	208	47	186	563	521	600	461	588	509	857	1063	1033	661	482	64	608	46	368	141	181	214	66					
