Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Кадыйская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №127	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160					
1	"Число избирателей, внесенных в список"	8014	1547	213	119	61	253	1704	151	175	346	234	374	293	230	201	543	164	372	176	92	188	578					
2	Число полученных избирательных бюллетеней	8007	1545	215	120	64	255	1695	155	180	338	230	373	297	230	194	538	163	374	175	91	190	585					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3932	648	113	74	28	145	699	88	68	160	137	171	174	119	128	344	90	201	90	54	106	295					
5	"Число избирательных бюллетеней, выданных вне помещения"	549	48	41	16	17	50	57	32	32	39	14	16	20	5	10	16	19	27	12	18	36	24					
6	Число погашенных избирательных бюллетеней	3526	849	61	30	19	60	939	35	80	139	79	186	103	106	56	178	54	146	73	19	48	266					
7	Число избирательных бюллетеней в переносных ящиках	549	48	41	16	17	50	57	32	32	39	14	16	20	5	10	16	19	27	12	18	36	24					
8	Число бюллетеней в стационарных ящиках для голосования	3931	648	113	73	28	145	699	88	68	160	137	171	174	119	128	344	90	201	90	54	106	295					
9	Число недействительных избирательных бюллетеней	33	3	2	0	0	3	8	1	1	1	0	0	0	2	2	4	1	1	0	0	0	4					
10	Число действительных избирательных бюллетеней	4447	693	152	89	45	192	748	119	99	198	151	187	194	122	136	356	108	227	102	72	142	315					
11	Число полученных открепительных  удостоверений	119	22	4	2	2	4	21	3	2	4	4	6	5	4	3	8	3	6	3	2	3	8					
12	Число выданных открепительных удостоверений	14	2	0	1	0	1	2	2	0	0	1	0	0	0	3	0	0	1	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	1	0	1	0	0	3	1	0	0	0	1	0	0	9	13	0	1	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	105	20	4	1	2	3	19	1	2	4	3	6	5	4	0	8	3	5	3	2	2	8					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	89	22	1	2	3	1	19	1	1	0	1	4	2	2	4	8	1	7	4	0	2	4					
		1.99%	3.16%	0.65%	2.25%	6.67%	0.51%	2.51%	0.83%	1.00%	0.00%	0.66%	2.14%	1.03%	1.61%	2.90%	2.22%	0.92%	3.07%	3.92%	0.00%	1.41%	1.25%					
19	. Малышкин Олег Александрович	99	11	3	2	4	6	15	2	0	7	0	1	6	4	5	15	8	3	1	1	2	3					
		2.21%	1.58%	1.95%	2.25%	8.89%	3.08%	1.98%	1.67%	0.00%	3.52%	0.00%	0.53%	3.09%	3.23%	3.62%	4.17%	7.34%	1.32%	0.98%	1.39%	1.41%	0.94%					
20	. Миронов Сергей Михайлович	29	6	1	0	0	1	4	0	2	1	1	1	2	1	2	0	0	0	1	3	1	2					
		0.65%	0.86%	0.65%	0.00%	0.00%	0.51%	0.53%	0.00%	2.00%	0.50%	0.66%	0.53%	1.03%	0.81%	1.45%	0.00%	0.00%	0.00%	0.98%	4.17%	0.70%	0.63%					
21	. Путин Владимир Владимирович	3261	465	95	53	27	151	550	97	65	165	125	160	131	87	97	277	88	143	77	48	106	254					
		72.79%	66.81%	61.69%	59.55%	60.00%	77.44%	72.75%	80.83%	65.00%	82.91%	82.78%	85.56%	67.53%	70.16%	70.29%	76.94%	80.73%	62.72%	75.49%	66.67%	74.65%	79.62%					
22	. Хакамада Ирина Муцуовна	60	12	2	2	2	4	8	5	2	2	2	2	1	1	4	4	0	1	2	1	0	3					
		1.34%	1.72%	1.30%	2.25%	4.44%	2.05%	1.06%	4.17%	2.00%	1.01%	1.32%	1.07%	0.52%	0.81%	2.90%	1.11%	0.00%	0.44%	1.96%	1.39%	0.00%	0.94%					
23	. Харитонов Николай Михайлович	862	169	43	28	8	29	140	14	28	21	22	17	52	27	22	47	10	71	17	17	31	49					
		19.24%	24.28%	27.92%	31.46%	17.78%	14.87%	18.52%	11.67%	28.00%	10.55%	14.57%	9.09%	26.80%	21.77%	15.94%	13.06%	9.17%	31.14%	16.67%	23.61%	21.83%	15.36%					
																												
24	Против всех	47	8	7	2	1	0	12	0	1	2	0	2	0	0	2	5	1	2	0	2	0	0					
		1.05%	1.15%	4.55%	2.25%	2.22%	0.00%	1.59%	0.00%	1.00%	1.01%	0.00%	1.07%	0.00%	0.00%	1.45%	1.39%	0.92%	0.88%	0.00%	2.78%	0.00%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
