Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Район Зябликово 																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №3142					
1	"Число избирателей, внесенных в списки"	78550	2443	2297	1766	2545	2461	2486	2611	2512	2721	2204	2695	2156	2153	2484	2783	2902	2746	2439	2462	2208	2811	2819	2835	2685	2738	2432	2765	2369	2609	2616	2224	573					
2	"Число бюллетеней, полученных участковыми комиссиями"	78000	2400	2300	1700	2500	2400	2500	2600	2500	2700	2200	2700	2100	2100	2500	2800	2900	2700	2400	2500	2200	2700	2800	2800	2600	2700	2400	2800	2300	2600	2600	2200	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43239	1286	1245	885	1501	1287	1287	1366	1359	1518	1292	1464	1254	1215	1534	1590	1694	1592	1409	1300	1270	1448	1553	1539	1515	1412	1232	1513	1257	1380	1311	1158	573					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	932	48	26	45	35	30	32	31	28	43	23	21	28	17	2	24	28	28	20	42	29	45	37	36	24	24	47	20	24	15	39	41	0					
6	Число погашенных бюллетеней	33829	1066	1029	770	964	1083	1181	1203	1113	1139	885	1215	818	868	964	1186	1178	1080	971	1158	901	1207	1210	1225	1061	1264	1121	1267	1019	1205	1250	1001	227					
7	Число бюллетеней в переносных ящиках для голосования	930	48	26	45	35	30	32	31	28	43	23	21	28	17	2	24	28	28	20	42	29	45	37	36	23	24	46	20	24	15	39	41	0					
8	Число бюллетеней в стационарных ящиках для голосования	43032	1203	1240	885	1494	1287	1287	1354	1359	1518	1288	1460	1226	1212	1527	1590	1691	1592	1407	1299	1262	1440	1551	1535	1491	1410	1232	1513	1257	1380	1311	1158	573					
9	Число недействительных бюллетеней	476	7	13	10	8	23	17	26	4	10	8	16	17	0	20	13	13	21	17	33	27	18	18	33	11	14	11	0	18	16	21	10	3					
10	Число действительных бюллетеней	43486	1244	1253	920	1521	1294	1302	1359	1383	1551	1303	1465	1237	1229	1509	1601	1706	1599	1410	1308	1264	1467	1570	1538	1503	1420	1267	1533	1263	1379	1329	1189	570					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1620	50	50	50	50	50	50	50	50	50	50	50	50	50	80	70	50	50	50	50	50	50	50	50	50	50	50	70	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1127	28	34	29	35	39	36	39	40	40	32	41	41	32	72	54	38	31	45	38	31	31	32	35	33	38	23	53	29	23	32	23	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	679	25	23	11	17	27	14	16	13	23	19	19	13	23	21	27	27	17	36	13	26	18	40	22	32	30	10	18	21	35	16	11	16					
14	Число погашенных открепительных удостоверений	493	22	16	21	15	11	14	11	10	10	18	9	9	18	8	16	12	19	5	12	19	19	18	15	17	12	27	17	21	27	18	27	0					
15	Число открепительных удостоверений выданных ТИК	185	9	8	2	6	7	6	5	2	6	5	9	3	10	2	2	6	6	5	10	1	11	6	5	0	5	5	7	15	12	7	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	314	6	6	8	6	17	6	8	6	7	8	4	9	9	15	4	8	17	15	8	5	18	21	15	4	12	18	11	4	10	13	9	7					
		0.71%	0.47%	0.47%	0.86%	0.39%	1.29%	0.45%	0.57%	0.43%	0.44%	0.61%	0.27%	0.71%	0.73%	0.98%	0.24%	0.46%	1.04%	1.05%	0.59%	0.38%	1.21%	1.32%	0.95%	0.26%	0.83%	1.40%	0.71%	0.31%	0.71%	0.96%	0.75%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2697	117	71	48	116	89	93	75	106	98	79	76	61	42	45	87	162	101	73	72	93	122	99	80	163	77	60	68	51	100	75	77	21					
		6.13%	9.35%	5.60%	5.16%	7.58%	6.75%	7.05%	5.41%	7.64%	6.27%	6.02%	5.13%	4.86%	3.41%	2.94%	5.39%	9.42%	6.23%	5.11%	5.36%	7.20%	8.21%	6.23%	5.09%	10.76%	5.36%	4.69%	4.43%	3.98%	7.16%	5.55%	6.42%	3.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	978	32	18	26	45	34	41	34	22	42	27	35	30	39	24	28	32	38	38	30	32	31	40	27	32	34	27	18	28	35	27	15	17					
		2.22%	2.55%	1.42%	2.79%	2.94%	2.58%	3.10%	2.45%	1.58%	2.69%	2.05%	2.36%	2.39%	3.17%	1.56%	1.73%	1.86%	2.34%	2.66%	2.23%	2.47%	2.08%	2.51%	1.71%	2.11%	2.37%	2.11%	1.17%	2.18%	2.50%	2.0%	1.25%	2.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3822	163	112	80	172	103	165	99	130	150	115	113	104	100	66	108	161	126	121	101	115	150	177	113	205	129	85	119	80	88	76	138	58					
		8.69%	13.02%	8.84%	8.60%	11.24%	7.82%	12.50%	7.14%	9.37%	9.60%	8.77%	7.62%	8.29%	8.13%	4.31%	6.69%	9.36%	7.77%	8.47%	7.53%	8.90%	10.10%	11.14%	7.19%	13.54%	8.99%	6.65%	7.76%	6.24%	6.30%	5.62%	11.50%	10.12%					
22	"5. ""За Русь Святую"""	227	8	4	3	1	9	10	8	5	6	5	6	7	4	10	7	5	8	11	2	4	19	8	11	4	9	13	11	5	7	7	4	6					
		0.51%	0.63%	0.31%	0.32%	0.06%	0.68%	0.75%	0.57%	0.36%	0.38%	0.38%	0.40%	0.55%	0.32%	0.65%	0.43%	0.29%	0.49%	0.77%	0.14%	0.30%	1.27%	0.50%	0.70%	0.26%	0.62%	1.01%	0.71%	0.39%	0.50%	0.51%	0.33%	1.04%					
23	"6. ""Объединенная Российская партия ""Русь"""	102	6	2	6	5	7	3	1	1	2	2	4	2	2	4	1	3	8	4	2	4	2	1	3	7	2	3	7	1	0	4	3	0					
		0.23%	0.47%	0.15%	0.64%	0.32%	0.53%	0.22%	0.07%	0.07%	0.12%	0.15%	0.27%	0.15%	0.16%	0.26%	0.06%	0.17%	0.49%	0.28%	0.14%	0.30%	0.13%	0.06%	0.19%	0.46%	0.13%	0.23%	0.45%	0.07%	0.0%	0.29%	0.25%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	733	32	26	20	31	16	29	20	26	27	17	27	15	20	24	20	31	23	24	39	18	25	24	25	26	36	15	30	8	20	24	11	4					
		1.66%	2.55%	2.05%	2.15%	2.02%	1.21%	2.19%	1.44%	1.87%	1.72%	1.29%	1.82%	1.19%	1.62%	1.56%	1.23%	1.80%	1.41%	1.68%	2.90%	1.39%	1.68%	1.51%	1.59%	1.71%	2.51%	1.17%	1.95%	0.62%	1.43%	1.77%	0.91%	0.69%					
25	"8. ""Народно-республиканская партия России"""	21	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	3	1	2	1	0	0	3	0	1	1	0	0	2	0	3					
		0.04%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.11%	0.0%	0.21%	0.07%	0.15%	0.06%	0.0%	0.0%	0.19%	0.0%	0.07%	0.06%	0.0%	0.0%	0.14%	0.0%	0.52%					
26	"9. ""Российская экологическая партия ""Зеленые"""	317	9	10	6	13	5	10	6	12	6	14	14	8	10	3	8	9	17	13	9	9	11	16	22	7	16	7	12	6	11	10	7	1					
		0.72%	0.71%	0.78%	0.64%	0.85%	0.37%	0.75%	0.43%	0.86%	0.38%	1.06%	0.94%	0.63%	0.81%	0.19%	0.49%	0.52%	1.04%	0.91%	0.67%	0.69%	0.74%	1.00%	1.40%	0.46%	1.11%	0.54%	0.78%	0.46%	0.78%	0.74%	0.58%	0.17%					
27	"10. ""Аграрная партия России"""	726	21	23	11	20	20	23	24	13	23	35	23	22	17	22	18	32	34	17	22	14	22	29	31	19	27	18	30	28	25	37	17	9					
		1.65%	1.67%	1.81%	1.18%	1.30%	1.51%	1.74%	1.73%	0.93%	1.47%	2.66%	1.55%	1.75%	1.38%	1.43%	1.11%	1.86%	2.09%	1.19%	1.64%	1.08%	1.48%	1.82%	1.97%	1.25%	1.88%	1.40%	1.95%	2.18%	1.79%	2.74%	1.41%	1.57%					
28	"11. ""Истинные патриоты России"""	36	2	0	2	0	0	0	2	0	0	0	3	0	1	2	2	0	1	2	1	3	1	0	3	0	2	2	1	6	0	0	0	0					
		0.08%	0.15%	0.0%	0.21%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.20%	0.0%	0.08%	0.13%	0.12%	0.0%	0.06%	0.14%	0.07%	0.23%	0.06%	0.0%	0.19%	0.0%	0.13%	0.15%	0.06%	0.46%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	526	17	14	9	14	12	20	14	17	28	2	12	19	19	27	13	19	20	15	15	15	22	18	18	15	18	23	19	13	7	27	19	6					
		1.19%	1.35%	1.10%	0.96%	0.91%	0.91%	1.51%	1.01%	1.22%	1.79%	0.15%	0.81%	1.51%	1.54%	1.76%	0.80%	1.10%	1.23%	1.05%	1.11%	1.16%	1.48%	1.13%	1.14%	0.99%	1.25%	1.79%	1.23%	1.01%	0.50%	2.0%	1.58%	1.04%					
30	"13. ""Демократическая партия России"""	65	0	2	2	0	3	4	2	0	1	2	2	0	0	3	1	3	5	2	6	2	6	2	5	0	1	2	4	0	2	1	2	0					
		0.14%	0.0%	0.15%	0.21%	0.0%	0.22%	0.30%	0.14%	0.0%	0.06%	0.15%	0.13%	0.0%	0.0%	0.19%	0.06%	0.17%	0.30%	0.14%	0.44%	0.15%	0.40%	0.12%	0.31%	0.0%	0.06%	0.15%	0.26%	0.0%	0.14%	0.07%	0.16%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	0	1	1	0	2	5	0	0	2	4	3	0	1	3	4	6	6	0	0	4	6	5	2	1	1	3	2	6	0	4	2	1					
		0.17%	0.0%	0.07%	0.10%	0.0%	0.15%	0.37%	0.0%	0.0%	0.12%	0.30%	0.20%	0.0%	0.08%	0.19%	0.24%	0.34%	0.37%	0.0%	0.0%	0.30%	0.40%	0.31%	0.12%	0.06%	0.06%	0.23%	0.13%	0.46%	0.0%	0.29%	0.16%	0.17%					
32	"15. ""Партия СЛОН"""	87	4	6	2	4	1	1	3	4	2	0	0	4	2	2	4	5	3	3	0	4	10	1	4	2	4	2	4	0	4	0	2	0					
		0.19%	0.31%	0.47%	0.21%	0.26%	0.07%	0.07%	0.21%	0.28%	0.12%	0.0%	0.0%	0.31%	0.16%	0.13%	0.24%	0.29%	0.18%	0.21%	0.0%	0.30%	0.67%	0.06%	0.25%	0.13%	0.27%	0.15%	0.26%	0.0%	0.28%	0.0%	0.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6547	197	169	135	274	163	171	180	265	245	193	245	242	153	147	293	262	225	192	198	176	245	224	191	214	185	178	228	224	193	202	224	114					
		14.89%	15.74%	13.34%	14.51%	17.92%	12.37%	12.96%	12.99%	19.10%	15.69%	14.72%	16.54%	19.29%	12.44%	9.61%	18.15%	15.24%	13.88%	13.45%	14.76%	13.63%	16.49%	14.10%	12.15%	14.13%	12.90%	13.92%	14.87%	17.48%	13.83%	14.96%	18.68%	19.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	0	3	0	0	0	2	2	0	1	0	1	2	3	0	0	0	0	2	1	0	1	0	1	0	1	1	0	1	3	0	2	1					
		0.06%	0.0%	0.23%	0.0%	0.0%	0.0%	0.15%	0.14%	0.0%	0.06%	0.0%	0.06%	0.15%	0.24%	0.0%	0.0%	0.0%	0.0%	0.14%	0.07%	0.0%	0.06%	0.0%	0.06%	0.0%	0.06%	0.07%	0.0%	0.07%	0.21%	0.0%	0.16%	0.17%					
35	"18. ""ЛДПР"""	3195	84	80	74	61	99	100	91	73	122	78	106	78	60	180	154	125	138	103	104	94	77	117	139	102	118	76	136	120	95	103	83	25					
		7.26%	6.71%	6.31%	7.95%	3.98%	7.51%	7.58%	6.57%	5.26%	7.81%	5.94%	7.15%	6.22%	4.88%	11.77%	9.54%	7.27%	8.51%	7.21%	7.75%	7.28%	5.18%	7.36%	8.84%	6.73%	8.22%	5.94%	8.87%	9.36%	6.81%	7.62%	6.92%	4.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	363	7	9	14	9	5	8	6	8	15	8	12	10	12	11	23	17	12	16	14	7	7	12	17	7	10	16	13	9	24	13	10	2					
		0.82%	0.55%	0.71%	1.50%	0.58%	0.37%	0.60%	0.43%	0.57%	0.96%	0.61%	0.81%	0.79%	0.97%	0.71%	1.42%	0.98%	0.74%	1.12%	1.04%	0.54%	0.47%	0.75%	1.08%	0.46%	0.69%	1.25%	0.84%	0.70%	1.72%	0.96%	0.83%	0.34%					
37	"20. ""Политическая партия ""Единая Россия"""	16105	359	511	348	494	468	428	605	445	543	537	560	432	527	697	591	570	567	557	491	466	511	557	617	436	539	534	560	473	578	525	389	190					
		36.63%	28.69%	40.36%	37.41%	32.30%	35.53%	32.44%	43.68%	32.08%	34.78%	40.96%	37.81%	34.44%	42.88%	45.58%	36.61%	33.15%	35.0%	39.03%	36.61%	36.09%	34.41%	35.07%	39.27%	28.79%	37.58%	41.78%	36.52%	36.92%	41.43%	38.88%	32.44%	33.15%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	2	0	1	2	1	1	1	5	0	0	0	2	4	2	0	0	1	1	0	3	0	0	2	1	0	2	1	3	3	0	0	1					
		0.08%	0.15%	0.0%	0.10%	0.13%	0.07%	0.07%	0.07%	0.36%	0.0%	0.0%	0.0%	0.15%	0.32%	0.13%	0.0%	0.0%	0.06%	0.07%	0.0%	0.23%	0.0%	0.0%	0.12%	0.06%	0.0%	0.15%	0.06%	0.23%	0.21%	0.0%	0.0%	0.17%					
39	"22. ""Развитие предпринимательства"""	127	5	2	2	2	5	3	3	5	5	5	8	3	3	5	2	8	5	5	2	1	8	4	4	7	4	6	0	2	6	0	5	2					
		0.28%	0.39%	0.15%	0.21%	0.13%	0.37%	0.22%	0.21%	0.36%	0.32%	0.38%	0.54%	0.23%	0.24%	0.32%	0.12%	0.46%	0.30%	0.35%	0.14%	0.07%	0.53%	0.25%	0.25%	0.46%	0.27%	0.46%	0.0%	0.15%	0.43%	0.0%	0.41%	0.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3127	90	99	61	146	138	102	80	143	107	102	99	111	83	70	115	121	105	81	106	95	91	111	83	135	91	75	109	78	68	97	81	54					
		7.11%	7.19%	7.81%	6.55%	9.54%	10.47%	7.73%	5.77%	10.31%	6.85%	7.78%	6.68%	8.85%	6.75%	4.57%	7.12%	7.03%	6.48%	5.67%	7.90%	7.35%	6.12%	6.98%	5.28%	8.91%	6.34%	5.86%	7.11%	6.08%	4.87%	7.18%	6.75%	9.42%					
																																							
41	Против всех	3229	83	85	61	105	97	77	95	97	119	70	112	75	118	147	118	125	139	112	84	98	81	104	125	113	104	100	149	117	100	82	89	48					
		7.34%	6.63%	6.71%	6.55%	6.86%	7.36%	5.83%	6.85%	6.99%	7.62%	5.33%	7.56%	5.98%	9.60%	9.61%	7.31%	7.27%	8.58%	7.84%	6.26%	7.59%	5.45%	6.54%	7.95%	7.46%	7.25%	7.82%	9.71%	9.13%	7.16%	6.07%	7.42%	8.37%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
