Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Нижнедевицкая																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134					
1	"Число избирателей, внесенных в список избирателей"	17569	2209	2133	825	459	464	451	226	431	751	347	387	467	418	296	328	530	204	502	314	142	377	394	570	118	481	624	453	305	241	271	466	549	549	287					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17930	2250	2160	840	470	470	450	230	440	770	350	390	480	430	310	340	540	210	520	320	150	380	400	580	120	490	630	480	310	250	280	470	560	550	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8403	1123	973	381	231	186	196	96	244	350	191	263	183	265	110	76	215	121	192	86	56	181	200	316	84	197	242	229	151	104	162	357	289	260	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4145	204	250	84	91	178	108	102	142	103	96	81	124	136	140	147	161	67	207	154	42	80	177	131	23	111	175	118	81	90	86	72	132	131	121					
6	Число погашенных избирательных бюллетеней	5382	923	937	375	148	106	146	32	54	317	63	46	173	29	60	117	164	22	121	80	52	119	23	133	13	182	213	133	78	56	32	41	139	159	96					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4145	204	250	84	91	178	108	102	142	103	96	81	124	136	140	147	161	67	207	154	42	80	177	131	23	111	175	118	81	90	86	72	132	131	121					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8401	1122	973	381	231	186	196	96	244	350	191	263	183	265	110	76	215	121	192	86	56	181	200	316	84	197	241	229	151	104	162	357	289	260	93					
9	Число недействительных избирательных бюллетеней	219	18	37	3	8	2	3	0	2	7	1	0	1	14	3	2	8	0	1	0	0	0	2	77	1	3	8	2	4	1	0	1	8	1	1					
10	Число действительных избирательных бюллетеней	12327	1308	1186	462	314	362	301	198	384	446	286	344	306	387	247	221	368	188	398	240	98	261	375	370	106	305	408	345	228	193	248	428	413	390	213					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	402	55	18	15	10	10	5	5	5	13	5	8	17	10	18	22	10	5	8	5	8	9	15	7	3	10	5	25	9	10	5	13	12	5	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	398	55	18	15	10	10	5	5	5	13	5	8	17	10	18	18	10	5	8	5	8	9	15	7	3	10	5	25	9	10	5	13	12	5	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	16	5	5	3	1	4	2	1	1	3	4	4	9	2	8	4	4	1	2	2	12	1	4	4	3	1	0	6	7	1	7	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1085	173	139	48	30	14	33	7	14	44	10	29	27	14	15	14	53	6	36	28	5	18	23	14	14	30	33	47	23	18	14	23	22	40	27					
		8.65%	13.05%	11.37%	10.32%	9.32%	3.85%	10.86%	3.54%	3.63%	9.71%	3.48%	8.43%	8.79%	3.49%	6.00%	6.28%	14.10%	3.19%	9.02%	11.67%	5.10%	6.90%	6.10%	3.13%	13.08%	9.74%	7.93%	13.54%	9.91%	9.28%	5.65%	5.36%	5.23%	10.23%	12.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1005	160	128	30	30	25	21	12	14	41	6	34	20	24	22	17	33	19	31	21	6	33	15	7	3	43	20	30	19	10	12	31	26	36	26					
		8.01%	12.07%	10.47%	6.45%	9.32%	6.87%	6.91%	6.06%	3.63%	9.05%	2.09%	9.88%	6.51%	5.99%	8.80%	7.62%	8.78%	10.11%	7.77%	8.75%	6.12%	12.64%	3.98%	1.57%	2.80%	13.96%	4.81%	8.65%	8.19%	5.15%	4.84%	7.23%	6.18%	9.21%	12.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	12	12	6	2	0	1	0	1	1	1	1	1	3	0	2	3	0	1	0	0	2	0	1	2	4	22	7	4	0	2	1	3	1	2					
		0.78%	0.90%	0.98%	1.29%	0.62%	0.00%	0.33%	0.00%	0.26%	0.22%	0.35%	0.29%	0.33%	0.75%	0.00%	0.90%	0.80%	0.00%	0.25%	0.00%	0.00%	0.77%	0.00%	0.22%	1.87%	1.30%	5.29%	2.02%	1.72%	0.00%	0.81%	0.23%	0.71%	0.26%	0.93%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2703	441	359	175	66	66	64	19	60	100	19	73	53	52	40	27	58	33	64	33	35	63	66	35	10	65	112	67	58	53	53	95	58	57	74					
