Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Можгинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634					
1	"Число избирателей, внесенных в список избирателей"	21642	469	397	1042	1506	290	213	864	374	1026	1053	604	460	770	447	849	459	242	636	663	790	245	318	797	670	346	861	498	73	361	611	596	777	1959	376					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21440	480	400	1050	1520	300	200	840	350	970	1070	620	460	770	430	800	470	250	650	650	780	250	320	800	670	340	830	380	70	370	620	620	770	1970	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13684	285	248	474	869	200	146	578	232	555	612	444	333	474	316	474	314	186	434	451	484	150	185	512	473	204	522	360	42	250	415	404	539	1281	238					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1341	22	53	152	107	13	8	39	10	140	69	9	23	15	9	29	18	9	14	46	71	10	11	25	29	9	110	17	3	16	26	45	57	116	11					
6	Число погашенных избирательных бюллетеней	6415	173	99	424	544	87	46	223	108	275	389	167	104	281	105	297	138	55	202	153	225	90	124	263	168	127	198	3	25	104	179	171	174	573	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1341	22	53	152	107	13	8	39	10	140	69	9	23	15	9	29	18	9	14	46	71	10	11	25	29	9	110	17	3	16	26	45	57	116	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13684	285	248	474	869	200	146	578	232	555	612	444	333	474	316	474	314	186	434	451	484	150	185	512	473	204	522	360	42	250	415	404	539	1281	238					
9	Число недействительных избирательных бюллетеней	197	6	8	10	5	1	2	17	4	12	7	3	2	6	6	11	5	3	6	6	6	3	3	9	11	2	2	3	0	6	3	3	6	13	7					
10	Число действительных избирательных бюллетеней	14828	301	293	616	971	212	152	600	238	683	674	450	354	483	319	492	327	192	442	491	549	157	193	528	491	211	630	374	45	260	438	446	590	1384	242					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	396	10	10	15	25	5	5	10	5	30	15	13	10	10	10	10	10	5	12	17	20	5	5	15	15	0	17	5	3	10	12	15	14	33	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	379	10	10	15	25	5	5	10	4	30	10	13	9	10	5	10	10	5	12	17	16	4	5	15	15	0	17	5	3	10	12	15	14	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	447	5	6	8	13	3	6	25	24	59	7	5	3	11	26	31	7	5	13	11	3	5	5	18	24	14	20	31	6	9	21	7	6	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	0	0	0	0	0	1	0	5	0	1	0	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1035	18	14	37	75	8	15	40	20	54	31	27	35	25	24	31	32	8	25	26	44	11	20	58	45	26	37	23	2	17	33	27	31	106	10					
		6.89%	5.86%	4.65%	5.91%	7.68%	3.76%	9.74%	6.48%	8.26%	7.77%	4.55%	5.96%	9.83%	5.11%	7.38%	6.16%	9.64%	4.10%	5.58%	5.23%	7.93%	6.88%	10.20%	10.80%	8.96%	12.21%	5.85%	6.10%	4.44%	6.39%	7.48%	6.01%	5.20%	7.59%	4.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2252	59	28	99	155	31	35	93	50	133	107	66	48	97	60	54	75	40	49	45	39	20	23	101	76	56	70	41	6	41	84	52	106	179	34					
		14.99%	19.22%	9.30%	15.81%	15.88%	14.55%	22.73%	15.07%	20.66%	19.14%	15.71%	14.57%	13.48%	19.84%	18.46%	10.74%	22.59%	20.51%	10.94%	9.05%	7.03%	12.50%	11.73%	18.81%	15.14%	26.29%	11.08%	10.88%	13.33%	15.41%	19.05%	11.58%	17.79%	12.81%	13.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	4	3	10	14	1	1	5	5	1	3	4	3	1	1	1	3	0	2	3	2	1	3	3	2	0	0	1	0	2	2	1	3	6	3					
		0.63%	1.30%	0.99%	1.60%	1.43%	0.47%	0.65%	0.81%	2.07%	0.14%	0.44%	0.88%	0.84%	0.20%	0.31%	0.20%	0.90%	0.00%	0.45%	0.60%	0.36%	0.63%	1.53%	0.56%	0.40%	0.00%	0.00%	0.27%	0.00%	0.75%	0.45%	0.22%	0.50%	0.43%	1.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1638	20	26	109	152	19	30	80	32	74	45	37	33	51	27	85	40	17	80	60	41	24	25	75	33	28	40	15	4	22	70	42	58	130	14					
		10.90%	6.51%	8.64%	17.41%	15.57%	8.92%	19.48%	12.97%	13.22%	10.65%	6.61%	8.17%	9.27%	10.43%	8.31%	16.90%	12.05%	8.72%	17.86%	12.07%	7.39%	15.00%	12.76%	13.97%	6.57%	13.15%	6.33%	3.98%	8.89%	8.27%	15.87%	9.35%	9.73%	9.31%	5.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	2	3	2	9	0	2	3	2	10	7	4	2	5	2	4	4	2	1	1	11	0	3	3	4	0	1	4	0	0	3	2	4	14	1					
		0.77%	0.65%	0.99%	0.32%	0.92%	0.00%	1.30%	0.49%	0.83%	1.44%	1.03%	0.88%	0.56%	1.02%	0.62%	0.80%	1.20%	1.03%	0.22%	0.20%	1.98%	0.00%	1.53%	0.56%	0.80%	0.00%	0.16%	1.06%	0.00%	0.00%	0.68%	0.45%	0.67%	1.00%	0.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9648	197	219	357	561	153	68	379	128	404	477	311	233	301	205	313	173	125	283	355	411	100	118	288	330	101	481	290	33	177	242	321	388	946	180					
		64.21%	64.17%	72.76%	57.03%	57.48%	71.83%	44.16%	61.43%	52.89%	58.13%	70.04%	68.65%	65.45%	61.55%	63.08%	62.23%	52.11%	64.10%	63.17%	71.43%	74.05%	62.50%	60.20%	53.63%	65.74%	47.42%	76.11%	76.92%	73.33%	66.54%	54.88%	71.49%	65.10%	67.72%	72.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	1	0	2	5	0	1	0	1	7	4	1	0	3	0	4	0	0	2	1	1	1	1	0	1	0	1	0	0	1	4	1	0	3	0					
		0.31%	0.33%	0.00%	0.32%	0.51%	0.00%	0.65%	0.00%	0.41%	1.01%	0.59%	0.22%	0.00%	0.61%	0.00%	0.80%	0.00%	0.00%	0.45%	0.20%	0.18%	0.63%	0.51%	0.00%	0.20%	0.00%	0.16%	0.00%	0.00%	0.38%	0.91%	0.22%	0.00%	0.21%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
