Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Краснохолмская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587					
1	"Число избирателей, внесенных в списки"	11651	1865	1826	1671	725	170	402	237	486	284	444	333	331	120	200	139	278	364	341	182	325	508	420					
2	"Число бюллетеней, полученных участковыми комиссиями"	11439	1850	1800	1650	700	171	400	230	470	280	430	320	320	123	200	141	270	350	330	184	320	500	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5104	912	976	843	282	104	105	79	178	103	176	189	117	66	84	57	126	146	118	50	130	151	112					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2020	48	43	53	115	46	111	107	141	115	89	8	109	16	64	53	104	107	99	97	135	160	200					
6	Число погашенных бюллетеней	4315	890	781	754	303	21	184	44	151	62	165	123	94	41	52	31	40	97	113	37	55	189	88					
7	Число бюллетеней в переносных ящиках для голосования	2015	48	43	53	115	46	111	107	141	115	89	8	109	16	64	53	104	107	99	97	130	160	200					
8	Число бюллетеней в стационарных ящиках для голосования	5107	912	976	842	282	104	105	79	178	103	176	189	117	66	84	56	126	146	118	50	135	151	112					
9	Число недействительных бюллетеней	79	6	15	12	2	1	3	0	1	0	9	7	9	1	1	0	1	0	7	0	0	2	2					
10	Число действительных бюллетеней	7043	954	1004	883	395	149	213	186	318	218	256	190	217	81	147	109	229	253	210	147	265	309	310					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	460	50	50	50	20	10	20	10	20	20	20	20	20	10	10	10	10	20	20	10	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	9	10	12	2	2	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	7	2	3	0	1	1	2	1	1	1	0	1	0	0	0	0	2	3	0	3	0	3					
14	Число погашенных открепительных удостоверений	417	41	40	38	18	8	19	10	19	20	19	20	19	9	9	10	9	20	19	10	20	20	20					
15	Число открепительных удостоверений выданных ТИК	5	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	124	19	7	17	5	1	4	3	4	6	11	6	1	3	3	4	12	1	4	4	1	2	6					
		1.74%	1.97%	0.68%	1.89%	1.25%	0.66%	1.85%	1.61%	1.25%	2.75%	4.15%	3.04%	0.44%	3.65%	2.02%	3.66%	5.21%	0.39%	1.84%	2.72%	0.37%	0.64%	1.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	85	17	12	13	10	0	1	3	1	0	3	5	4	1	2	0	1	3	3	1	1	3	1					
		1.19%	1.77%	1.17%	1.45%	2.51%	0.0%	0.46%	1.61%	0.31%	0.0%	1.13%	2.53%	1.76%	1.21%	1.35%	0.0%	0.43%	1.18%	1.38%	0.68%	0.37%	0.96%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	238	38	31	38	15	5	6	8	13	7	11	7	7	2	7	4	4	9	2	4	5	12	3					
