Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Новоалтайская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №1876					
1	"Число избирателей, внесенных в список избирателей"	58635	2128	2612	2205	2599	2234	2814	1406	1232	960	2602	960	2810	2356	2092	2736	2478	2483	1936	2917	2693	1166	1748	1766	2730	1432	2830	1078	1632					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49110	1800	2200	1900	2200	1800	2300	1150	1040	800	2100	800	2400	2000	1700	2300	2100	2100	1670	2400	2300	1000	1400	1500	2300	1150	2400	900	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27532	840	964	934	1092	759	1524	710	515	391	1282	592	1579	1220	960	1417	1327	1281	1118	1531	1416	500	930	630	1080	475	1133	502	830					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1171	43	67	34	58	116	49	32	27	15	11	4	32	49	52	30	66	27	54	30	52	12	16	66	54	90	39	23	23					
6	Число погашенных избирательных бюллетеней	20407	917	1169	932	1050	925	727	408	498	394	807	204	789	731	688	853	707	792	498	839	832	488	454	804	1166	585	1228	375	547					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1148	43	67	34	58	116	26	32	27	15	11	4	32	49	52	30	66	27	54	30	52	12	16	66	54	90	39	23	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27526	840	964	934	1091	759	1524	710	515	391	1282	592	1579	1220	960	1416	1327	1280	1117	1529	1416	500	930	630	1080	475	1133	502	830					
9	Число недействительных избирательных бюллетеней	609	25	14	24	45	10	37	16	15	13	16	11	29	19	17	30	37	26	24	17	30	17	25	19	28	9	16	13	27					
10	Число действительных избирательных бюллетеней	28065	858	1017	944	1104	865	1513	726	527	393	1277	585	1582	1250	995	1416	1356	1281	1147	1542	1438	495	921	677	1106	556	1156	512	826					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	401	10	28	18	14	12	15	10	5	6	23	10	23	15	10	22	20	20	10	25	20	8	13	10	15	10	10	10	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	367	8	26	18	14	9	15	9	2	6	23	9	23	14	8	22	20	20	8	24	19	5	13	8	13	7	9	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	210	4	2	5	6	8	15	9	5	3	11	13	7	8	4	8	8	13	11	9	6	10	8	6	2	5	9	9	6					
14	Число погашенных неиспользованных открепительных удостоверений	34	2	2	0	0	3	0	1	3	0	0	1	0	1	2	0	0	0	2	1	1	3	0	2	2	3	1	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	1	2	1	0	3	6	1	3	0	7	7	6	8	4	12	4	1	6	7	3	3	2	0	1	0	10	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4851	149	152	171	182	133	273	138	99	62	215	94	262	231	180	289	252	209	131	256	246	89	128	113	196	116	200	129	156					
		16.92%	16.87%	14.74%	17.67%	15.84%	15.20%	17.61%	18.60%	18.27%	15.27%	16.63%	15.77%	16.26%	18.20%	17.79%	19.99%	18.09%	15.99%	11.19%	16.42%	16.76%	17.38%	13.53%	16.24%	17.28%	20.53%	17.06%	24.57%	18.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4978	147	199	183	193	152	225	120	88	61	256	123	253	179	157	264	188	241	258	288	228	99	164	122	230	114	214	97	135					
		17.36%	16.65%	19.30%	18.90%	16.80%	17.37%	14.52%	16.17%	16.24%	15.02%	19.80%	20.64%	15.70%	14.11%	15.51%	18.26%	13.50%	18.44%	22.03%	18.47%	15.53%	19.34%	17.34%	17.53%	20.28%	20.18%	18.26%	18.48%	15.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	212	1	6	6	9	5	12	6	6	2	7	3	19	9	8	9	14	12	10	13	12	3	7	2	6	8	10	4	3					
		0.74%	0.11%	0.58%	0.62%	0.78%	0.57%	0.77%	0.81%	1.11%	0.49%	0.54%	0.50%	1.18%	0.71%	0.79%	0.62%	1.01%	0.92%	0.85%	0.83%	0.82%	0.59%	0.74%	0.29%	0.53%	1.42%	0.85%	0.76%	0.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7758	224	264	239	282	259	435	208	153	101	348	182	488	412	269	365	458	381	240	409	429	118	263	166	257	115	323	128	242					
		27.06%	25.37%	25.61%	24.69%	24.54%	29.60%	28.06%	28.03%	28.23%	24.88%	26.91%	30.54%	30.29%	32.47%	26.58%	25.24%	32.88%	29.15%	20.50%	26.23%	29.22%	23.05%	27.80%	23.85%	22.66%	20.35%	27.56%	24.38%	28.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	725	22	23	23	16	21	62	19	10	4	28	19	58	39	37	36	35	47	22	45	43	10	17	8	20	6	19	15	21					
		2.53%	2.49%	2.23%	2.38%	1.39%	2.40%	4.00%	2.56%	1.85%	0.99%	2.17%	3.19%	3.60%	3.07%	3.66%	2.49%	2.51%	3.60%	1.88%	2.89%	2.93%	1.95%	1.80%	1.15%	1.76%	1.06%	1.62%	2.86%	2.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9432	313	371	320	418	293	497	229	170	163	419	161	496	376	340	447	403	383	481	525	475	175	340	263	394	196	387	135	262					
		32.89%	35.45%	35.98%	33.06%	36.38%	33.49%	32.06%	30.86%	31.37%	40.15%	32.41%	27.01%	30.79%	29.63%	33.60%	30.91%	28.93%	29.30%	41.08%	33.68%	32.36%	34.18%	35.94%	37.79%	34.74%	34.69%	33.02%	25.71%	30.72%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	109	2	2	2	4	2	9	6	1	0	4	3	6	4	4	6	6	8	5	6	5	1	2	3	3	1	3	4	7					
		0.38%	0.23%	0.19%	0.21%	0.35%	0.23%	0.58%	0.81%	0.18%	0.00%	0.31%	0.50%	0.37%	0.32%	0.40%	0.41%	0.43%	0.61%	0.43%	0.38%	0.34%	0.20%	0.21%	0.43%	0.26%	0.18%	0.26%	0.76%	0.82%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
