Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Белозерская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №60	УИК №61	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86					
1	"Число избирателей, внесенных в список избирателей"	15320	613	892	1552	355	1764	1771	1688	1817	421	248	287	333	297	173	165	134	465	242	426	149	308	157	249	814					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14030	550	800	1400	320	1600	1600	1500	1600	420	230	270	330	280	170	170	150	460	230	380	140	300	150	230	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6898	168	326	665	181	791	843	863	826	164	112	170	102	133	74	36	57	216	130	208	54	165	94	113	407					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1343	164	70	71	19	40	57	142	51	99	63	15	95	41	27	39	25	104	20	79	41	25	10	23	23					
6	Число погашенных избирательных бюллетеней	5789	218	404	664	120	769	700	495	723	157	55	85	133	106	69	95	68	140	80	93	45	110	46	94	320					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1343	164	70	71	19	40	57	142	51	99	63	15	95	41	27	39	25	104	20	79	41	25	10	23	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6897	168	326	664	181	791	843	863	826	164	112	170	102	133	74	36	57	216	130	208	54	165	94	113	407					
9	Число недействительных избирательных бюллетеней	123	4	2	10	8	11	12	8	20	4	1	6	4	1	1	1	2	2	3	7	2	1	1	3	9					
10	Число действительных избирательных бюллетеней	8117	328	394	725	192	820	888	997	857	259	174	179	193	173	100	74	80	318	147	280	93	189	103	133	421					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	464	5	10	17	15	35	35	25	35	25	20	20	20	10	15	10	17	35	20	30	15	15	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	307	2	0	15	2	29	25	21	30	25	15	15	6	3	10	10	17	35	4	2	5	11	9	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	3	5	16	3	14	9	9	17	12	5	27	1	5	2	2	1	9	1	5	5	1	3	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	157	3	10	2	13	6	10	4	5	0	5	5	14	7	5	0	0	0	16	28	10	4	1	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	1	0	0	1	4	2	0	0	0	0	2	0	7	0	4	1	1	0	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2436	74	122	270	44	281	322	385	307	70	38	28	23	26	25	16	4	76	42	59	21	39	17	34	113					
		29.56%	22.29%	30.81%	36.73%	22.00%	33.81%	35.78%	38.31%	35.01%	26.62%	21.71%	15.14%	11.68%	14.94%	24.75%	21.33%	4.88%	23.75%	28.00%	20.56%	22.11%	20.53%	16.35%	25.00%	26.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1129	38	62	97	30	112	112	103	118	36	38	33	24	10	10	16	13	41	17	47	11	30	20	26	85					
		13.70%	11.45%	15.66%	13.20%	15.00%	13.48%	12.44%	10.25%	13.45%	13.69%	21.71%	17.84%	12.18%	5.75%	9.90%	21.33%	15.85%	12.81%	11.33%	16.38%	11.58%	15.79%	19.23%	19.12%	19.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	1	4	2	1	2	4	8	5	8	2	1	1	0	1	1	3	1	2	2	1	1	0	5	2					
