Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Белозерская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89					
1	"Число избирателей, внесенных в списки избирателей"	15890	513	894	189	1709	372	1718	1797	1780	1817	345	76	202	54	302	312	193	156	182	342	95	270	465	126	359	175	263	820	225	60	79					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15022	480	848	190	1620	340	1555	1640	1645	1710	340	80	200	57	270	310	200	142	195	348	108	262	453	130	333	165	255	777	224	65	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8760	218	395	81	879	227	971	1039	1038	981	201	42	130	20	170	164	91	69	86	196	26	172	251	64	248	127	148	503	136	52	35					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1773	105	125	33	99	13	38	77	191	66	80	28	24	31	51	62	60	56	53	89	57	46	128	30	42	13	45	50	48	5	28					
6	Число погашенных избирательных бюллетеней	4489	157	328	76	642	100	546	524	416	663	59	10	46	6	49	84	49	17	56	63	25	44	74	36	43	25	62	224	40	8	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1773	105	125	33	99	13	38	77	191	66	80	28	24	31	51	62	60	56	53	89	57	46	128	30	42	13	45	50	48	5	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8758	218	395	81	879	227	971	1037	1038	981	201	42	130	20	170	164	91	69	86	196	26	172	251	64	248	127	148	503	136	52	35					
9	Число недействительных избирательных бюллетеней	54	0	1	0	5	2	5	3	2	13	2	0	1	0	2	1	0	1	1	3	0	0	1	0	1	2	3	5	0	0	0					
10	Число действительных избирательных бюллетеней	10477	323	519	114	973	238	1004	1111	1227	1034	279	70	153	51	219	225	151	124	138	282	83	218	378	94	289	138	190	548	184	57	63					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	850	30	30	20	50	20	50	50	50	50	20	20	20	10	30	30	30	30	30	30	20	30	30	20	20	20	20	30	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	409	3	11	0	15	9	26	31	15	26	17	4	19	6	8	10	18	13	20	29	19	13	16	8	19	15	18	11	9	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	218	2	0	2	14	7	20	13	21	26	4	1	8	3	25	4	6	2	3	7	5	1	11	2	4	4	4	9	5	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	441	27	19	20	35	11	24	19	35	24	3	16	1	4	22	20	12	17	10	1	1	17	14	12	1	5	2	19	11	19	20					
