Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Похвистневская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
1	"Число избирателей, внесенных в список"	22880	1108	535	211	1353	177	382	1399	397	862	174	306	162	551	854	755	128	1324	998	250	553	2620	402	923	1820	178	1459	106	76	681	952	178	562	444					
2	Число полученных избирательных бюллетеней	23450	1148	533	212	1400	175	396	1475	400	880	182	315	170	565	870	775	132	1345	1012	256	563	2685	412	943	1865	182	1470	109	86	704	970	200	575	445					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16766	702	357	139	848	150	308	946	311	683	96	241	128	463	790	501	89	1134	834	184	418	1552	306	674	1279	136	1209	87	53	568	640	149	430	361					
5	"Число избирательных бюллетеней, выданных вне помещения"	1808	135	51	40	90	4	20	158	58	22	60	27	15	31	17	52	19	58	83	26	47	139	22	121	141	26	53	14	14	39	114	29	60	23					
6	Число погашенных избирательных бюллетеней	4876	311	125	33	462	21	68	371	31	175	26	47	27	71	63	222	24	153	95	46	98	994	84	148	445	20	208	8	19	97	216	22	85	61					
7	Число избирательных бюллетеней в переносных ящиках	1808	135	51	40	90	4	20	158	58	22	60	27	15	31	17	52	19	58	83	26	47	139	22	121	141	26	53	14	14	39	114	29	60	23					
8	Число бюллетеней в стационарных ящиках для голосования	16766	702	357	139	848	150	308	946	311	683	96	241	128	463	790	501	89	1134	834	184	418	1552	306	674	1279	136	1209	87	53	568	640	149	430	361					
9	Число недействительных избирательных бюллетеней	436	6	4	3	0	0	7	27	0	12	2	8	2	3	32	10	1	3	115	2	1	19	3	11	46	0	31	1	0	8	7	3	18	51					
10	Число действительных избирательных бюллетеней	18138	831	404	176	938	154	321	1077	369	693	154	260	141	491	775	543	107	1189	802	208	464	1672	325	784	1374	162	1231	100	67	599	747	175	472	333					
