Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Полтавская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434					
1	"Число избирателей, внесенных в список избирателей"	17117	920	159	107	190	248	681	231	113	212	104	488	107	293	206	153	52	174	1011	130	119	206	663	64	162	187	94	849	276	1028	84	246	152	120	1764	1721	2521	793	230	28	124	107					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17396	954	175	107	195	266	696	227	108	219	104	497	106	285	207	160	52	176	1041	128	125	221	678	63	162	188	97	867	286	1052	86	248	158	143	1788	1711	2437	848	257	29	134	115					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11982	720	132	100	119	171	552	173	99	170	95	304	85	224	197	126	48	119	706	98	111	162	458	49	133	157	70	529	206	710	82	196	148	115	1069	1089	1453	576	190	26	113	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	734	24	7	3	15	16	22	8	9	0	0	24	0	3	0	4	0	20	67	0	0	6	49	0	2	8	3	21	12	59	2	20	0	5	52	93	138	41	0	0	1	0					
6	Число погашенных избирательных бюллетеней	4680	210	36	4	61	79	122	46	0	49	9	169	21	58	10	30	4	37	268	30	14	53	171	14	27	23	24	317	68	283	2	32	10	23	667	529	846	231	67	3	20	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	734	24	7	3	15	16	22	8	9	0	0	24	0	3	0	4	0	20	67	0	0	6	49	0	2	8	3	21	12	59	2	20	0	5	52	93	138	41	0	0	1	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11982	720	132	100	119	171	552	173	99	170	95	304	85	224	197	126	48	119	706	98	111	162	458	49	133	157	70	529	206	710	82	196	148	115	1069	1089	1453	576	190	26	113	102					
9	Число недействительных избирательных бюллетеней	156	6	0	0	1	1	3	1	1	1	0	6	2	4	1	4	0	1	5	4	1	2	10	0	0	2	1	7	2	11	1	0	0	5	20	23	21	8	0	0	1	0					
10	Число действительных избирательных бюллетеней	12560	738	139	103	133	186	571	180	107	169	95	322	83	223	196	126	48	138	768	94	110	166	497	49	135	163	72	543	216	758	83	216	148	115	1101	1159	1570	609	190	26	113	102					
