Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Руднянская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423									
1	"Число избирателей, включенных в список избирателей"	11865	998	343	980	920	965	288	964	294	190	193	673	412	800	307	851	388	213	795	233	304	287	98	369									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12997	1032	365	1001	979	1041	332	1036	325	215	226	740	434	855	339	958	462	245	917	236	391	341	108	419									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6706	548	158	491	540	564	162	522	165	93	85	384	177	524	239	517	185	124	446	102	224	159	66	231									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1891	74	30	176	86	77	42	126	34	42	46	111	117	168	42	105	107	44	137	107	61	61	29	69									
6	Число погашенных избирательных бюллетеней	4400	410	177	334	353	400	128	388	126	80	95	245	140	163	58	336	170	77	334	27	106	121	13	119									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1891	74	30	176	86	77	42	126	34	42	46	111	117	168	42	105	107	44	137	107	61	61	29	69									
8	Число бюллетеней в стационарных ящиках для голосования	6706	548	158	491	540	564	162	522	165	93	85	384	177	524	239	517	185	124	446	102	224	159	66	231									
9	Число недействительных избирательных бюллетеней	44	6	1	3	7	5	1	2	2	0	0	2	4	2	0	0	0	3	3	1	1	0	0	1									
