Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Кондинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23496	164	234	1062	407	1101	1057	380	365	1458	1831	1394	1617	1135	597	1174	1392	931	1016	762	609	488	121	1014	1228	747	338	460	414									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25000	190	235	1200	405	1245	1305	380	370	1535	1920	1605	1665	1200	655	1270	1450	940	1055	885	600	500	120	1010	1300	740	340	460	420									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	40	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12593	134	136	629	289	582	531	201	191	720	919	754	709	585	318	773	824	448	556	425	278	280	63	535	572	448	158	258	277									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	830	8	5	35	12	96	101	20	17	25	26	95	18	82	19	34	35	32	11	22	12	17	0	10	41	19	5	19	14									
6	Число погашенных избирательных бюллетеней	11537	48	94	536	104	567	640	159	162	790	975	756	938	533	318	463	591	460	488	438	310	203	57	465	687	273	177	176	129									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	870	8	5	35	12	96	134	20	17	25	26	95	18	82	19	34	35	32	11	22	12	17	0	10	41	19	5	26	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12592	134	136	629	289	582	531	201	191	720	919	754	708	585	318	773	824	448	556	425	278	280	63	535	572	448	158	258	277									
9	Число недействительных избирательных бюллетеней	632	2	2	17	6	52	44	6	10	27	43	34	15	12	33	83	59	12	10	33	11	10	6	28	42	10	11	10	4									
10	Число действительных избирательных бюллетеней	12830	140	139	647	295	626	621	215	198	718	902	815	711	655	304	724	800	468	557	414	279	287	57	517	571	457	152	274	287									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	745	5	5	20	10	50	50	15	15	40	50	50	50	40	20	30	30	35	50	20	20	15	5	30	30	20	10	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	400	1	0	20	5	50	50	5	5	8	16	25	22	22	6	4	7	35	48	8	1	5	3	7	16	3	4	15	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	3	2	4	2	5	2	4	5	15	14	20	7	9	4	5	5	1	3	10	3	5	1	6	4	8	3	5	5									
14	Число погашенных неиспользованных открепительных удостоверений	345	4	5	0	5	0	0	10	10	32	34	25	28	18	14	26	23	0	2	12	19	10	2	23	14	17	6	0	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	0	0	0	0	2	12	0	0	4	13	5	3	3	1	1	0	0	1	1	2	0	0	2	0	0	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	1	2	4	3	5	6	3	4	13	7	10	1	1	2	5	0	3	5	5	2	3	1	3	11	3	0	2	5									
		0.82%	0.70%	1.42%	0.60%	0.99%	0.74%	0.90%	1.36%	1.92%	1.74%	0.74%	1.18%	0.14%	0.15%	0.59%	0.62%	0.00%	0.63%	0.88%	1.12%	0.69%	1.01%	1.59%	0.55%	1.79%	0.64%	0.00%	0.70%	1.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	256	3	2	28	3	13	5	5	0	13	15	10	10	4	7	24	28	6	10	8	8	6	3	4	11	8	4	4	14									
		1.90%	2.11%	1.42%	4.22%	0.99%	1.92%	0.75%	2.26%	0.00%	1.74%	1.59%	1.18%	1.38%	0.60%	2.08%	2.97%	3.26%	1.25%	1.76%	1.79%	2.76%	2.02%	4.76%	0.73%	1.79%	1.71%	2.45%	1.41%	4.81%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	309	5	5	26	5	16	15	5	2	17	31	24	14	19	10	18	9	9	10	10	6	5	4	5	14	8	3	8	6									
		2.30%	3.52%	3.55%	3.92%	1.66%	2.36%	2.26%	2.26%	0.96%	2.28%	3.28%	2.83%	1.93%	2.85%	2.97%	2.23%	1.05%	1.88%	1.76%	2.24%	2.07%	1.68%	6.35%	0.92%	2.28%	1.71%	1.84%	2.82%	2.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6139	89	72	247	199	290	343	125	87	309	408	337	292	314	135	323	339	234	288	179	117	145	11	282	311	268	84	152	159									
		45.60%	62.68%	51.06%	37.20%	66.11%	42.77%	51.58%	56.56%	41.83%	41.48%	43.17%	39.69%	40.22%	47.08%	40.06%	40.02%	39.46%	48.75%	50.79%	40.04%	40.34%	48.82%	17.46%	51.74%	50.73%	57.39%	51.53%	53.52%	54.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	2	0	3	6	3	1	1	0	4	3	5	5	2	0	10	2	1	1	2	2	1	0	0	3	2	2	1	2									
		0.48%	1.41%	0.00%	0.45%	1.99%	0.44%	0.15%	0.45%	0.00%	0.54%	0.32%	0.59%	0.69%	0.30%	0.00%	1.24%	0.23%	0.21%	0.18%	0.45%	0.69%	0.34%	0.00%	0.00%	0.49%	0.43%	1.23%	0.35%	0.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	1	1	1	1	0	0	0	1	0	1	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	1									
		0.11%	0.00%	0.00%	0.15%	0.33%	0.15%	0.15%	0.00%	0.00%	0.00%	0.11%	0.00%	0.14%	0.00%	0.00%	0.25%	0.35%	0.42%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%									
