Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Хворостянская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491					
1	"Число избирателей, внесенных в списки избирателей"	10858	575	658	293	842	163	93	547	269	289	379	738	869	239	428	94	173	102	423	1971	1509	204					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10499	540	630	277	808	181	110	524	266	276	367	715	831	230	392	95	177	99	395	1949	1440	197					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8439	327	457	251	694	123	81	437	223	182	319	531	709	146	310	85	151	88	326	1617	1235	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1363	104	141	24	75	18	11	70	30	91	30	152	96	66	64	8	11	9	53	158	112	40					
6	Число погашенных избирательных бюллетеней	697	109	32	2	39	40	18	17	13	3	18	32	26	18	18	2	15	2	16	174	93	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1363	104	141	24	75	18	11	70	30	91	30	152	96	66	64	8	11	9	53	158	112	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8439	327	457	251	694	123	81	437	223	182	319	531	709	146	310	85	151	88	326	1617	1235	147					
9	Число недействительных избирательных бюллетеней	138	2	9	1	65	4	0	1	6	2	3	3	3	5	1	1	0	1	7	12	9	3					
10	Число действительных избирательных бюллетеней	9664	429	589	274	704	137	92	506	247	271	346	680	802	207	373	92	162	96	372	1763	1338	184					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	249	0	14	0	20	7	6	14	8	8	14	12	10	1	9	4	8	0	13	48	36	17					
