Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Лузская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715					
1	"Число избирателей, внесенных в список"	17425	643	272	152	432	249	258	186	1670	824	1037	146	317	388	283	379	376	242	2080	1621	1908	2554	731	677					
2	Число полученных избирательных бюллетеней	17650	670	280	158	440	260	260	187	1680	860	1070	148	320	395	295	395	385	255	1970	1677	1930	2560	745	710					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8558	370	177	117	172	121	108	102	830	439	476	58	93	170	108	174	194	139	990	955	931	1150	324	360					
5	"Число избирательных бюллетеней, выданных вне помещения"	1788	50	73	26	137	52	89	39	120	27	48	51	166	131	76	128	49	51	130	91	70	76	86	22					
6	Число погашенных избирательных бюллетеней	7304	250	30	15	131	87	63	46	730	394	546	39	61	94	111	93	142	65	850	631	929	1334	335	328					
7	Число избирательных бюллетеней в переносных ящиках	1788	50	73	26	137	52	89	39	120	27	48	51	166	131	76	128	49	51	130	91	70	76	86	22					
8	Число бюллетеней в стационарных ящиках для голосования	8557	370	177	117	172	121	108	102	830	439	476	58	93	170	108	174	194	139	990	955	931	1149	324	360					
9	Число недействительных избирательных бюллетеней	72	4	1	0	2	1	1	0	11	1	8	1	0	2	0	1	1	1	3	10	2	16	4	2					
10	Число действительных избирательных бюллетеней	10273	416	249	143	307	172	196	141	939	465	516	108	259	299	184	301	242	189	1117	1036	999	1209	406	380					
11	Число полученных открепительных  удостоверений	286	10	10	12	12	10	12	12	21	11	15	10	12	10	12	10	10	10	15	15	20	20	8	9					
12	Число выданных открепительных удостоверений	90	2	1	5	0	1	0	2	6	3	4	2	1	2	1	7	5	1	7	12	14	9	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	3	0	2	3	0	1	3	5	1	1	0	0	1	1	5	0	1	12	3	5	6	1	1					
14	Число неиспользованных открепительных удостоверений	196	8	9	7	12	9	12	10	15	8	11	8	11	8	11	3	5	9	8	3	6	11	7	5					
15	"Число открепительных удостоверений, выданных в ТИК"	14	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	1	1	1	4	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	321	13	3	2	7	4	10	1	13	18	19	0	3	3	4	7	1	3	53	56	35	43	15	8					
		3.10%	3.10%	1.20%	1.40%	2.27%	2.31%	5.08%	0.71%	1.37%	3.86%	3.63%	0.00%	1.16%	1.00%	2.17%	2.32%	0.41%	1.58%	4.73%	5.35%	3.50%	3.51%	3.66%	2.09%					
19	. Малышкин Олег Александрович	201	15	4	1	3	3	5	1	14	18	13	0	4	3	1	6	6	0	20	27	13	29	8	7					
		1.94%	3.57%	1.60%	0.70%	0.97%	1.73%	2.54%	0.71%	1.47%	3.86%	2.48%	0.00%	1.54%	1.00%	0.54%	1.99%	2.47%	0.00%	1.79%	2.58%	1.30%	2.37%	1.95%	1.83%					
20	. Миронов Сергей Михайлович	126	9	1	2	3	1	1	0	11	9	14	1	2	2	3	2	3	2	13	15	12	10	3	7					
		1.22%	2.14%	0.40%	1.40%	0.97%	0.58%	0.51%	0.00%	1.16%	1.93%	2.67%	0.92%	0.77%	0.66%	1.63%	0.66%	1.23%	1.05%	1.16%	1.43%	1.20%	0.82%	0.73%	1.83%					
21	. Путин Владимир Владимирович	7299	303	196	90	208	128	135	113	707	321	362	71	183	197	135	229	190	151	733	711	683	843	308	302					
		70.56%	72.14%	78.40%	62.94%	67.31%	73.99%	68.53%	80.14%	74.42%	68.88%	69.08%	65.14%	70.66%	65.45%	73.37%	75.83%	78.19%	79.47%	65.45%	67.97%	68.23%	68.82%	75.12%	79.06%					
22	. Хакамада Ирина Муцуовна	196	5	3	0	1	4	2	1	11	10	10	0	4	5	2	3	4	0	27	37	23	29	10	5					
		1.89%	1.19%	1.20%	0.00%	0.32%	2.31%	1.02%	0.71%	1.16%	2.15%	1.91%	0.00%	1.54%	1.66%	1.09%	0.99%	1.65%	0.00%	2.41%	3.54%	2.30%	2.37%	2.44%	1.31%					
23	. Харитонов Николай Михайлович	1960	61	31	46	81	28	38	25	175	83	92	36	60	86	39	54	38	33	245	174	210	233	55	37					
		18.95%	14.52%	12.40%	32.17%	26.21%	16.18%	19.29%	17.73%	18.42%	17.81%	17.56%	33.03%	23.17%	28.57%	21.20%	17.88%	15.64%	17.37%	21.87%	16.63%	20.98%	19.02%	13.41%	9.69%					
																														
24	Против всех	170	10	11	2	4	4	5	0	8	6	6	0	3	3	0	0	0	0	26	16	23	22	7	14					
		1.64%	2.38%	4.40%	1.40%	1.29%	2.31%	2.54%	0.00%	0.84%	1.29%	1.15%	0.00%	1.16%	1.00%	0.00%	0.00%	0.00%	0.00%	2.32%	1.53%	2.30%	1.80%	1.71%	3.66%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
