Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Мучкапская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12013	2008	2037	2033	220	649	87	466	234	555	64	264	210	349	127	282	83	226	739	232	631	517									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12096	2011	2058	2042	233	663	88	474	236	559	64	263	207	358	131	278	84	223	747	230	629	518									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4349	643	602	673	82	218	57	210	88	213	43	80	142	228	49	144	35	109	246	110	220	157									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1151	115	176	161	18	81	10	39	38	56	10	62	29	42	13	23	7	38	68	39	64	62									
6	Число погашенных избирательных бюллетеней	6596	1253	1280	1208	133	364	21	225	110	290	11	121	36	88	69	111	42	76	433	81	345	299									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1151	115	176	161	18	81	10	39	38	56	10	62	29	42	13	23	7	38	68	39	64	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4349	643	602	673	82	218	57	210	88	213	43	80	142	228	49	144	35	109	246	110	220	157									
9	Число недействительных избирательных бюллетеней	91	21	8	21	0	4	0	7	2	8	1	3	0	3	0	0	1	1	7	1	0	3									
10	Число действительных избирательных бюллетеней	5409	737	770	813	100	295	67	242	124	261	52	139	171	267	62	167	41	146	307	148	284	216									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	165	20	22	23	6	10	2	8	2	10	2	3	2	8	2	8	2	3	9	3	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	76	10	20	7	6	2	0	5	0	4	0	2	1	2	1	0	0	2	7	1	2	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	7	2	3	0	1	0	5	1	3	0	1	2	0	1	2	0	1	5	2	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	89	10	2	16	0	8	2	3	2	6	2	1	1	6	1	8	2	1	2	2	8	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	11	5	6	3	9	0	1	0	1	0	1	0	4	0	0	0	1	0	0	1	1									
