Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Венгеровская  																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в список избирателей"	16154	1174	983	1265	1216	632	94	264	462	260	157	145	499	293	160	875	222	262	84	313	495	103	202	467	322	100	551	802	171	267	341	124	91	195	72	98	513	257	141	387	91	957	47					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14209	844	720	913	869	598	98	249	464	247	162	149	480	284	171	828	206	240	91	300	456	101	185	426	300	105	510	743	176	239	328	130	96	202	79	118	475	262	149	360	97	720	39					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9337	582	467	657	567	353	72	177	303	162	115	115	306	193	118	488	135	141	55	238	276	67	137	261	236	80	269	507	120	181	212	85	55	130	57	79	307	144	110	290	62	407	21					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1415	72	51	80	60	80	7	40	29	27	3	11	44	32	17	86	32	19	5	20	54	9	10	62	25	11	65	61	10	18	30	8	10	34	5	0	69	71	10	26	12	82	18					
6	Число погашенных избирательных бюллетеней	3457	190	202	176	242	165	19	32	132	58	44	23	130	59	36	254	39	80	31	42	126	25	38	103	39	14	176	175	46	40	86	37	31	38	17	39	99	47	29	44	23	231	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1415	72	51	80	60	80	7	40	29	27	3	11	44	32	17	86	32	19	5	20	54	9	10	62	25	11	65	61	10	18	30	8	10	34	5	0	69	71	10	26	12	82	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9337	582	467	657	567	353	72	177	303	162	115	115	306	193	118	488	135	141	55	238	276	67	137	261	236	80	269	507	120	181	212	85	55	130	57	79	307	144	110	290	62	407	21					
9	Число недействительных избирательных бюллетеней	102	5	3	6	4	7	0	1	6	4	0	0	0	3	0	7	0	1	1	3	5	0	0	3	1	1	4	6	0	2	3	0	1	2	0	0	5	1	1	4	3	9	0					
10	Число действительных избирательных бюллетеней	10650	649	515	731	623	426	79	216	326	185	118	126	350	222	135	567	167	159	59	255	325	76	147	320	260	90	330	562	130	197	239	93	64	162	62	79	371	214	119	312	71	480	39					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	499	20	21	12	15	17	4	6	29	13	3	3	31	16	15	30	5	5	6	21	10	2	19	10	7	4	9	22	4	5	8	6	2	18	5	15	13	30	3	8	2	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	462	12	20	12	14	17	4	6	29	13	3	0	31	16	15	30	5	5	4	21	10	2	19	5	7	3	4	22	4	2	8	4	1	18	5	15	13	30	3	7	1	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	135	6	2	3	8	0	2	1	12	6	2	0	4	3	5	3	2	1	1	5	6	4	2	2	3	2	4	4	3	4	3	2	0	0	2	1	0	5	1	8	1	4	8					
14	Число погашенных неиспользованных открепительных удостоверений	37	8	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	5	0	1	5	0	0	3	0	2	1	0	0	0	0	0	0	1	1	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	9	4	10	6	0	0	0	21	3	0	0	1	0	0	3	2	0	1	2	0	0	0	0	0	0	0	3	0	0	12	0	1	7	0	4	0	1	0	0	0	7	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1179	89	45	90	59	59	1	23	32	23	17	10	36	34	14	69	15	18	7	32	18	14	11	38	35	10	30	63	21	18	28	12	9	16	8	8	37	18	16	41	9	42	4					
		10.97%	13.61%	8.69%	12.21%	9.41%	13.63%	1.27%	10.60%	9.64%	12.17%	14.41%	7.94%	10.29%	15.11%	10.37%	12.02%	8.98%	11.25%	11.67%	12.40%	5.45%	18.42%	7.48%	11.76%	13.41%	10.99%	8.98%	11.09%	16.15%	9.05%	11.57%	12.90%	13.85%	9.76%	12.90%	10.13%	9.84%	8.37%	13.33%	12.97%	12.16%	8.59%	10.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1631	78	109	94	85	77	12	28	53	31	20	8	55	48	29	78	39	26	11	56	52	9	38	47	54	9	44	102	13	32	34	12	10	19	15	6	38	30	7	21	10	86	6					
		15.17%	11.93%	21.04%	12.75%	13.56%	17.78%	15.19%	12.90%	15.96%	16.40%	16.95%	6.35%	15.71%	21.33%	21.48%	13.59%	23.35%	16.25%	18.33%	21.71%	15.76%	11.84%	25.85%	14.55%	20.69%	9.89%	13.17%	17.96%	10.00%	16.08%	14.05%	12.90%	15.38%	11.59%	24.19%	7.59%	10.11%	13.95%	5.83%	6.65%	13.51%	17.59%	15.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	9	3	7	6	1	1	0	2	4	1	1	2	5	1	11	1	2	0	3	1	0	0	1	2	1	1	11	0	1	0	1	0	2	3	3	0	3	0	3	0	3	0					
