Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Мурашинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774					
1	"Число избирателей, внесенных в список избирателей"	11388	1163	1156	1207	1066	1511	918	503	1181	1078	88	314	80	208	76	342	181	85	174	57					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11902	1176	1174	1220	1176	1531	947	520	1205	1135	133	326	85	222	83	391	222	86	190	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5403	572	609	515	535	701	391	192	418	459	53	181	55	104	57	200	122	56	137	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	754	47	39	31	41	79	90	31	127	101	9	20	6	43	3	50	21	2	11	3					
6	Число погашенных избирательных бюллетеней	5745	557	526	674	600	751	466	297	660	575	71	125	24	75	23	141	79	28	42	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	754	47	39	31	41	79	90	31	127	101	9	20	6	43	3	50	21	2	11	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5402	572	609	515	535	700	391	192	418	459	53	181	55	104	57	200	122	56	137	46					
9	Число недействительных избирательных бюллетеней	96	5	15	6	8	13	3	3	11	11	0	3	2	2	1	6	2	3	2	0					
10	Число действительных избирательных бюллетеней	6060	614	633	540	568	766	478	220	534	549	62	198	59	145	59	244	141	55	146	49					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	421	15	20	20	20	20	17	7	20	47	39	10	10	15	11	40	30	15	25	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	391	15	20	19	17	17	17	7	12	47	39	10	10	15	11	40	30	11	25	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	170	9	18	7	22	19	8	0	13	14	3	3	6	4	3	3	3	11	15	9					
14	Число погашенных неиспользованных открепительных удостоверений	30	0	0	1	3	3	0	0	8	0	0	0	0	0	0	0	0	4	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	3	0	2	2	3	0	0	0	0	0	0	0	0	0	1	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1277	145	174	123	116	173	78	53	107	112	11	50	6	29	16	44	20	1	13	6					
		20.74%	23.42%	26.85%	22.53%	20.14%	22.21%	16.22%	23.77%	19.63%	20.00%	17.74%	24.88%	9.84%	19.73%	26.67%	17.60%	13.99%	1.72%	8.78%	12.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1088	96	100	88	110	142	64	19	94	108	13	44	14	50	16	52	35	14	25	4					
		17.67%	15.51%	15.43%	16.12%	19.10%	18.23%	13.31%	8.52%	17.25%	19.29%	20.97%	21.89%	22.95%	34.01%	26.67%	20.80%	24.48%	24.14%	16.89%	8.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	5	5	6	6	7	6	2	1	7	0	2	0	3	1	2	2	0	0	0					
		0.89%	0.81%	0.77%	1.10%	1.04%	0.90%	1.25%	0.90%	0.18%	1.25%	0.00%	0.99%	0.00%	2.04%	1.67%	0.80%	1.40%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1070	118	128	73	112	139	114	51	67	101	4	29	8	16	9	35	36	8	19	3					
		17.38%	19.06%	19.75%	13.37%	19.44%	17.84%	23.70%	22.87%	12.29%	18.04%	6.45%	14.43%	13.11%	10.88%	15.00%	14.00%	25.17%	13.79%	12.84%	6.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	11	12	8	7	24	4	4	8	7	0	0	0	1	1	3	4	1	0	0					
		1.54%	1.78%	1.85%	1.47%	1.22%	3.08%	0.83%	1.79%	1.47%	1.25%	0.00%	0.00%	0.00%	0.68%	1.67%	1.20%	2.80%	1.72%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2447	237	213	238	215	279	211	89	254	210	34	73	30	46	15	108	41	30	88	36					
		39.75%	38.29%	32.87%	43.59%	37.33%	35.82%	43.87%	39.91%	46.61%	37.50%	54.84%	36.32%	49.18%	31.29%	25.00%	43.20%	28.67%	51.72%	59.46%	73.47%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	2	1	4	2	2	1	2	3	4	0	0	1	0	1	0	3	1	1	0					
		0.45%	0.32%	0.15%	0.73%	0.35%	0.26%	0.21%	0.90%	0.55%	0.71%	0.00%	0.00%	1.64%	0.00%	1.67%	0.00%	2.10%	1.72%	0.68%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
