Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Мурашинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774					
1	"Число избирателей, внесенных в списки избирателей"	12171	1064	1057	1323	1436	1393	1557	1178	1105	99	148	361	97	244	85	392	237	98	188	109					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12384	1097	1048	1332	1440	1391	1589	1223	1116	106	156	366	111	245	79	403	252	104	181	145					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7469	653	661	778	858	780	929	624	626	68	95	282	83	158	71	287	187	67	172	90					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1094	79	83	79	110	126	120	130	124	14	12	33	10	42	7	59	39	15	6	6					
6	Число погашенных избирательных бюллетеней	3821	365	304	475	472	485	540	469	366	24	49	51	18	45	1	57	26	22	3	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1094	79	83	79	110	126	120	130	124	14	12	33	10	42	7	59	39	15	6	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7467	653	661	778	857	779	929	624	626	68	95	282	83	158	71	287	187	67	172	90					
9	Число недействительных избирательных бюллетеней	81	4	12	8	3	7	16	4	9	0	1	1	0	7	1	5	1	1	0	1					
10	Число действительных избирательных бюллетеней	8480	728	732	849	964	898	1033	750	741	82	106	314	93	193	77	341	225	81	178	95					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	254	11	11	7	12	9	31	20	16	5	6	7	14	14	6	19	14	13	10	29					
