Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Благодарненская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в список избирателей"	46512	1811	2828	2771	2953	2905	2842	2480	1401	2531	2676	1469	1584	1111	598	2477	2329	1444	903	974	1070	1144	1214	1879	1277	947	894					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45900	1800	2800	2450	2950	2900	2850	2450	1400	2500	2650	1450	1550	1100	600	2450	2300	1450	900	950	1050	1150	1200	1900	1250	950	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19182	570	1128	1004	1054	1030	902	880	551	1025	1208	581	567	572	364	1044	1215	814	425	499	478	598	567	669	429	392	616					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2590	78	73	356	126	117	38	118	57	125	141	48	92	60	116	40	113	28	80	177	52	39	69	287	34	75	51					
6	Число погашенных избирательных бюллетеней	24128	1152	1599	1090	1770	1753	1910	1452	792	1350	1301	821	891	468	120	1366	972	608	395	274	520	513	564	944	787	483	233					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2587	78	70	356	126	117	38	118	57	125	141	48	92	60	116	40	113	28	80	177	52	39	69	287	34	75	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19179	570	1128	1004	1054	1030	902	880	551	1023	1208	581	567	572	364	1044	1215	813	425	499	478	598	567	669	429	392	616					
9	Число недействительных избирательных бюллетеней	400	4	30	28	6	7	23	20	6	19	25	17	15	11	21	16	38	12	6	0	20	11	16	16	17	12	4					
10	Число действительных избирательных бюллетеней	21366	644	1168	1332	1174	1140	917	978	602	1129	1324	612	644	621	459	1068	1290	829	499	676	510	626	620	940	446	455	663					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	363	11	15	21	13	13	20	6	11	15	9	15	15	15	15	15	15	4	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	215	11	13	19	8	6	17	5	10	8	6	9	4	12	3	7	6	4	8	7	3	12	7	9	2	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	4	0	6	4	4	3	7	4	3	10	4	2	6	2	7	4	3	4	2	3	3	2	2	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	148	0	2	2	5	7	3	1	1	7	3	6	11	3	12	8	9	0	7	8	12	3	8	6	13	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	2	0	1	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2797	105	167	206	169	124	121	133	95	138	153	140	110	76	47	135	155	85	70	65	65	72	61	113	86	59	47					
		12.85%	16.20%	13.94%	15.15%	14.32%	10.81%	12.87%	13.33%	15.63%	12.02%	11.34%	22.26%	16.69%	12.03%	9.79%	12.45%	11.67%	10.11%	13.86%	9.62%	12.26%	11.30%	9.59%	11.82%	18.57%	12.63%	7.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3817	146	213	193	231	212	184	223	120	246	221	86	141	145	43	300	151	103	84	81	104	124	128	181	96	55	6					
		17.54%	22.53%	17.78%	14.19%	19.58%	18.48%	19.57%	22.34%	19.74%	21.43%	16.38%	13.67%	21.40%	22.94%	8.96%	27.68%	11.37%	12.25%	16.63%	11.98%	19.62%	19.47%	20.13%	18.93%	20.73%	11.78%	0.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	6	12	14	13	7	11	8	5	13	12	3	5	2	1	5	8	2	3	2	2	2	7	4	6	5	3					
		0.74%	0.93%	1.00%	1.03%	1.10%	0.61%	1.17%	0.80%	0.82%	1.13%	0.89%	0.48%	0.76%	0.32%	0.21%	0.46%	0.60%	0.24%	0.59%	0.30%	0.38%	0.31%	1.10%	0.42%	1.30%	1.07%	0.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3426	94	207	211	184	155	144	171	95	197	171	110	127	48	36	237	257	119	95	52	70	92	97	133	101	98	125					
		15.74%	14.51%	17.28%	15.51%	15.59%	13.51%	15.32%	17.13%	15.63%	17.16%	12.68%	17.49%	19.27%	7.59%	7.50%	21.86%	19.35%	14.15%	18.81%	7.69%	13.21%	14.44%	15.25%	13.91%	21.81%	20.99%	18.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	275	11	22	28	26	17	16	15	23	14	28	8	3	8	1	20	2	2	8	4	3	7	5	3	1	0	0					
		1.26%	1.70%	1.84%	2.06%	2.20%	1.48%	1.70%	1.50%	3.78%	1.22%	2.08%	1.27%	0.46%	1.27%	0.21%	1.85%	0.15%	0.24%	1.58%	0.59%	0.57%	1.10%	0.79%	0.31%	0.22%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10822	276	544	675	547	623	439	424	261	516	733	264	257	341	329	366	716	518	238	471	265	329	318	504	152	237	479					
		49.72%	42.59%	45.41%	49.63%	46.36%	54.32%	46.70%	42.48%	42.93%	44.95%	54.34%	41.97%	38.99%	53.96%	68.54%	33.76%	53.92%	61.59%	47.13%	69.67%	50.00%	51.65%	50.00%	52.72%	32.83%	50.75%	71.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	68	6	3	5	4	2	2	4	3	5	6	1	1	1	2	5	1	0	1	1	1	0	4	2	4	1	3					
		0.31%	0.93%	0.25%	0.37%	0.34%	0.17%	0.21%	0.40%	0.49%	0.44%	0.44%	0.16%	0.15%	0.16%	0.42%	0.46%	0.08%	0.00%	0.20%	0.15%	0.19%	0.00%	0.63%	0.21%	0.86%	0.21%	0.45%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
