Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Нефтеюганская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254					
1	"Число избирателей, внесенных в список избирателей"	76225	884	1958	1414	1263	1491	1328	1338	1417	1696	1571	1575	1659	1544	1479	1699	1588	1578	1734	1633	1535	762	1655	1705	1490	1633	1619	1827	1300	1765	1344	1406	1360	1411	1448	1274	1479	1475	1417	1688	1510	1572	1637	1602	1433	2060	1705	1637	1575	1455	1597					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76820	938	1882	1421	1355	1412	1297	1349	1365	1671	1547	1618	1656	1588	1471	1680	1590	1592	1726	1703	1593	1605	1651	1627	1511	1594	1589	1786	1282	1728	1419	1413	1365	1348	1441	1379	1462	1458	1384	1624	1508	1595	1625	1617	1547	1984	1652	1670	1589	1425	1488					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37749	410	965	647	552	745	705	699	681	846	649	899	675	746	778	798	796	876	883	895	833	740	852	836	664	756	672	470	271	495	535	702	687	714	765	743	831	757	732	846	803	850	898	880	856	1101	875	878	795	769	898					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	693	8	21	7	15	12	15	15	16	19	14	20	11	12	10	13	14	50	10	22	17	22	11	12	12	23	11	22	8	10	10	10	8	18	16	16	8	17	4	15	11	11	9	13	4	8	13	12	15	11	12					
6	Число погашенных избирательных бюллетеней	38378	520	896	767	788	655	577	635	668	806	884	699	970	830	683	869	780	666	833	786	743	843	788	779	835	815	906	1294	1003	1223	874	701	670	616	660	620	623	684	648	763	694	734	718	724	687	875	764	780	779	645	578					
7	Число избирательных бюллетеней в переносных ящиках для голосования	693	8	21	7	15	12	15	15	16	19	14	20	11	12	10	13	14	50	10	22	17	22	11	12	12	23	11	22	8	10	10	10	8	18	16	16	8	17	4	15	11	11	9	13	4	8	13	12	15	11	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37693	410	965	647	552	745	705	695	681	846	649	879	675	746	778	798	796	866	883	895	833	740	851	836	652	756	672	466	271	495	535	702	685	714	765	743	829	757	732	846	803	850	897	880	856	1101	875	878	795	769	898					
9	Число недействительных избирательных бюллетеней	735	7	22	14	14	14	19	13	12	14	14	3	1	13	11	20	18	12	16	26	16	28	17	10	23	8	19	13	4	10	14	10	13	19	15	18	14	15	14	21	17	7	17	16	13	2	26	15	22	14	22					
10	Число действительных избирательных бюллетеней	37651	411	964	640	553	743	701	697	685	851	649	896	685	745	777	791	792	904	877	891	834	734	845	838	641	771	664	475	275	495	531	702	680	713	766	741	823	759	722	840	797	854	889	877	847	1107	862	875	788	766	888					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1445	21	37	24	26	26	32	29	19	34	29	30	32	21	29	25	22	32	46	39	42	24	25	27	34	29	29	25	10	30	28	25	23	29	25	26	29	24	19	23	25	41	31	34	31	44	34	30	33	34	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1433	21	37	24	26	26	32	29	19	34	24	30	32	21	29	25	22	32	46	39	42	24	24	27	34	29	29	25	7	30	28	25	23	29	25	26	29	24	19	23	25	40	31	33	31	44	33	30	33	34	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	462	7	13	9	8	24	9	9	4	8	6	17	8	9	9	8	8	6	8	16	7	10	7	4	4	18	5	10	6	2	7	4	7	4	13	3	17	9	4	11	8	11	7	14	6	16	16	12	12	20	2					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	555	7	16	9	8	8	11	13	10	12	4	8	10	12	19	10	7	12	4	13	7	10	12	8	8	12	13	19	10	10	7	10	10	7	11	7	13	9	7	10	14	9	20	13	12	19	21	17	12	10	15					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6496	43	136	95	83	152	127	127	137	122	107	142	72	116	145	142	124	199	147	149	116	120	140	119	103	91	105	46	37	50	73	135	125	141	141	157	206	158	127	167	130	168	170	195	194	173	169	153	121	121	180					
