Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Нефтеюганская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
1	"Число избирателей, внесенных в списки избирателей"	75905	2625	2721	1894	1248	2456	2509	2207	1558	1615	1870	2270	1842	2422	2699	2798	2519	2175	870	906	1439	1360	2246	2398	2746	1925	2796	2364	2548	2274	1493	1474	1742	1750	2307	1390	2219	2230					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	75780	2700	2740	1900	1300	2470	2240	2220	1500	1500	1800	2250	1700	2450	2600	2800	2470	2260	850	900	1400	1420	2150	2370	2700	1900	2740	2630	2580	2600	1600	1490	1780	1740	2330	1370	2200	2130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43199	1244	1494	1107	760	1368	1586	1135	862	777	1058	1266	1047	1389	1568	1663	1485	1337	506	427	736	709	1004	1217	1631	1188	1574	1520	1374	1520	885	902	1078	993	1346	826	1304	1313					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1151	23	37	22	16	44	24	17	424	8	19	19	108	16	19	15	15	19	5	21	5	13	9	18	27	22	17	19	24	9	24	13	6	11	17	18	15	13					
6	Число погашенных избирательных бюллетеней	31430	1433	1209	771	524	1058	630	1068	214	715	723	965	545	1045	1013	1122	970	904	339	452	659	698	1137	1135	1042	690	1149	1091	1182	1071	691	575	696	736	967	526	881	804					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1151	23	37	22	16	44	24	17	424	8	19	19	108	16	19	15	15	19	5	21	5	13	9	18	27	22	17	19	24	9	24	13	6	11	17	18	15	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43165	1242	1491	1107	757	1355	1585	1135	862	777	1058	1266	1047	1389	1568	1663	1483	1337	506	427	736	709	1004	1217	1631	1188	1572	1520	1374	1520	885	902	1076	993	1346	826	1300	1311					
9	Число недействительных избирательных бюллетеней	608	24	25	14	14	16	15	13	22	12	18	11	18	17	26	24	17	14	2	6	4	9	27	18	30	16	17	20	26	30	15	5	12	21	13	5	19	13					
10	Число действительных избирательных бюллетеней	43708	1241	1503	1115	759	1383	1594	1139	1264	773	1059	1274	1137	1388	1561	1654	1481	1342	509	442	737	713	986	1217	1628	1194	1572	1519	1372	1499	894	910	1070	983	1350	839	1296	1311					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1102	34	31	24	19	28	27	38	24	24	16	20	34	36	38	42	37	45	18	6	18	19	21	29	57	44	40	44	29	29	24	24	24	24	38	24	39	34					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	969	29	29	19	14	28	22	34	17	19	11	17	30	35	33	40	32	44	15	3	14	17	16	27	48	37	37	44	22	28	23	22	20	20	34	21	36	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	229	9	1	4	4	7	55	5	6	2	8	3	6	2	9	14	4	2	1	2	8	2	2	4	6	10	0	4	4	5	5	7	6	3	5	6	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	133	5	2	5	5	0	5	4	7	5	5	3	4	1	5	2	5	1	3	3	4	2	5	2	9	7	3	0	7	1	1	2	4	4	4	3	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	1	2	1	4	1	2	0	1	2	0	0	4	2	0	2	2	3	0	0	0	2	1	2	0	1	1	2	1	1	1	0	0	1	2	0	3	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	842	22	31	27	19	25	32	20	19	12	22	21	26	28	30	33	30	39	8	10	10	21	18	14	34	24	31	23	22	32	16	18	27	14	20	11	26	27					
		1.90%	1.74%	2.03%	2.39%	2.46%	1.79%	1.99%	1.74%	1.48%	1.53%	2.04%	1.63%	2.25%	1.99%	1.89%	1.97%	2.00%	2.88%	1.57%	2.23%	1.35%	2.91%	1.78%	1.13%	2.05%	1.98%	1.95%	1.49%	1.57%	2.09%	1.76%	1.97%	2.50%	1.39%	1.47%	1.30%	1.98%	2.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	582	10	13	15	10	16	31	15	11	10	15	5	19	15	28	22	14	21	1	1	4	2	11	13	38	28	21	26	17	24	20	12	16	11	13	12	12	30					
		1.31%	0.79%	0.85%	1.33%	1.29%	1.14%	1.93%	1.30%	0.86%	1.27%	1.39%	0.39%	1.65%	1.07%	1.76%	1.31%	0.93%	1.55%	0.20%	0.22%	0.54%	0.28%	1.09%	1.05%	2.29%	2.31%	1.32%	1.69%	1.22%	1.57%	2.20%	1.31%	1.48%	1.10%	0.95%	1.42%	0.91%	2.27%					
20	3.Политическая партия «Демократическая партия России»	54	2	1	0	0	0	0	1	1	1	1	2	2	0	3	1	3	7	2	1	2	2	0	1	1	1	2	0	4	1	1	0	2	1	1	1	0	6					
		0.12%	0.16%	0.07%	0.00%	0.00%	0.00%	0.00%	0.09%	0.08%	0.13%	0.09%	0.16%	0.17%	0.00%	0.19%	0.06%	0.20%	0.52%	0.39%	0.22%	0.27%	0.28%	0.00%	0.08%	0.06%	0.08%	0.13%	0.00%	0.29%	0.07%	0.11%	0.00%	0.18%	0.10%	0.07%	0.12%	0.00%	0.45%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3594	113	112	84	79	110	138	77	103	45	88	109	115	112	140	160	106	108	29	41	57	54	89	103	159	111	103	125	124	129	82	73	80	80	82	77	97	100					
		8.11%	8.93%	7.33%	7.44%	10.22%	7.86%	8.58%	6.68%	8.01%	5.73%	8.17%	8.48%	9.96%	7.97%	8.82%	9.54%	7.08%	7.96%	5.68%	9.15%	7.69%	7.48%	8.79%	8.34%	9.59%	9.17%	6.48%	8.12%	8.87%	8.44%	9.02%	7.98%	7.39%	7.97%	6.02%	9.12%	7.38%	7.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	329	7	14	8	7	7	14	10	5	1	11	8	6	11	8	17	16	19	2	1	0	2	2	2	20	16	15	14	8	7	8	8	1	7	10	12	11	14					
		0.74%	0.55%	0.92%	0.71%	0.91%	0.50%	0.87%	0.87%	0.39%	0.13%	1.02%	0.62%	0.52%	0.78%	0.50%	1.01%	1.07%	1.40%	0.39%	0.22%	0.00%	0.28%	0.20%	0.16%	1.21%	1.32%	0.94%	0.91%	0.57%	0.46%	0.88%	0.87%	0.09%	0.70%	0.73%	1.42%	0.84%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	117	2	11	3	0	1	1	3	4	1	5	3	4	5	7	3	5	0	4	0	0	0	1	2	5	7	5	7	4	1	6	3	2	3	0	3	4	2					
