Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Мещовская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки"	9524	209	162	292	242	165	777	620	110	488	228	233	323	105	276	668	232	192	250	409	1633	1910					
2	"Число бюллетеней, полученных участковыми комиссиями"	9037	195	160	285	225	167	750	580	110	470	210	220	300	105	260	635	215	195	240	385	1530	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4185	56	81	191	108	33	332	311	48	159	126	84	99	64	128	241	89	38	78	179	799	941					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1553	79	32	43	72	81	153	100	32	156	19	79	117	19	44	133	84	89	76	81	38	26					
6	Число погашенных бюллетеней	3299	60	47	51	45	53	265	169	30	155	65	57	84	22	88	261	42	68	86	125	693	833					
7	Число бюллетеней в переносных ящиках для голосования	1553	79	32	43	72	81	153	100	32	156	19	79	117	19	44	133	84	89	76	81	38	26					
8	Число бюллетеней в стационарных ящиках для голосования	4184	56	81	191	108	33	332	311	48	159	126	84	99	64	128	241	89	38	78	179	798	941					
9	Число недействительных бюллетеней	63	1	0	1	1	0	6	1	1	8	4	3	2	2	2	9	0	2	2	2	7	9					
10	Число действительных бюллетеней	5674	134	113	233	179	114	479	410	79	307	141	160	214	81	170	365	173	125	152	258	829	958					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	2	2	6	2	2	6	6	1	3	4	2	2	1	2	9	2	2	2	6	20	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	0	2	6	0	0	3	1	0	3	2	0	0	1	1	6	0	1	0	1	5	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	1	1	1	0	3	2	1	2	7	2	0	0	3	1	0	1	5	1	13	1					
14	Число погашенных открепительных удостоверений	51	2	0	0	2	2	3	5	1	0	2	2	2	0	1	3	2	1	2	5	15	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
